Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
41095,B,F,F1,5/10/2002,F,38016,37731,37731,15o-C57B,,,,,,,
41665,B,M,F23,6/4/2002,Tu,38419,38248,38248,C15,,,,42347,,,C39
41669,W,F,F23,6/4/2002,Tu,38419,38248,38248,C15,,,,42399,,,C48
41673,W,M,F23,6/4/2002,Tu,38475,38198,38198,C17,,,,42227,,,C29
41675,T,F,F23,6/4/2002,Tu,38475,38198,38198,C17,,,,42459,,,C59
41679,B,M,F23,6/4/2002,Tu,38219,38753,38753,C21,,,,42025,,,C14
41687,W,F,F23,6/4/2002,Tu,38424,38558,38558,C29,,,,41967,,,C8
41701,B,M,F23,6/4/2002,Tu,38673,38501,38501,C42,,,,42128,,,C24
41703,B,F,F23,6/4/2002,Tu,38673,38501,38501,C42,,,,41843,,,C2
41710,W,M,F23,6/4/2002,Tu,38722,38229,38229,C45,,,,42116,,,C19
41716,W,F,F23,6/4/2002,Tu,38722,38229,38229,C45,,,,42165,,,C25
41722,W,M,F23,6/4/2002,Tu,38523,38829,38829,C54,,,,42520,,,C63
41726,B,F,F23,6/4/2002,Tu,38523,38829,38829,C54,,,,42158,,,C26
41737,T,F,F23,6/4/2002,Tu,38686,38941,38941,C65,,,,41998,,,C10
41761,T,F,F23,6/5/2002,W,38445,38587,38587,C30,,,,42030,,,C13
41765,B,M,F23,6/5/2002,W,38445,38587,38587,C30,,,,41977,,,C3
41771,W,M,F23,6/5/2002,W,38539,38705,38705,C33,,,,42063,,,C16
41773,B,F,F23,6/5/2002,W,38539,38705,38705,C33,,,,41982,,,C9
41775,W,M,F23,6/5/2002,W,38556,38184,38184,C34,,,,42033,,,C17
41776,W,F,F23,6/5/2002,W,38556,38184,38184,C34,,,,42516,,,C67
41812,W,M,F23,6/6/2002,Th,38236,38364,38364,C4,,,,42114,,,C12
41817,B,F,F23,6/6/2002,Th,38236,38364,38364,C4,,,,42059,,,C15
41821,B,F,F23,6/6/2002,Th,38296,38516,38516,C12,,,,42290,,,C38
41825,B,M,F23,6/6/2002,Th,38296,38516,38516,C12,,,,42276,,,C28
41839,B,F,F23,6/6/2002,Th,38346,38456,38456,C13,,,,41911,,,C4
41841,B,M,F23,6/6/2002,Th,38346,38456,38456,C13,,,,41095,,,C1
41843,B,M,F23,6/6/2002,Th,38392,38522,38522,C14,,,,41703,,,C2
41847,B,F,F23,6/6/2002,Th,38392,38522,38522,C14,,,,42011,,,C11
41853,T,F,F23,6/6/2002,Th,38505,38292,38292,C18,,,,41933,,,C5
41854,T,M,F23,6/6/2002,Th,38505,38292,38292,C18,,,,42262,,,C30
41861,W,F,F23,6/6/2002,Th,38510,38233,38233,C19,,,,42464,,,C60
