Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
10457,black,M,F8,9/2/1997,T,8844,8688,8688,C1-3,,,11/21/1997,10931,12607-17,,C19
10458,white,F,F8,9/2/1997,T,8844,8688,8688,C1-3,,,11/18/1997,10656,,,C1
10459,white,F,F8,9/2/1997,T,8844,8688,8688,C1-3,,,11/18/1997,10704,,,C2
10473,black,F,F8,9/3/1997,W,8734,8971,8971,C1-7,,,11/19/1997,10778,12598-12606,,C9
10474,black,M,F8,9/3/1997,W,8734,8971,8971,C1-7,,,11/19/1997,10785,,,C8
10483,white,F,F8,9/3/1997,W,8968,8841,8841,C1-4,,,11/18/1997,10707,,,C3
10488,black,M,F8,9/3/1997,W,8968,8841,8841,C1-4,,,11/18/1997,10759,,,C5
10493,white,M,F8,9/3/1997,W,8949,8611,8611,C1-5,,,11/21/1997,10942,,,C20
10498,white,F,F8,9/3/1997,W,8949,8611,8611,C1-5,,,11/19/1997,10852,,,C16
10502,white,F,F8,9/3/1997,W,8949,8611,8611,C1-5,,,11/24/1997,10969,,,C29
10505,black,M,F8,9/3/1997,W,8695,8955,8955,C1-6,,,11/19/1997,10854,,,C12
10524,white,F,F8,9/4/1997,Th,8692,8721,8721,C1-1,,,11/21/1997,10929,,,C23
10529,black,M,F8,9/4/1997,Th,8692,8721,8721,C1-1,,,11/21/1997,10959,,,C25
10638,white,M,F8,9/6/1997,Sa,9089,8976,8976,C1-12,,,11/19/1997,10899,,,C13
10641,white,F,F8,9/6/1997,Sa,9089,8976,8976,C1-12,,,11/19/1997,10893,,,C18
10655,tan,F,F8,9/6/1997,Sa,9033,8728,8728,C1-8,,,11/18/1997,10766,,,C7
10656,tan,M,F8,9/6/1997,Sa,9033,8728,8728,C1-8,,,11/18/1997,10458,,,C1
10672,tan,F,F8,9/6/1997,Sa,9027,8701,8701,C1-9,,,12/1/1997,11016,,,C36
10679,tan,M,F8,9/6/1997,Sa,9027,8701,8701,C1-9,,,11/18/1997,10770,,,C6
10692,black,F,F8,9/6/1997,Sa,9130,8942,8942,C1-13,,,11/21/1997,10963,,,C27
10693,tan,M,F8,9/6/1997,Sa,9105,8876,8876,C1-14,,,11/21/1997,10947,,,C21
10701,black,F,F8,9/6/1997,Sa,9105,8876,8876,C1-14,,,11/19/1997,10840,,,C15
10704,white,M,F8,9/6/1997,Sa,8717,9106,9106,C1-15,,,11/18/1997,10459,,,C2
10707,white,M,F8,9/6/1997,Sa,8717,9106,9106,C1-15,,,11/18/1997,10483,,,C3
10740,white,F,F8,9/7/1997,Su,9102,8828,8828,C1-11,,,11/19/1997,10874,,,C17
10741,white,M,F8,9/7/1997,Su,9102,8828,8828,C1-11,,,12/1/1997,11017,,,C33
10759,black,F,F8,9/7/1997,Su,9150,8722,8722,C1-19,,,11/18/1997,10488,,,C5
10766,white,M,F8,9/7/1997,Su,9210,9096,9096,C1-24,,,11/18/1997,10655,,,C7
10770,white,F,F8,9/7/1997,Su,9210,9096,9096,C1-24,,,11/18/1997,10679,,,C6
10778,tan,M,F8,9/8/1997,M,9155,8951,8951,C1-18,,,11/19/1997,10473,12598-12606,,C9
10779,tan,M,F8,9/8/1997,M,9155,8951,8951,C1-18,,,12/8/1997,11111,,,C40
10785,white,F,F8,9/8/1997,M,9155,8951,8951,C1-18,,,11/19/1997,10474,,,C8
10800,tan,F,F8,9/8/1997,M,9271,8664,8664,C1-31,,,11/25/1997,10997,,,C32
10839,tan,F,F8,9/10/1997,W,8767,9207,9207,C1-23,,,12/1/1997,11075,,,C39
10840,tan,M,F8,9/10/1997,W,8767,9207,9207,C1-23,,,11/19/1997,10701,,,C15
10852,black,M,F8,9/10/1997,W,9208,8875,8875,C1-22,,,11/19/1997,10498,,,C16
10854,white,F,F8,9/10/1997,W,9208,8875,8875,C1-22,,,11/19/1997,10505,,,C12
10864,black,F,F8,9/10/1997,W,9313,9083,9083,C1-32,,,11/21/1997,10941,,,C24
10870,tan,M,F8,9/10/1997,W,9313,9083,9083,C1-32,,,,11106,,,C41
10873,tan,M,F8,9/10/1997,W,9312,8778,8778,C1-33,,,11/24/1997,10976,,,C28
10874,tan,M,F8,9/10/1997,W,9312,8778,8778,C1-33,,,11/19/1997,10740,,,C17
10885,white,F,F8,9/10/1997,W,9298,8851,8851,C1-34,,,11/21/1997,10960,,,C26
10893,black,M,F8,9/10/1997,W,9298,8851,8851,C1-34,,,11/19/1997,10641,,,C18
10899,black,F,F8,9/10/1997,W,8747,9352,9352,C2-1,,,11/19/1997,10638,,,C13
10929,black,M,F8,9/11/1997,Th,8868,9299,9299,C1-27,,,11/21/1997,10524,,,C23
10931,black,F,F8,9/11/1997,Th,8868,9299,9299,C1-27,,,11/21/1997,10457,12607-17,,C19
10936,black,M,F8,9/11/1997,Th,8868,9299,9299,C1-27,,,12/13/1997,11251,,,C45
10941,tan,M,F8,9/11/1997,Th,9148,9300,9300,C1-29,,,11/21/1997,10864,,,C24
10942,tan,F,F8,9/11/1997,Th,9148,9300,9300,C1-29,,,11/21/1997,10493,,,C20
10947,black,F,F8,9/11/1997,Th,9148,9300,9300,C1-29,,,11/21/1997,10693,,,C21
10954,white,F,F8,9/12/1997,F,8749,9291,9291,C1-25,,,12/8/1997,11118,,,C43
10956,white,M,F8,9/12/1997,F,8749,9291,9291,C1-25,,,12/1/1997,11040,,,C35
10959,tan,F,F8,9/12/1997,F,9360,8708,8708,C2-3,,,11/21/1997,10529,,,C25
10960,tan,M,F8,9/12/1997,F,9360,8708,8708,C2-3,,,11/21/1997,10885,,,C26
10963,black,M,F8,9/12/1997,F,9360,8708,8708,C2-3,,,11/21/1997,10692,,,C27
10969,black,M,F8,9/13/1997,Sa,8956,9289,9289,C1-30,,,11/24/1997,10502,,,C29
10976,white,F,F8,9/13/1997,Sa,8956,9289,9289,C1-30,,,11/24/1997,10873,,,C28
10997,black,M,F8,9/16/1997,Tu,9351,8740,8740,C2-2,,,11/25/1997,10800,,,C32
11016,white,M,F8,9/18/1997,Th,8693,9032,9032,C1-10,,,12/1/1997,10672,,,C36
11017,white,F,F8,9/18/1997,Th,8693,9032,9032,C1-10,,,12/1/1997,10741,,,C33
11040,tan,F,F8,9/18/1997,Th,9410,8745,8745,C2-4,,,12/1/1997,10956,,,C35
11072,tan,F,F8,9/20/1997,Su,8665,9147,9147,C1-17,,,12/13/1997,11233,,,C44
11075,tan,M,F8,9/20/1997,Su,8665,9147,9147,C1-17,,,12/1/1997,10839,,,C39
11106,black,F,F8,9/26/1997,F,9519,9631,9631,C1-37,,,,10870,,,C41
11111,black,F,F8,9/26/1997,F,9285,9637,9637,C1-38,,,12/8/1997,10779,,,C40
11118,black,M,F8,9/26/1997,F,9285,9637,9637,C1-38,,,12/8/1997,10954,,,C43
11149,black,M,F8,9/27/1997,Sa,9611,9661,9661,C2-9,,,12/13/1997,11352,,,C47
11157,tan,M,F8,9/28/1997,Su,9609,9355,9355,C2-6,,,,11155,13282-88,,C60
11159,black,F,F8,9/28/1997,Su,9609,9355,9355,C2-6,,,12/23/1997,11741,,,C74
11162,black,F,F8,9/28/1997,Su,8822,9372,9372,C1-35,,,12/13/1997,11394,,,C56
11163,black,M,F8,9/28/1997,Su,8822,9372,9372,C1-35,,,12/13/1997,11334,,,C48
11172,white,F,F8,9/29/1997,M,9806,9689,9689,C1-43,,,12/13/1997,11264,,,C46
11178,white,M,F8,9/29/1997,M,9806,9689,9689,C1-43,,,12/13/1997,11365,,,C49
11180,white,F,F8,9/29/1997,M,9717,9613,9613,C2-12,,,12/13/1997,11355,,,C52
11186,black,M,F8,9/29/1997,M,9717,9613,9613,C2-12,,,12/23/1997,11571,,,C66
11207,tan,F,F8,9/29/1997,M,9919,9841,9841,C1-45,,,12/15/1997,11531,,,C65
11209,tan,M,F8,9/29/1997,M,9919,9841,9841,C1-45,,,12/26/1997,11780,,,C77
11228,black,F,F8,9/30/1997,Tu,9632,9799,9799,C1-42,,,12/13/1997,11408,,,C57
11231,black,M,F8,9/30/1997,Tu,9632,9799,9799,C1-42,,,12/31/1997,11831,,,C83
11233,black,M,F8,9/30/1997,Tu,9821,9793,9793,C1-41,,,12/13/1997,11072,,,C44
11237,black,F,F8,9/30/1997,Tu,9821,9793,9793,C1-41,,,12/13/1997,11346,,,C51
11251,white,F,F8,10/1/1997,W,9567,9824,9824,C2-16,,,12/13/1997,10936,,,C45
11256,white,M,F8,10/1/1997,W,9567,9824,9824,C2-16,,,12/13/1997,11436,,,C54
11264,white,M,F8,10/1/1997,W,9794,9912,9912,C1-47,,,12/13/1997,11172,,,C46
11268,white,F,F8,10/1/1997,W,9948,9359,9359,C2-23,,,12/13/1997,11317,,,C50
11275,white,M,F8,10/1/1997,W,9948,9359,9359,C2-23,,,12/26/1997,11765,,,C78
11314,tan,F,F8,10/2/1997,Th,8824,9323,9323,C1-26,,,12/31/1997,11948,,,C99
11317,tan,M,F8,10/2/1997,Th,8824,9323,9323,C1-26,,,12/13/1997,11268,,,C50
11334,black,F,F8,10/2/1997,Th,9935,9780,9780,C1-46,,,12/13/1997,11163,,,C48
11336,black,M,F8,10/2/1997,Th,9935,9780,9780,C1-46,,,12/31/1997,11824,,,C84
11344,white,F,F8,10/2/1997,Th,9856,9568,9568,C2-18,,,12/15/1997,11506,,,C63
11346,white,M,F8,10/2/1997,Th,9856,9568,9568,C2-18,,,12/13/1997,11237,,,C51
11352,black,F,F8,10/2/1997,Th,9774,9857,9857,C2-17,,,12/13/1997,11149,,,C47
11353,black,M,F8,10/2/1997,Th,9774,9857,9857,C2-17,,,12/15/1997,11533,,,C61
11355,white,M,F8,10/2/1997,Th,9870,9413,9413,C2-26,,,12/13/1997,11180,,,C52
11365,black,F,F8,10/2/1997,Th,9822,9879,9879,C2-24,,,12/13/1997,11178,,,C49
11394,white,M,F8,10/3/1997,F,9845,9538,9538,C2-19,,,12/13/1997,11162,,,C56
11398,white,M,F8,10/3/1997,F,9626,9927,9927,C2-22,,,12/23/1997,11666,,,C71
11408,black,M,F8,10/3/1997,F,9805,9936,9936,C1-48,,,12/13/1997,11228,,,C57
11411,black,F,F8,10/3/1997,F,9805,9936,9936,C1-48,,,12/26/1997,11749,,,C76
11426,white,M,F8,10/3/1997,F,9814,9875,9875,C2-27,,,12/23/1997,11702,,,C72
11430,tan,M,F8,10/3/1997,F,9899,9782,9782,C1-49,,,12/15/1997,11545,,,C62
11436,white,F,F8,10/3/1997,F,9899,9782,9782,C1-49,,,12/13/1997,11256,,,C54
11465,white,F,F8,10/4/1997,Sa,9871,9811,9811,C2-25,,,12/26/1997,11766,,,C79
11467,black,F,F8,10/4/1997,Sa,9619,9969,9969,C1-50,,,1/7/1998,11931,,,C102
11495,white,F,F8,10/6/1997,M,9684,10015,10015,C2-29,,,12/15/1997,11524,,,C64
11506,black,M,F8,10/6/1997,M,9684,10015,10015,C2-29,,,12/15/1997,11344,,,C63
11510,tan,M,F8,10/6/1997,M,10021,9675,9675,C2-30,,,1/7/1998,11989,,,C106
11512,black,F,F8,10/6/1997,M,10021,9675,9675,C2-30,,,12/31/1997,11822,,,C86
11524,black,M,F8,10/6/1997,M,9667,10059,10059,C2-31,,,12/15/1997,11495,,,C64
11526,black,F,F8,10/6/1997,M,9880,10051,10051,C2-34,,,12/31/1997,11834,,,C87
11531,white,M,F8,10/6/1997,M,10071,9750,9750,C1-53,,,12/15/1997,11207,,,C65
11533,white,F,F8,10/6/1997,M,10071,9750,9750,C1-53,,,12/15/1997,11353,,,C61
11545,black,F,F8,10/6/1997,M,9902,10075,10075,C1-52,,,12/15/1997,11430,,,C62
11552,black,M,F8,10/6/1997,M,9902,10075,10075,C1-52,,,12/23/1997,11607,,,C68
11555,tan,F,F8,10/6/1997,M,9944,10087,10087,C2-35,,,12/15/1997,11157,,,C60
11557,tan,M,F8,10/6/1997,M,9944,10087,10087,C2-35,,,12/31/1997,11908,,,C91
11571,black,F,F8,10/7/1997,Tu,10025,9586,9586,C2-33,,,12/23/1997,11186,,,C66
11590,black,F,F8,10/7/1997,Tu,9723,10020,10020,C2-32,,,12/31/1997,11938,,,C98
11596,black,M,F8,10/7/1997,Tu,10088,9869,9869,C2-36,,,1/7/1998,11974,,,C104
11607,black,F,F8,10/7/1997,Tu,9915,9695,9695,C1-44,,,12/23/1997,11552,,,C68
11608,white,M,F8,10/7/1997,Tu,9915,9695,9695,C1-44,,,12/26/1997,11750,,,C75
11616,black,F,F8,10/7/1997,Tu,9741,10115,10115,C1-54,,,12/26/1997,11792,,,C82
11617,black,M,F8,10/7/1997,Tu,9741,10115,10115,C1-54,,,12/31/1997,11949,,,C92
11642,black,F,F8,10/9/1997,Th,9550,10125,10125,C2-39,,,12/31/1997,11910,,,C95
11655,white,F,F8,10/9/1997,Th,10061,10117,10117,C2-42,,,12/31/1997,11864,,,C90
11664,black,M,F8,10/9/1997,Th,10061,10117,10117,C2-42,,,12/31/1997,11845,,,C85
11666,black,F,F8,10/10/1997,F,9994,10142,10142,C2-44,,,12/23/1997,11398,,,C71
11701,black,M,F8,10/11/1997,Sa,10128,10137,10137,C2-45,,,1/7/1998,11978,,,C100
