Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
8611,white,F,F7,6/3/1997,Tu,6740,6957,6957,C1-3,,10/27/1997,8/14/1997,8949,10491-10502,9/24/1997,C1-5
8664,black,F,F7,6/4/1997,W,6945,7082,7082,C1-6,,10/30/1997,8/19/1997,9271,10800-10808,9/29/1997,C1-31
8665,black,M,F7,6/4/1997,W,6945,7082,7082,C1-6,,10/31/1997,8/16/1997,9147,11063-11075,10/12/1997,C1-17
8688,black,F,F7,6/4/1997,W,7216,6892,6892,C1-12,,10/27/1997,8/14/1997,8844,10453-10462,9/23/1997,C1-3
8692,white,M,F7,6/4/1997,W,7216,6892,6892,C1-12,,10/22/1997,8/13/1997,8721,10524-10530,9/25/1997,C1-1
8693,white,M,F7,6/4/1997,W,7216,6892,6892,C1-12,,10/31/1997,8/15/1997,9032,11012-11019,10/9/1997,C1-10
8695,tan,M,F7,6/4/1997,W,7408,6959,6959,C1-22,,10/27/1997,8/14/1997,8955,10503-10509,9/24/1997,C1-6
8701,tan,F,F7,6/4/1997,W,7408,6959,6959,C1-22,,10/29/1997,8/15/1997,9027,10672-10680,9/27/1997,C1-9
8708,black,F,F7,6/4/1997,W,7505,7493,7493,C2-2,,10/30/1997,8/21/1997,9360,10959-10966,10/3/1997,C2-3
8717,white,M,F7,6/4/1997,W,7014,7444,7444,C1-23,,10/28/1997,8/15/1997,9106,10704-10711,9/27/1997,C1-15
8721,black,F,F7,6/4/1997,W,7014,7444,7444,C1-23,,10/27/1997,8/13/1997,8692,10524-10530,9/25/1997,C1-1
8722,black,F,F7,6/4/1997,W,7014,7444,7444,C1-23,,10/29/1997,8/16/1997,9150,10757-64,9/25/1997,C1-19
8728,tan,F,F7,6/4/1997,W,6954,7463,7463,C1-24,,10/29/1997,8/15/1997,9033,10654-10662,9/27/1997,C1-8
8734,black,M,F7,6/4/1997,W,6954,7463,7463,C1-24,,10/24/1997,8/14/1997,8971,10472-10481,9/24/1997,C1-7
8740,white,F,F7,6/4/1997,W,7488,7502,7502,C2-1,,11/4/1997,8/21/1997,9351,10994-11004,10/7/1997,C2-2
8745,black,F,F7,6/4/1997,W,7488,7502,7502,C2-1,,11/4/1997,8/28/1997,9410,11039-11040,10/9/1997,C2-4
8747,black,M,F7,6/4/1997,W,7488,7502,7502,C2-1,,10/24/1997,8/21/1997,9352,10894-10903,10/1/1997,C2-1
8749,black,M,F7,6/5/1997,Th,6752,6741,6741,C1-1,,10/30/1997,8/19/1997,9291,10948-10958,10/3/1997,C1-25
8767,tan,M,F7,6/4/1997,W,6954,7463,7463,C1-24,,10/24/1997,8/18/1997,9207,10838-10848,10/1/1997,C1-23
8778,black,F,F7,6/5/1997,Th,6755,6745,6745,C1-2,,10/30/1997,8/19/1997,9312,10873-10882,10/1/1997,C1-33
8822,black,M,F7,6/5/1997,Th,6881,7024,7024,C1-4,,10/31/1997,8/27/1997,9372,11161-11167,10/19/1997,C1-35
8824,tan,M,F7,6/5/1997,Th,6881,7024,7024,C1-4,,11/4/1997,8/19/1997,9323,11312-17,10/23/1997,C1-26
8828,white,F,F7,6/5/1997,Th,6881,7024,7024,C1-4,,10/29/1997,8/15/1997,9102,10737-43,9/28/1997,C1-11
8841,tan,F,F7,6/5/1997,Th,6943,6981,6981,C1-5,,10/27/1997,8/14/1997,8968,10482-10490,9/24/1997,C1-4
8844,white,M,F7,6/5/1997,Th,6943,6981,6981,C1-5,,10/24/1997,8/14/1998,8688,10453-10462,9/23/1997,C1-3
8851,white,F,F7,6/5/1997,Th,6943,6981,6981,C1-5,,10/30/1997,8/19/1997,9298,10883-10893,10/1/1997,C1-34
8868,black,M,F7,6/5/1997,Th,7073,7028,7028,C1-10,,10/30/1997,8/19/1997,9299,10929-10939,10/2/1997,C1-27
8875,black,F,F7,6/5/1997,Th,7073,7028,7028,C1-10,,10/30/1997,8/18/1997,9208,10849-10857,10/1/1997,C1-22
8876,white,F,F7,6/5/1997,Th,7073,7028,7028,C1-10,,10/29/1997,8/15/1997,9105,10693-10703,9/27/1997,C1-14
8942,black,F,F7,6/5/1997,Th,7348,7222,7222,C1-14,,10/29/1997,8/15/1997,9130,10685-92,9/27/1997,C1-13
8949,white,M,F7,6/5/1997,Th,7348,7222,7222,C1-14,,10/27/1997,8/14/1997,8611,10491-10502,9/24/1997,C1-5
8951,tan,F,F7,6/5/1997,Th,7393,7210,7210,C1-21,,10/29/1997,8/16/1997,9155,10778-10785,9/29/1997,C1-18
8955,tan,F,F7,6/5/1997,Th,7393,7210,7210,C1-21,,10/27/1997,8/14/1997,8695,10503-10509,9/24/1997,C1-6
8956,white,M,F7,6/5/1997,Th,7393,7210,7210,C1-21,,10/30/1997,8/19/1997,9289,10967-79,10/4/1997,C1-30
8968,black,M,F7,6/6/1997,F,7006,6751,6751,C1-8,,10/27/1997,8/14/1997,8841,10482-10490,9/24/1997,C1-4
8971,black,F,F7,6/6/1997,F,7006,6751,6751,C1-8,,10/27/1997,8/14/1997,8734,10472-10481,9/24/1997,C1-7
8976,white,F,F7,6/6/1997,F,7006,6751,6751,C1-8,,10/29/1997,8/15/1997,9089,10638-10643,9/27/1997,C1-12
9027,white,M,F7,6/6/1997,F,7146,6876,6876,C1-11,,10/28/1997,8/15/1997,8701,10672-10680,9/27/1997,C 1-9
9032,white,F,F7,6/6/1997,F,7146,6876,6876,C1-11,,11/4/1997,8/15/1997,8693,11012-11019,10/9/1997,C1-10
9033,white,M,F7,6/6/1997,F,7146,6876,6876,C1-11,,10/24/1997,8/15/1997,8728,10654-10662,9/27/1997,C1-8
9083,black,F,F7,6/6/1997,F,6891,7396,7396,C1-17,,10/30/1997,8/19/1997,9313,10863-10872,10/1/1997,C1-32
9089,white,M,F7,6/6/1997,F,6891,7396,7396,C1-17,,10/28/1997,8/15/1997,8976,10638-43,9/27/1997,C1-12
9096,black,F,F7,6/6/1997,F,7319,7004,7004,C1-16,,10/29/1997,8/18/1997,9210,10765-75,9/28/1997,C1-24
9102,white,M,F7,6/6/1997,F,7319,7004,7004,C1-16,,10/28/1997,8/15/1997,8828,10737-43,9/28/1997,C1-11
9105,tan,M,F7,6/6/1997,F,6999,7404,7404,C1-19,,12/12/1997,8/15/1997,8876,10693-10703,9/27/1997,C1-14
9106,tan,F,F7,6/6/1997,F,6999,7404,7404,C1-19,,10/29/1997,8/15/1997,8717,10704-10711,9/27/1997,C1-15
9130,tan,M,F7,6/6/1997,F,6999,7404,7404,C1-19,,10/28/1997,8/15/1997,8942,10685-10692,9/27/1997,C1-13
9147,tan,F,F7,6/7/1997,Sa,6989,7371,7371,C1-18,,11/4/1997,8/16/1997,8665,11063-11075,10/12/1997,C1-17
9148,tan,M,F7,6/7/1997,Sa,6989,7371,7371,C1-18,,10/30/1997,8/19/1997,9300,10940-10947,10/2/1997,C1-29
9150,black,M,F7,6/7/1997,Sa,7514,7532,7532,C1-26,,10/29/1997,8/16/1997,8722,10757-10764,9/28/1997,C1-19
9155,white,M,F7,6/7/1997,Sa,7514,7532,7532,C1-26,,10/29/1997,8/16/1997,8951,10778-85,9/29/1997,C1-18
9207,black,F,F7,6/8/1997,Su,7383,7227,7227,C1-20,,10/30/1997,8/18/1997,8767,10838-10848,10/1/1997,C1-23
9208,black,M,F7,6/8/1997,Su,7383,7227,7227,C1-20,,10/24/1997,8/18/1997,8875,10849-10857,10/1/1997,C1-22
9210,white,M,F7,6/8/1997,Su,7074,7512,7512,C1-25,,10/24/1997,8/18/1997,9096,10765-75,9/28/1997,C1-24
9271,tan,M,F7,6/10/1997,Tu,7015,7572,7572,C1-28,,10/24/1997,8/19/1997,9664,10800-08,9/29/1997,C1-31
9285,black,M,F7,6/10/1997,Tu,7366,7628,7628,C1-31,,10/24/1997,9/4/1997,9637,11111-11120,10/17/1997,C1-38
