Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
38163,W,F,F22,1/19/2002,Sa,36392,36328,36328,C3,,,,39040,,,C3
38165,W,M,F22,1/19/2002,Sa,36392,36328,36328,C3,,,,38584,,,C20
38174,B,F,F22,1/19/2002,Sa,36476,36616,36616,C11,,,,38946,,,C66
38184,B,F,F22,1/19/2002,Sa,36496,36280,36280,C12,,,,38556,,,C34
38190,W,M,F22,1/19/2002,Sa,36567,36641,36641,C18,,,,38454,,,C8
38193,W,F,F22,1/19/2002,Sa,36567,36641,36641,C18,,,,38370,,,C5
38198,T,F,F22,1/19/2002,Sa,36658,36515,36515,C24,,,,38475,,,C17
38202,W,M,F22,1/19/2002,Sa,36658,36515,36515,C24,,,,38444,,,C9
38206,B,F,F22,1/19/2002,Sa,36339,36750,36750,C31,,,,38352,,,C2
38208,B,M,F22,1/19/2002,Sa,36339,36750,36750,C31,,,,38412,,,C10
38215,B,F,F22,1/19/2002,Sa,36973,36579,36579,C61,,,,38811,,,C57
38219,T,M,F22,1/19/2002,Sa,36973,36579,36579,C61,,,,38753,,,C21
38228,W,M,F22,1/19/2002,Sa,37002,36401,36401,C65,,,,38776,,,C22
38229,W,F,F22,1/19/2002,Sa,37002,36401,36401,C65,,,,38722,,,C45
38233,B,F,F22,1/19/2002,Sa,36363,37060,37060,C67,,,,38510,,,C19
38236,B,M,F22,1/19/2002,Sa,36363,37060,37060,C67,,,,38364,,,C4
38239,W,M,F22,1/19/2002,Sa,37089,36622,36622,C81,,,,38301,,,C1
38248,W,F,F22,1/19/2002,Sa,37089,36622,36622,C81,,,,38419,,,C15
38250,W,M,F22,1/19/2002,Sa,36272,37185,37185,C89,,,,38925,,,C63
38255,B,F,F22,1/19/2002,Sa,36272,37185,37185,C89,,,,38744,,,C46
38267,W,F,F22,1/20/2002,Su,36269,36659,36659,C5,,,,38605,,,C37
38277,T,M,F22,1/20/2002,Su,36467,36559,36559,C9,,,,38431,,,C11
38279,T,F,F22,1/20/2002,Su,36467,36559,36559,C9,,,,38765,,,C48
38284,W,M,F22,1/20/2002,Su,36563,36480,36480,C17,,,,38697,,,C23
38292,T,F,F22,1/20/2002,Su,36563,36480,36480,C17,,,,38505,,,C18
38296,B,M,F22,1/20/2002,Su,36785,36442,36442,C30,,,,38516,,,C12
38301,W,F,F22,1/20/2002,Su,36785,36442,36442,C30,,,,38239,,,C1
38316,B,F,F22,1/20/2002,Su,36419,36876,36876,C47,,,,38653,,,C40
38317,B,M,F22,1/20/2002,Su,36419,36876,36876,C47,,,,38615,,,C25
38329,T,M,F22,1/20/2002,Su,36509,36964,36964,C59,,,,38967,,,C67
38343,W,F,F22,1/20/2002,Su,37045,37119,37119,C78,,,,38772,,,C49
38346,W,M,F22,1/20/2002,Su,37045,37119,37119,C78,,,,38456,,,C13
38350,B,F,F22,1/20/2002,Su,37143,36321,36321,C87,,,,38426,,,C26
38352,B,M,F22,1/20/2002,Su,37143,36321,36321,C87,,,,38206,,,C2
38359,W,M,F22,1/21/2002,M,36522,36479,36479,C13,,,,38690,,,C26
38364,W,F,F22,1/21/2002,M,36522,36479,36479,C13,,,,38236,,,C4
38370,W,M,F22,1/21/2002,M,36628,36505,36505,C23,,,,38193,,,C5
38373,B,F,F22,1/21/2002,M,36628,36505,36505,C23,,,,38578,,,C36
38375,B,F,F22,1/21/2002,M,36884,36849,36849,C50,,,,39051,,,C76
38376,T,M,F22,1/21/2002,M,36884,36849,36849,C50,,,,38631,,,C27
38384,B,F,F22,1/21/2002,M,36595,37077,37077,C75,,,,38693,,,C43
38392,B,M,F22,1/21/2002,M,36595,37077,37077,C75,,,,38522,,,C14
38409,B,M,F22,1/22/2002,Tu,36459,36432,36432,C4,,,,38769,,,C28
38412,B,F,F22,1/22/2002,Tu,36459,36432,36432,C4,,,,38208,,,C10
38416,B,F,F22,1/22/2002,Tu,36352,36638,36638,C6,,,,38635,,,C39
38419,B,M,F22,1/22/2002,Tu,36352,36638,36638,C6,,,,38248,,,C15
38420,W,F,F22,1/22/2002,Tu,36617,36447,36447,C22,,,,38712,,,C44
38424,W,M,F22,1/22/2002,Tu,36617,36447,36447,C22,,,,38558,,,C29
38426,T,M,F22,1/22/2002,Tu,36511,36720,36720,C26,,,,38350,,,C16
38431,T,F,F22,1/22/2002,Tu,36511,36720,36720,C26,,,,38277,,,C11
38439,B,M,F22,1/22/2002,Tu,36333,36754,36754,C33,,,,38797,,,C50
38444,T,F,F22,1/22/2002,Tu,36598,36763,36763,C34,,,,38202,,,C9
38445,T,M,F22,1/22/2002,Tu,36598,36763,36763,C34,,,,38587,,,C30
38450,W,M,F22,1/22/2002,Tu,36733,36494,36494,C35,,,,39052,,,C73
38454,W,F,F22,1/22/2002,Tu,36733,36494,36494,C35,,,,38190,,,C8
38456,B,F,F22,1/22/2002,Tu,36409,36862,36862,C40,,,,38346,,,C13
38467,B,M,F22,1/22/2002,Tu,36409,36862,36862,C40,,,,39036,,,C74
