21290.1,B,F,F37,2/2/2008,,2034.1,1965.1,,BrF36-04
21292.1,W,F,F37,2/2/2008,,2034.1,1965.1,,BrF36-04
21293.1,B,M,F37,2/2/2008,,2034.1,1965.1,,BrF36-04
21294.1,T,F,F37,2/2/2008,,2046.1,19140.1,,BrF36-42
21296.1,T,M,F37,2/2/2008,,2046.1,19140.1,,BrF36-42
21297.1,B,F,F37,2/2/2008,,2036.1,1796.1,,BrF36-27
21298.1,T,F,F37,2/2/2008,,2036.1,1796.1,,BrF36-27
21299.1,W,M,F37,2/2/2008,,2036.1,1796.1,,BrF36-27
21300.1,T,M,F37,2/3/2008,,19152.1,1791.1,,BrF36-09
21301.1,W,M,F37,2/3/2008,,19152.1,1791.1,,BrF36-09
21302.1,W,F,F37,2/3/2008,,19152.1,1791.1,,BrF36-09
21303.1,B,M,F37,2/3/2008,,19150.1,1954.1,,BrF36-37
21305.1,B,F,F37,2/3/2008,,19150.1,1954.1,,BrF36-37
21306.1,W,M,F37,2/3/2008,,1985.1,1764.1,,BrF36-35
21307.1,W,M,F37,2/3/2008,,1985.1,1764.1,,BrF36-35
21308.1,W,F,F37,2/3/2008,,1985.1,1764.1,,BrF36-35
21309.1,W,F,F37,2/3/2008,,1828.1,1769.1,,BrF36-53
21310.1,W,F,F37,2/3/2008,,1828.1,1769.1,,BrF36-53
21311.1,W,M,F37,2/3/2008,,1828.1,1769.1,,BrF36-53
21312.1,B,F,F37,2/3/2008,,2037.1,1834.1,,BrF36-51
21313.1,B,M,F37,2/3/2008,,2037.1,1834.1,,BrF36-51
21552.1,,M,F37,2/12/2008,,19149.1,1811.1,,BrF36-10
21553.1,,M,F37,2/12/2008,,19149.1,1811.1,,BrF36-10
21554.1,,F,F37,2/12/2008,,19149.1,1811.1,,BrF36-10
21555.1,,M,F37,2/13/2008,,1912.1,1851.1,,BrF36-01
21556.1,,F,F37,2/13/2008,,1912.1,1851.1,,BrF36-01
21557.1,,F,F37,2/13/2008,,1912.1,1851.1,,BrF36-01
21558.1,,M,F37,2/13/2008,,16922.1,16613.1,,BrF36-17
21560.1,,F,F37,2/13/2008,,16922.1,16613.1,,BrF36-17
21574.1,W,M,F37,2/14/2008,,16962.1,1956.1,,BrF36-03
