Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
56955,W,F,F29,10/12/04,Tu,54597,53921,53921,C9,,,1/26/2005,57093,,,C18
56959,T,M,F29,10/12/04,Tu,54597,53921,53921,C9,,,,,,,
56963,B,M,F29,10/12/04,Tu,54597,53921,53921,C9,,,1/26/2005,57543,,,C2
56967,W,M,F29,10/12/04,Tu,54532,54026,54026,C35,,,1/26/2005,57532,,,C8
56968,W,M,F29,10/12/04,Tu,54532,54026,54026,C35,,,1/26/2005,57982,,,C9
56972,T,F,F29,10/12/04,Tu,54532,54026,54026,C35,,,1/26/2005,57486,,,C4
56975,W,M,F29,10/12/04,Tu,53977,54856,54856,C43,,,1/26/2005,57033,,,C10
56978,B,F,F29,10/12/04,Tu,53977,54856,54856,C43,,,1/26/2005,57647,,,C5
56986,B,F,F29,10/12/04,Tu,53977,54856,54856,C43,,,,,,,
56992,B,M,F29,10/12/04,Tu,54242,54395,54395,C61,,,1/26/2005,57057,,,C12
56994,B,M,F29,10/12/04,Tu,54242,54395,54395,C61,,,1/26/2005,57819,,,C13
56998,W,F,F29,10/12/04,Tu,54472,54610,54610,C76,,,1/26/2005,57652,,,C6
56999,W,M,F29,10/12/04,Tu,54472,54610,54610,C76,,,1/26/2005,57268,,,C16
57003,B,M,F29,10/12/04,Tu,54472,54610,54610,C76,,,1/26/2005,57742,,,C17
57009,T,M,F29,10/12/04,Tu,55179,54273,54273,C95,,,,,,,
57010,T,F,F29,10/12/04,Tu,55179,54273,54273,C95,,,1/26/2005,57732,,,C14
57026,W,F,F29,10/13/04,W,54451,53925,53925,C1,,,1/26/2005,57563,,,C30
57027,W,M,F29,10/13/04,W,54451,53925,53925,C1,,,1/26/2005,57146,,,C20
57033,W,F,F29,10/13/04,W,54046,54334,54334,C16,,,1/26/2005,56975,,,C10
57034,W,M,F29,10/13/04,W,54046,54334,54334,C16,,,1/26/2005,57168,,,C24
57038,W,M,F29,10/13/04,W,54006,54171,54171,C34,,,1/26/2005,57559,,,C27
57050,B,F,F29,10/13/04,W,54127,54156,54156,C45,,,1/26/2005,57138,,,C1
57057,W,F,F29,10/13/04,W,54135,53983,53983,C50,,,1/26/2005,56992,,,C12
57066,W,M,F29,10/13/04,W,54135,53983,53983,C50,,,1/26/2005,58155,,,C28
57069,W,M,F29,10/13/04,W,54136,54319,54319,C51,,,,,,,
57072,T,M,F29,10/13/04,W,54136,54319,54319,C51,,,1/26/2005,57312,,,C29
57075,T,F,F29,10/13/04,W,54136,54319,54319,C51,,,1/26/2005,57625,,,C23
57077,B,F,F29,10/13/04,W,54337,54255,54255,C74,,,1/26/2005,57238,,,C26
57081,T,M,F29,10/13/04,W,54423,54591,54591,C77,,,1/26/2005,57685,,,C32
57093,B,M,F29,10/13/04,W,55118,54973,54973,C92,,,1/26/2005,56955,,,C18
57097,B,F,F29,10/13/04,W,55118,54973,54973,C92,,,1/26/2005,57155,,,C22
57105,B,M,F29,10/13/04,W,54963,55258,55258,C94,,,,,,,
57107,B,F,F29,10/13/04,W,54963,55258,55258,C94,,,1/26/2005,57149,,,C21
57138,W,M,F29,10/14/04,Th,53899,54111,54111,C3,,,1/26/2005,57050,,,C1
57142,B,F,F29,10/14/04,Th,53899,54111,54111,C3,,,1/26/2005,57318,,,C65
57145,B,F,F29,10/14/04,Th,53899,54111,54111,C3,,,1/26/2005,57227,,,C45
57146,W,F,F29,10/14/04,Th,53911,54574,54574,C5,,,1/26/2005,57027,,,C20
57149,T,M,F29,10/14/04,Th,53911,54574,54574,C5,,,1/26/2005,57107,,,C1
57155,W,M,F29,10/14/04,Th,53916,54309,54309,C6,,,1/26/2005,57097,,,C22
57158,W,F,F29,10/14/04,Th,53916,54309,54309,C6,,,1/26/2005,57715,,,C60
57166,B,M,F29,10/14/04,Th,54444,53953,53953,C12,,,1/26/2005,57223,,,C37
57168,B,F,F29,10/14/04,Th,54444,53953,53953,C12,,,1/26/2005,57034,,,C24
57179,B,M,F29,10/14/04,Th,54978,53944,53944,C14,,,1/26/2005,57398,,,C38
57181,B,F,F29,10/14/04,Th,54978,53944,53944,C14,,,1/26/2005,57353,,,C70
57185,T,M,F29,10/14/04,Th,53949,54342,54342,C15,,,1/26/2005,57286,,,C39
57191,T,F,F29,10/14/04,Th,54345,54083,54083,C20,,,1/26/2005,57558,,,C62
57208,B,M,F29,10/14/04,Th,54069,54139,54139,C22,,,1/26/2005,57522,,,C41
57209,B,M,F29,10/14/04,Th,54069,54139,54139,C22,,,1/26/2005,57363,,,C42
57211,B,F,F29,10/14/04,Th,54070,54297,54297,C24,,,1/26/2005,57232,,,C46
57223,W,F,F29,10/14/04,Th,54352,54096,54096,C26,,,1/26/2005,57166,,,C37
57227,W,M,F29,10/14/04,Th,54352,54096,54096,C26,,,1/26/2005,57145,,,C45
57232,W,M,F29,10/14/04,Th,54085,54589,54589,C27,,,1/26/2005,57211,,,C46
57233,W,F,F29,10/14/04,Th,54085,54589,54589,C27,,,1/26/2005,57360,,,C71
57238,B,M,F29,10/14/04,Th,54027,54645,54645,C32,,,1/26/2005,57077,,,C26
57256,W,F,F29,10/14/04,Th,54673,54011,54011,C44,,,1/26/2005,57579,,,C64
57257,W,M,F29,10/14/04,Th,54673,54011,54011,C44,,,1/26/2005,57943,,,C52
57259,T,M,F29,10/14/04,Th,54975,54025,54025,C46,,,1-26-05,57282,,,C53
57265,B,F,F29,10/14/04,Th,54975,54025,54025,C46,,,1/26/2005,57821,,,C40
57268,B,F,F29,10/14/04,Th,54975,54025,54025,C46,,,1/26/2005,56999,,,C16
57269,B,M,F29,10/14/04,Th,54361,54149,54149,C48,,,1/26/2005,57989,,,C54
57272,B,F,F29,10/14/04,Th,54361,54149,54149,C48,,,1/26/2005,57999,,,C16
57282,W,F,F29,10/14/04,Th,54980,54049,54049,C49,,,1-26-05,57259,,,C53
57284,W,M,F29,10/14/04,Th,54980,54049,54049,C49,,,1/26/2005,57644,,,C55
57286,W,F,F29,10/14/04,Th,54980,54049,54049,C49,,,1/26/2005,57185,,,C39
57293,B,M,F29,10/14/04,Th,53973,54476,54476,C54,,,,,,,
57299,T,F,F29,10/14/04,Th,53973,54476,54476,C54,,,1/26/2005,57604,,,C74
57302,T,F,F29,10/14/04,Th,53973,54476,54476,C54,,,1/26/2005,57369,,,C72
57309,T,M,F29,10/14/04,Th,54157,54029,54029,C56,,,1/26/2005,57766,,,C59
