Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
2215,black,F,F4,7/18/1996,TH,680,789,789,C1-12,,12/4/1996,10/16/1996,2401,4636-4640,11/27/1996,C1-12
2287,black,M,F4,7/19/1996,F,545,888,888,C1-10,,12/12/1996,10/17/1996,2665,4970-4980,11/29/1996,C1-10
2291,white,F,F4,7/19/1996,F,545,888,888,C1-6,,12/4/1996,10/16/1996,2561,4580-4590,11/26/1996,C1-6
2380,white,F,F4,7/20/1996,SA,692,679,679,C1-22,,12/10/1996,10/17/1996,2700,4919-4930,11/28/1996,C1-22
2391,black,F,F4,7/20/1996,SA,889,1032,1032,C1-28,,12/18/1996,10/18/1996,2688,5051-5060,11/29/1996,C1-28
2393,tan,M,F4,7/20/1996,SA,889,1032,1032,C1-3,,12/5/1996,10/16/1996,2519,4819-4827,11/28/1996,C1-3
2396,black,F,F4,7/20/1996,SA,738,572,572,C1-16,,12/10/1996,10/17/1996,2653,5102-5113,11/30/1996,C1-16
2401,tan,M,F4,7/20/1996,SA,738,572,572,C1-16,,12/19/1996,10/16/1996,2215,4636-4640,11/27/1996,C1-16
2407,white,M,F4,7/20/1996,SA,1029,1162,1162,C1-4,,12/17/1996,10/16/1996,2569,4828-4834,11/28/1996,C1-4
2409,white,F,F4,7/20/1996,SA,1029,1162,1162,C1-7,,12/10/1996,10/16/1996,2566,4712-4716,11/27/1996,C1-7
2519,black,F,F4,7/21/1996,SU,662,759,759,C1-3,,12/4/1996,10/16/1996,2393,4819-4827,11/28/1996,C1-3
2527,black,M,F4,7/21/1996,SU,662,759,759,C1-29,,12/18/1996,10/17/1996,2761,5061-5071,11/29/1996,C1-29
2536,white,M,F4,7/21/1996,SU,697,569,569,C1-15,,12/12/1996,10/17/1996,2698,,,
2538,tan,F,F4,7/21/1996,SU,697,569,569,C1-5,,12/4/1996,10/16/1996,2549,4571-4579,11/26/1996,C1-5
2548,white,M,F4,7/21/1996,SU,731,948,948,C1-11,,12/20/1996,10/17/1996,2628,4981-4991,11/29/1996,C1-11
2549,white,M,F4,7/21/1996,SU,731,948,948,C1-5,,12/12/1996,,2538,4571-4579,11/16/1996,C1-5
2551,white,F,F4,7/21/1996,SU,955,699,699,C1-15,,12/20/1996,10/17/1996,2644,5012-5022,11/29/1996,C1-15
2561,black,M,F4,7/21/1996,SU,955,699,699,C1-5,,12/12/1996,10/16/1996,2291,4580-4590,11/26/1996,C1-5
2566,white,M,F4,7/21/1996,SU,1011,1094,1094,C1-7,,12/17/1996,10/16/1996,2409,4712-4716,11/27/1996,C1-7
2569,white,F,F4,7/21/1996,SU,1011,1094,1094,C1-4,,12/4/1996,10/16/1996,2407,4828-4834,11/28/1996,C1-4
2571,white,M,F4,7/21/1996,SU,1102,733,733,C1-12,,12/12/1996,10/17/1996,2639,4687-4695,11/27/1996,C1-12
2585,black,M,F4,7/22/1996,M,1060,684,684,C1-19,,12/12/1996,10/18/1996,2695,5040-5050,11/29/1996,C1-19
2593,white,M,F4,7/22/1996,M,1140,950,950,C1-9,,12/12/1996,10/17/1996,2597,5131-5139,12/1/1996,C1-9
2597,white,F,F4,7/22/1996,M,1140,950,950,C1-9,,12/10/1996,10/17/1996,2593,5131-5139,12/1/1996,C1-9
2611,white,M,F4,7/23/1996,TU,575,1139,1139,C1-13,,12/20/1996,10/17/1996,2625,4992-5001,11/29/1996,C1-13
2613,tan,F,F4,7/23/1996,TU,575,1139,1139,C1-17,,12/10/1996,10/17/1996,2663,4886-4898,11/28/1996,C1-17
2624,tan,M,F4,7/23/1996,TU,578,1090,1090,C1-25,,12/20/1996,10/18/1996,2718,4910-4918,11/28/1996,C1-25
2625,tan,F,F4,7/23/1996,TU,578,1090,1090,C1-13,,12/20/1996,10/17/1996,2611,4992-5001,11/29/1996,C1-13
2628,black,F,F4,7/23/1996,TU,792,1115,1115,C1-11,,12/20/1996,10/17/1996,2548,4981-4991,11/29/1996,C1-11
2631,black,M,F4,7/23/1996,TU,792,1115,1115,C1-14,,12/20/1996,10/17/1996,2648,5002-5011,11/29/1996,C1-14
2639,black,F,F4,7/23/1996,TU,854,1086,1086,C1-12,,12/10/1996,10/17/1996,2571,4687-4695,11/27/1996,C1-12
2644,tan,M,F4,7/23/1996,TU,854,1086,1086,C1-15,,12/12/1996,10/17/1996,2551,5012-5022,11/29/1996,C1-15
2648,tan,F,F4,7/23/1996,TU,1036,1070,1070,C1-14,,12/20/1996,10/17/1996,2631,5002-5011,11/29/1996,C1-14
2653,white,M,F4,7/23/1996,TU,1036,1070,1070,C1-16,,12/20/1996,10/17/1996,2396,5102-5113,11/30/1996,C1-16
2663,,M,F4,7/23/1996,TU,696,1124,1124,C1-17,,12/20/1996,10/17/1996,2613,4886-4898,11/28/1996,C1-17
2665,white,F,F4,7/23/1996,TU,696,1124,1124,C1-10,,12/20/1996,10/17/1996,2287,4970-4980,11/29/1996,C1-10
2676,white,F,F4,7/23/1996,TU,1079,1057,1057,C1-26,,1/3/1997,10/17/1996,2720,5599-5606,12/24/1996,C1-26
2678,white,M,F4,7/23/1996,TU,1079,1057,1057,C1-20,,12/20/1996,10/17/1996,2679,4899-4909,11/28/1996,C1-20
2679,tan,F,F4,7/24/1996,W,691,1085,1085,C1-20,,12/10/1996,10/17/1996,2678,4899-4909,11/28/1996,C1-20
2688,black,M,F4,7/24/1996,W,1059,853,853,C1-28,,12/18/1996,10/18/1996,2391,5051-5060,11/29/1996,C1-28
2695,black,F,F4,7/24/1996,W,1059,853,853,C1-19,,12/18/1996,10/18/1996,2585,5040-5050,11/29/1996,C1-19
2698,black,F,F4,7/24/1996,W,1071,1065,1065,C1-18,,12/10/1996,10/17/1996,2536,4717-4728,11/27/1996,C1-18
2700,black,M,F4,7/24/1996,W,1071,1065,1065,C1-22,,12/12/1996,10/17/1996,2380,4919-4930,11/28/1996,C1-22
2706,black,F,F4,7/24/1996,W,1118,1030,1030,C1-30,,12/10/1996,10/17/1996,2759,4931-4941,11/28/1996,C1-30
2711,black,M,F4,7/24/1996,W,1118,1030,1030,C1-23,,12/12/1996,10/18/1996,2745,5084-5092,11/29/1996,C1-23
2718,tan,F,F4,7/25/1996,TH,951,694,694,C1-25,,12/10/1996,10/18/1996,2624,4910-4918,11/28/1996,C1-25
2720,white,M,F4,7/25/1996,TH,951,694,694,C1-26,,12/26/1996,10/17/1996,2676,5599-5606,12/24/1996,C1-26
2745,tan,F,F4,7/27/1996,SA,1091,1138,1138,C1-23,,10/18/1996,10/18/1996,2711,5084-5092,11/29/1996,C1-23
2759,black,M,F4,7/28/1996,SU,1134,705,705,C1-30,,12/18/1996,10/17/1996,2706,4931-4941,11/28/1996,C1-30
2761,black,F,F4,7/28/1996,SU,1134,705,705,C1-29,,12/18/1996,10/17/1996,2527,5061-5072,11/29/1996,C1-29
2780,black,M,F4,8/3/1996,SA,1163,730,730,C1-38,,12/27/1996,11/13/1996,3475,5617-5624,12/24/1996,C1-38
2782,white,F,F4,8/3/1996,SA,1163,730,730,C1-36,,12/24/1996,11/8/1996,3384,5588-5598,12/23/1996,C1-36
2785,black,M,F4,8/3/1996,SA,1163,730,730,C1-47,,1/23/1997,12/3/1996,4100,6300-6312,1/14/1997,C1-47
2958,white,M,F4,8/21/1996,W,1319,1219,1219,C1-37,,12/26/1996,11/1/1996,3254,5296-5307,12/12/1996,
2960,white,F,F4,8/21/1996,W,1319,1219,1219,C1-32,,12/23/1996,11/6/1996,3274,5525-5535,12/21/1996,C1-32
2972,black,M,F4,8/21/1996,W,1254,1235,1235,C2-1,,12/24/1996,10/30/1996,2986,5192-5302,12/11/1996,C2-1
2976,white,F,F4,8/21/1996,W,1254,1235,1235,C2-4,,12/20/1996,11/6/1996,3320,5492-5505,12/20/1996,C2-4
2985,white,M,F4,8/21/1996,W,1413,1315,1315,C2-2,,12/17/1996,11/1/1996,3064,5339-5352,12/14/1996,C2-2
2986,white,F,F4,8/21/1996,W,1413,1315,1315,C2-1,,12/17/1996,10/30/1996,2972,5192-5203,12/11/1996,C2-1
3055,black,F,F4,8/22/1996,TH,1328,1223,1223,C1-33,,1/3/1997,11/6/1996,3337,5607-5616,12/24/1996,C1-33
3059,black,M,F4,8/22/1996,TH,1328,1223,1223,C1-44,,1/8/1997,11/18/1996,3835,5865-5875,12/29/1996,C1-44
3064,white,F,F4,8/22/1996,TH,1342,1264,1264,C2-2,,12/18/1996,11/1/1996,2985,5339-5352,12/14/1996,C2-2
3069,tan,M,F4,8/22/1996,TH,1342,1264,1264,C2-3,,12/26/1996,11/1/1996,3074,5431-5436,12/16/1996,C2-3
3074,tan,F,F4,8/22/1996,TH,1333,1190,1190,C2-5,,12/19/1996,11/1/1996,3069,5431-5436,12/16/1996,C2-3
3080,black,M,F4,8/22/1996,TH,1333,1190,1190,C2-5,,12/30/1996,11/15/1996,3617,5830-5840,12/28/1996,
3207,black,F,F4,8/23/1996,F,1209,1380,1380,C2-24,,1/8/1997,11/21/1996,3948,6020-6031,1/14/1997,C2-24
3209,black,M,F4,8/23/1996,F,1209,1380,1380,C2-10,,12/30/1996,11/15/1996,3645,5821-5829,12/28/1996,C2-10
3217,black,M,F4,8/23/1996,F,1379,1401,1401,C2-5,,12/27/1996,11/13/1996,3529,5702-5711,12/26/1996,C2-5
3225,black,F,F4,8/23/1996,F,1417,1337,1337,C2-15,,1/3/1997,11/15/1996,3744,5753-5763,12/26/1996,C2-15
3235,black,M,F4,8/23/1996,F,1417,1337,1337,C2-23,,1/8/1997,11/21/1996,3941,5956-5967,1/3/1997,C2-23
3254,tan,F,F4,8/23/1996,F,1462,1320,1320,C1-31,,1/3/1997,11/1/1996,2958,5296-5307,12/12/1996,C1-31
3257,black,M,F4,8/23/1996,F,1462,1320,1320,C1-41,,12/30/1996,11/15/1996,3667,5743-5746,12/26/1996,C1-41
3269,black,F,F4,8/24/1996,Sa,1252,1390,1390,C2-6,,1/2/1997,11/13/1996,3511,5636-5647,12/24/1996,C2-6
3270,black,M,F4,8/24/1996,Sa,1252,1390,1390,C2-11,,1/2/1997,11/15/1996,3605,5876-5885,12/29/1996,C2-11
3274,black,M,F4,8/24/1996,Sa,1214,1282,1282,C1-32,,12/26/1996,11/6/1996,2960,5525-5535,12/21/1996,C1-32
3281,black,F,F4,8/25/1996,Su,1214,1282,1282,C1-45,,1/3/1997,11/18/1996,3838,5939-5948,12/31/1996,C1-45
3293,white,F,F4,8/25/1996,Su,1314,1377,1377,C2-21,,1/15/1997,11/18/1996,3869,6158-6170,1/13/1997,C2-21
3304,white,M,F4,8/25/1996,Su,1314,1377,1377,C2-25,,1/10/1997,11/25/1996,4043,6040-6051,1/6/1997,C2-25
3320,white,M,F4,8/27/1996,Tu,1435,1367,1367,C2-4,,12/26/1996,11/6/1996,2976,5492-5505,12/20/1996,C2-4
3329,white,F,F4,8/27/1996,Tu,1283,1486,1486,C1-39,,1/3/1997,11/13/1996,3483,5625-5635,12/24/1996,C1-39
3333,white,M,F4,8/27/1996,Tu,1283,1486,1486,C1-34,,12/24/1996,11/8/1996,3378,5506-5514,12/20/1996,C1-34
3337,black,M,F4,8/28/1996,W,1501,1293,1293,C1-33,,12/26/1996,11/6/1996,3055,5607-5616,12/24/1996,C1-33
3345,black,F,F4,8/28/1996,W,1501,1293,1293,C1-35,,12/23/1996,11/8/1996,3379,5567-5575,12/22/1996,C1-35
3378,tan,F,F4,8/29/1996,Th,1479,1463,1463,C1-34,,12/20/1996,11/8/1996,3333,5506-5514,12/20/1996,C1-34
3379,black,M,F4,8/29/1996,Th,1479,1463,1463,C1-35,,12/26/1996,11/8/1996,3345,5567-5575,12/22/1996,C1-35
3384,tan,M,F4,8/30/1996,F,1485,1273,1273,C1-36,,12/26/1996,11/8/1996,2782,5588-5598,12/23/1996,C1-36
3387,tan,F,F4,8/30/1996,F,1485,1273,1273,C1-37,,12/23/1996,11/8/1996,3394,5576-5587,12/21/1996,C1-37
3394,tan,M,F4,8/30/1996,F,1467,1481,1481,C1-37,,12/24/1996,11/8/1996,3387,5576-5587,12/21/1996,C1-37
3400,black,F,F4,8/30/1996,F,1231,1510,1510,C2-30,,1/10/1997,11/25/1996,4025,6088-6096,1/7/1997,C2-30
3403,black,M,F4,8/30/1996,F,1231,1510,1510,C2-12,,1/2/1997,11/15/1996,3762,5782-5784,12/28/1996,C2-12
3409,white,M,F4,9/1/1996,Su,1387,1261,1261,C2-26,,1/10/1997,11/25/1996,4058,6119-6129,1/8/1997,C2-26
