Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
66,white,F,F2,12/11/1995,M,???,3,,,,6/12/1996,3/4/1996,108*,******,,
67,black,F,F2,12/11/1995,M,???,3,,,,6/12/1996,4/30/1996,109*/136,"1368-71,1381-83",6/11/1996,
68,,M,F2,12/11/1995,M,???,3,,,5/17/1996,,3/4/1996,201,785-792,4/19/1996,
73,black,M,F2,12/11/1995,M,???,3,,,,5/23/1996,3/4/1996,101,"699,700,2,5,6",4/18/1996,5
84,white,M,F2,12/13/1995,W,16,12,,,,5/23/1996,3/4/1996,198,"661-3,69,70,72,74",4/17/1996,
87,black,M,F2,12/13/1995,W,16,12,,,,5/23/1996,3/4/1996,132,"572-4,578-9",4/16/1996,
97,black,F,F2,12/14/1995,TH,4,17,,,,6/14/1996,4/30/1996,69*/222,"1482-84, 1497-1501",6/14/1999,
100,black,M,F2,12/14/1995,TH,4,17,,,,5/28/1996,3/4/1996,116,540-549,4/15/1996,
101,black,F,F2,12/14/1995,TH,4,17,,,,5/24/1996,3/4/1996,73,"699,700,2,5,6",4/18/1996,
104,white,F,F2,12/15/1995,F,33,11,,,,6/13/1996,3/4/1996,94*,******,,
108,black,M,F2,12/15/1995,F,33,11,,,,6/13/1996,4/30/1996,66*/203,1477-1478,6/12/1996,
113,black,F,F2,12/15/1995,F,33,11,,,,5/28/1996,3/4/1996,154,"681,82,84,88-91",4/17/1996,
115,white,M,F2,12/15/1995,F,19,8,,,,6/18/1996,3/4/1996,162*,******,,
116,white,F,F2,12/15/1995,F,19,8,,,,5/17/1996,3/4/1996,100,540-549,4/15/1996,
118,white,M,F2,12/15/1995,F,19,8,,,,6/18/1996,4/30/1996,130*/213,"1479-81, 1494-96",6/14/1996,
120,tan,M,F2,12/15/1995,F,19,8,,,,6/13/1996,3/4/1996,129,"619,20,2,4,6,30-2,4-6,8,9",4/17/1996,7
121,tan,F,F2,12/15/1995,F,19,8,,,,5/29/1996,3/4/1996,204,"726,29,32-4,38",4/18/1996,
123,tan,M,F2,12/15/1995,F,19,8,,,,5/17/1996,3/4/1996,191,853-859,4/29/1996,
124,black,F,F2,12/15/1995,F,19,8,,,,5/29/1996,3/4/1996,196,"727,30,31,35-7",4/18/1996,
125,tan,M,F2,12/15/1995,F,19,8,,,,5/23/1996,3/4/1996,128,692-695,4/17/1996,
127,white,M,F2,12/15/1995,F,22,9,,,,5/28/1996,3/4/1996,141,"679,80,83,85-7",4/17/1996,
128,white,F,F2,12/15/1995,F,22,9,,,,5/24/1996,3/4/1996,125,692-695,4/17/1996,
130,white,F,F2,12/15/1995,F,22,9,,,,6/14/1996,3/4/1996,118*,******,,
131,tan,M,F2,12/15/1995,F,22,9,,,,6/12/1996,4/30/1996,309,1231-1241,6/10/1996,
132,black,F,F2,12/15/1995,F,22,9,,,,5/28/1996,3/4/1996,87,"572-4,578-9",4/16/1996,
135,black,F,F2,12/15/1995,F,22,9,,,,6/4/1996,3/4&3/21,190*/?,"1133,93,40",5/5/1996,
136,black,M,F2,12/15/1995,F,22,9,,,,6/13/1996,3/4/1996,258,"869,70,74,76,78,80,1,3",5/1/1996,15
141,black,F,F2,12/15/1995,F,25,35,,,,5/28/1996,3/4/1996,127,"679,80,83,85-7",4/17/1996,
143,black,M,F2,12/15/1995,F,25,35,,,,6/13/1996,3/4/1996,63,"597,8,602,605-11,618",4/17/1996,6
