Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
6740,white,M,F6,2/23/1997,Su,4887,4831,4831,C1-5,,6/26/1997,5/14/1997,6957,8611-8616,6/24/1997,C1-3
6741,white,F,F6,2/23/1997,Su,4887,4831,4831,C1-5,,6/27/1997,5/14/1997,6752,8749-8754,6/26/1997,C1-1
6745,white,F,F6,2/23/1997,Su,4887,4831,4831,C1-5,,6/27/1997,5/14/1997,6755,8771-8778,6/26/1997,C1-2
6751,black,F,F6,2/23/1997,Su,4909,4826,4826,C1-6,,7/2/1997,5/14/1997,7006,8968-8978**,6/26/1997,C1-8
6752,tan,M,F6,2/23/1997,Su,4909,4826,4826,C1-6,,6/26/1997,5/14/1997,6741,8749-8754,6/26/1997,C1-1
6755,black,M,F6,2/23/1997,Su,4909,4826,4826,C1-6,,6/26/1997,5/14/1997,6745,8771-8778,6/26/1997,C1-2
6876,white,F,F6,2/25/1997,Tu,4589,4900,4900,C1-3,,6/30/1997,5/15/1997,7146,9026-9035,6/27/1997,C1-11
6881,tan,M,F6,2/25/1997,Tu,4589,4900,4900,C1-3,,6/26/1997,5/14/1997,7024,8821-8829,6/26/1997,C1-4
6891,black,M,F6,2/25/1997,Tu,4970,4917,4917,C1-13,,6/30/1997,5/15/1997,7396,9083-9093,6/27/1997,C1-17
6892,black,F,F6,2/25/1997,Tu,4970,4917,4917,C1-13,,6/26/1997,5/15/1997,7216,8684-8693,6/25/1997,C1-12
6943,white,M,F6,2/26/1997,W,4573,4715,4715,C1-1,,6/27/1997,5/14/1997,6981,8840-8852,6/26/1997,C1-5
6945,white,M,F6,2/26/1997,W,4573,4715,4715,C1-1,,6/26/1997,5/14/1997,7082,8863-8869,6/25/1997,C1-6
6954,tan,M,F6,2/26/1997,W,4688,4585,4585,C1-2,,6/30/1997,5/15/1997,7463,8727-8736,6/25/1997,C1-24
6957,tan,F,F6,2/26/1997,W,4688,4585,4585,C1-2,,6/24/1997,5/14/1997,6740,8611-8616,6/24/1997,C1-3
6959,black,F,F6,2/26/1997,W,4688,4585,4585,C1-2,,6/26/1997,5/15/1997,7408,8694-8702,6/25/1997,C1-22
6981,tan,F,F6,2/26/1997,W,4823,4691,4691,C1-4,,6/27/1997,5/14/1997,6943,8840-8852,6/26/1997,C1-5
6989,black,M,F6,2/26/1997,W,5058,4833,4833,C1-17,,7/2/1997,5/15/1997,7371,9140-9148,6/28/1997,C1-18
6990,black,F,F6,2/26/1997,W,5058,4833,4833,C1-17,,7/14/1997,5/14/1997,7027,9515-9525,7/14/1997,C1-9
6999,,M,F6,2/26/1997,W,5066,5060,5060,C1-18,,6/30/1997,5/15/1997,7404,9103-9110,6/27/1997,C1-19
7004,black,F,F6,2/26/1997,W,5066,5060,5060,C1-18,,6/30/1997,5/15/1997,7319,9094-9102,6/27/1997,C1-16
7006,black,M,F6,2/26/1997,W,5084,4921,4921,C1-19,,6/27/1997,5/14/1997,6751,8968-8978**,6/26/1997,C1-8
7014,black,M,F6,2/26/1997,W,5113,4590,4590,C1-21,,6/30/1997,5/15/1997,7444,8717-8726,6/25/1997,C1-23
7015,white,M,F6,2/26/1997,W,5113,4590,4590,C1-21,,8/12/1997,5/19/1997,7572,9270-9280,6/29/1997,C1-28
7024,white,F,F6,2/26/1997,W,5006,5135,5135,C1-22,,6/27/1997,5/14/1997,6881,8821-8829,6/26/1997,C1-4
7027,black,M,F6,2/26/1997,W,5006,5135,5135,C1-22,,7/14/1997,5/14/1997,6990,9515-9525,7/14/1997,C1-9
7028,black,F,F6,2/26/1997,W,5006,5135,5135,C1-22,,6/27/1997,5/14/1997,7073,8862-8877,6/26/1997,C1-10
7073,black,M,F6,2/26/1997,W,5056,5305,5305,C1-23,,6/27/1997,5/14/1997,7028,8862-8877,6/26/1997,C1-10
7074,black,M,F6,2/26/1997,W,5056,5305,5305,C1-23,,7/1/1997,,7512,9210-9214,6/29/1997,C1-25
7082,black,F,F6,2/26/1997,W,5056,5305,5305,C1-23,,6/26/1997,5/14/1997,6945,8663-8669,6/25/1997,C1-6
7117,tan,M,F6,2/26/1997,W,5196,5434,5434,C2-1,,7/7/1997,5/19/1997,7631,9348-8354,7/3/1997,C2-3
7136,white,F,F6,2/27/1997,Th,5507,4639,4639,C1-25,,8/12/1997,6/4/1997,7933,10277-10288**,8/12/1997,C1-35
