Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
12600,tan,M,F9,12/8/1997,M,10778,10473,10473,C9,,,2/19/1998,12704,,,C7
12602,black,F,F9,12/8/1997,M,10778,10473,10473,C9,,,2/19/1998,12659,,,C2
12609,black,F,F9,12/9/1997,Tu,10656,10458,10458,C1,,,2/19/1998,12719,,,C4
12617,white,M,F9,12/9/1997,Tu,10656,10458,10458,C1,,,2/23/1998,12778,,,C8
12618,black,F,F9,12/9/1997,Tu,10679,10770,10770,C6,,,2/19/1998,12706,,,C3
12625,white,M,F9,12/9/1997,Tu,10679,10770,10770,C6,,,2/19/1998,12680,,,C1
12626,white,F,F9,12/9/1997,Tu,10893,10641,10641,C18,,,,12698,,,C6
12659,white,M,F9,12/10/1997,W,10704,10459,10459,C2,,,2/19/1998,12602,,,C2
12660,white,F,F9,12/10/1997,W,10704,10459,10459,C2,,,2/27/1998,12882,,,C13
12674,white,F,F9,12/10/1997,W,10707,10483,10483,C3,,,3/3/1998,12944,,,C16
12677,tan,F,F9,12/10/1997,W,10474,10785,10785,C8,,,2/23/1998,12796,,,C10
12680,tan,F,F9,12/10/1997,W,10874,10740,10740,C17,,,,12625,,,C1
12698,white,M,F9,12/11/1997,Th,10766,10655,10655,C7,,,,12626,,,C6
12703,black,F,F9,12/11/1997,Th,10766,10655,10655,C7,,,3/3/1998,12955,,,C19
12704,black,F,F9,12/11/1997,Th,10505,10854,10854,C12,,,2/19/1998,12600,,,C7
12706,black,M,F9,12/11/1997,Th,10505,10854,10854,C12,,,2/19/1998,12618,,,C3
12719,black,M,F9,12/11/1997,Th,10852,10498,10498,C16,,,2/19/1998,12609,,,C4
12726,black,F,F9,12/11/1997,Th,10941,10864,10864,C24,,,4/16/1998,12984,,,C23
12759,black,M,F9,12/14/1997,Su,10488,10759,10759,C5,,,2/23/1998,12821,,,C12
12767,black,F,F9,12/14/1997,Su,10840,10701,10701,C15,,,3/16/1998,13184,,,C33
