Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
46272,W,M,F25,3/18/2003,Tu,44135,44168,44168,C1,,,,,,,
46275,B,F,F25,3/18/2003,Tu,44135,44168,44168,C1,,,7/6/2003,46306,,,C1
46286,B,M,F25,3/18/2003,Tu,44195,44155,44155,C2,,,7/6/2003,46725,,,C12
46287,B,F,F25,3/18/2003,Tu,44195,44155,44155,C2,,,7/6/2003,46746,,,C38
46289,B,F,F25,3/18/2003,Tu,44195,44155,44155,C2,,,7/6/2003,46587,,,C22
46294,B,F,F25,3/18/2003,Tu,44413,44354,44354,C23,,,7/6/2003,46677,,,C31
46299,T,F,F25,3/18/2003,Tu,44493,44358,44358,C32,,,7/6/2003,46399,,,C4
46300,T,M,F25,3/18/2003,Tu,44493,44358,44358,C32,,,7/6/2003,46900,,,C50
46306,W,M,F25,3/18/2003,Tu,44526,44125,44125,C37,,,7/6/2003,46275,,,C1
46307,W,F,F25,3/18/2003,Tu,44526,44125,44125,C37,,,7/6/2003,46529,,,C16
46311,B,F,F25,3/18/2003,Tu,44526,44125,44125,C37,,,7/6/2003,46569,,,C20
46317,W,F,F25,3/18/2003,Tu,44353,44607,44607,C42,,,7/6/2003,46897,,,C62
46331,B,F,F25,3/19/2003,W,44300,44455,44455,C8,,,7/6/2003,46450,,,C8
46334,T,M,F25,3/19/2003,W,44300,44455,44455,C8,,,7/6/2003,46697,,,C14
46337,T,M,F25,3/19/2003,W,44300,44455,44455,C8,,,7/6/2003,46507,,,C46
46346,T,F,F25,3/19/2003,W,44147,44470,44470,C9,,,7/6/2003,46486,,,C41
46352,B,M,F25,3/19/2003,W,44147,44470,44470,C9,,,7/6/2003,46894,,,C47
46359,W,M,F25,3/19/2003,W,44316,44294,44294,C10,,,7/6/2003,46950,,,C64
46361,W,M,F25,3/19/2003,W,44316,44294,44294,C10,,,7/6/2003,46606,,,C15
46364,W,F,F25,3/19/2003,W,44316,44294,44294,C10,,,7/6/2003,46877,,,C59
46370,W,F,F25,3/19/2003,W,44232,44445,44445,C14,,,7/6/2003,46488,,,C9
46376,B,F,F25,3/19/2003,W,44397,44289,44289,C20,,,7/6/2003,46509,,,C45
46378,W,M,F25,3/19/2003,W,44397,44289,44289,C20,,,,,,,
46383,B,F,F25,3/19/2003,W,44435,44381,44381,C25,,,7/6/2003,47077,,,C76
46386,B,M,F25,3/19/2003,W,44435,44381,44381,C25,,,7/6/2003,46960,,,C65
46390,B,M,F25,3/19/2003,W,44444,44410,44410,C26,,,7/6/2003,46824,,,C49
46391,B,F,F25,3/19/2003,W,44444,44410,44410,C26,,,7/6/2003,47169,,,C10
46399,B,M,F25,3/19/2003,W,44480,44424,44424,C31,,,7/6/2003,46299,,,C4
46402,T,F,F25,3/19/2003,W,44480,44424,44424,C31,,,7/6/2003,46609,,,C24
46408,W,M,F25,3/19/2003,W,44525,44256,44256,C36,,,7/6/2003,46489,,,C5
46414,B,F,F25,3/19/2003,W,44465,44529,44529,C45,,,7/6/2003,47309,,,C73
46415,W,M,F25,3/19/2003,W,44465,44529,44529,C45,,,7/6/2003,46596,,,C23
46425,T,F,F25,3/19/2003,W,44475,44510,44510,C48,,,7/6/2003,46539,,,C17
46428,W,M,F25,3/19/2003,W,44475,44510,44510,C48,,,7/6/2003,46466,,,C7
46433,B,M,F25,3/19/2003,W,44650,44548,44548,C55,,,7/6/2003,47160,,,C82
46439,B,M,F25,3/19/2003,W,44650,44548,44548,C55,,,7/6/2003,46550,,,C28
46446,W,F,F25,3/19/2003,W,44151,44678,44678,C59,,,7/6/2003,46802,,,C43
46450,W,M,F25,3/19/2003,W,44151,44678,44678,C59,,,7/6/2003,46331,,,C8
46466,T,F,F25,3/19/2003,W,44968,44273,44273,C73,,,7/6/2003,46428,,,C7
46468,T,M,F25,3/19/2003,W,44968,44273,44273,C73,,,7/6/2003,46750,,,C37
46474,B,F,F25,3/19/2003,W,45010,44830,44830,C75,,,7/6/2003,46633,,,C25
46479,B,M,F25,3/19/2003,W,45010,44830,44830,C75,,,7/6/2003,47157,,,C83
46486,W,M,F25,3/19/2003,W,45275,45101,45101,C85,,,7/6/2003,46346,,,C41
46488,B,M,F25,3/19/2003,W,45275,45101,45101,C85,,,7/6/2003,46370,,,C9
46489,B,F,F25,3/19/2003,W,45275,45101,45101,C85,,,7/6/2003,46408,,,C5
46506,W,M,F25,3/20/2003,Th,44222,44163,44163,C4,,,7/6/2003,46553,,,C44
46507,W,F,F25,3/20/2003,Th,44222,44163,44163,C4,,,7/6/2003,46337,,,C46
46509,W,M,F25,3/20/2003,Th,44222,44163,44163,C4,,,7/6/2003,46376,,,C45
46517,T,F,F25,3/20/2003,Th,44239,44276,44276,C6,,,7/6/2003,46576,,,C21
46528,B,F,F25,3/20/2003,Th,44136,44299,44299,C12,,,7/6/2003,46737,,,C35
46529,B,M,F25,3/20/2003,Th,44136,44299,44299,C12,,,7/6/2003,46307,,,C16
46532,W,F,F25,3/20/2003,Th,44136,44299,44299,C12,,,,,,,
46539,T,M,F25,3/20/2003,Th,44263,44463,44463,C16,,,7/6/2003,46425,,,C17
46542,T,F,F25,3/20/2003,Th,44263,44463,44463,C16,,,7/6/2003,46939,,,C68
46550,W,F,F25,3/20/2003,Th,44399,44186,44186,C21,,,7/6/2003,46439,,,C28
46553,B,F,F25,3/20/2003,Th,44399,44186,44186,C21,,,7/6/2003,46506,,,C44
46555,B,M,F25,3/20/2003,Th,44399,44186,44186,C21,,,7/6/2003,47088,,,C79
46562,T,F,F25,3/20/2003,Th,44471,44329,44329,C29,,,7/6/2003,46664,,,C29
46565,B,M,F25,3/20/2003,Th,44471,44329,44329,C29,,,7/6/2003,46577,,,C19
46568,W,F,F25,3/20/2003,Th,44185,44463,44463,C30,,,7/6/2003,46738,,,C36
46569,W,M,F25,3/20/2003,Th,44185,44463,44463,C30,,,7/6/2003,46311,,,C20
46576,T,M,F25,3/20/2003,Th,44214,44598,44598,C38,,,7/6/2003,46517,,,C21
46577,T,F,F25,3/20/2003,Th,44214,44598,44598,C38,,,7/6/2003,46565,,,C19
46580,B,M,F25,3/20/2003,Th,44214,44598,44598,C38,,,7/6/2003,47217,,,C87
46585,B,M,F25,3/20/2003,Th,44541,44362,44362,C39,,,7/6/2003,46845,,,C54
46587,B,M,F25,3/20/2003,Th,44541,44362,44362,C39,,,7/6/2003,46289,,,C22
46596,W,F,F25,3/20/2003,Th,44545,44312,44312,C40,,,7/6/2003,46415,,,C23
46601,W,M,F25,3/20/2003,Th,44545,44312,44312,C40,,,7/6/2003,46806,,,C55
46606,W,F,F25,3/20/2003,Th,44573,44466,44466,C46,,,7/6/2003,46361,,,C15
46609,W,M,F25,3/20/2003,Th,44573,44466,44466,C46,,,7/6/2003,46402,,,C24
46613,B,M,F25,3/20/2003,Th,44578,44319,44319,C47,,,7/6/2003,46829,,,C57
46615,B,M,F25,3/20/2003,Th,44578,44319,44319,C47,,,7/6/2003,46798,,,C58
46620,B,F,F25,3/20/2003,Th,44578,44319,44319,C47,,,7/6/2003,47164,,,C85
46624,T,F,F25,3/20/2003,Th,44604,44539,44539,C50,,,7/6/2003,46708,,,C34
46627,T,F,F25,3/20/2003,Th,44604,44539,44539,C50,,,7/6/2003,46292,,,C11
46633,W,M,F25,3/20/2003,Th,44604,44539,44539,C50,,,7/6/2003,46474,,,C25
46637,B,M,F25,3/20/2003,Th,44306,44648,44648,C52,,,7/6/2003,46772,,,C26
46642,B,F,F25,3/20/2003,Th,44306,44648,44648,C52,,,7/6/2003,46758,,,C63
46651,B,M,F25,3/20/2003,Th,44286,44626,44626,C54,,,7/6/2003,46690,,,C27
46657,W,F,F25,3/20/2003,Th,44286,44626,44626,C54,,,7/6/2003,46379,,,C18
46664,W,M,F25,3/20/2003,Th,44177,44632,44632,C56,,,7/6/2003,46562,,,C29
46672,T,F,F25,3/20/2003,Th,44177,44632,44632,C56,,,7/6/2003,46843,,,C53
46677,T,M,F25,3/20/2003,Th,44639,44673,44673,C58,,,7/6/2003,46294,,,C31
46678,T,M,F25,3/20/2003,Th,44639,44673,44673,C58,,,7/6/2003,47019,,,C72
46681,B,F,F25,3/20/2003,Th,44639,44673,44673,C58,,,7/6/2003,46762,,,C39
46685,W,M,F25,3/20/2003,Th,44675,44549,44549,C60,,,7/6/2003,46768,,,C32
