Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
61618,B,F,F31,5/29/2005,Su,60298,59919,59919,C1,,,9/13/05,62122,,,C6
61630,W,M,F31,5/29/2005,Su,60329,59929,59929,C3,,,,,,,
61635,B,F,F31,5/29/2005,Su,60237,60439,60439,C33,,,9/13/05,61736,,,C17
61646,W,F,F31,5/29/2005,Su,60533,59998,59998,C10,,,9/13/05,61975,,,C15
61647,W,M,F31,5/29/2005,Su,60533,59998,59998,C10,,,9/13/05,61805,,,C3
61663,B,F,F31,5/29/2005,Su,60952,60451,60451,C46,,,9/13/05,62212,,,C14
61674,B,M,F31,5/29/2005,Su,59936,60483,60483,C50,,,9/13/05,61900,,,C11
61675,B,F,F31,5/29/2005,Su,59936,60483,60483,C50,,,9/13/05,62039,,,C18
61680,W,M,F31,5/29/2005,Su,60478,60228,60228,C57,,,9/13/05,62144,,,C12
61682,W,F,F31,5/29/2005,Su,60478,60228,60228,C57,,,9/13/05,61843,,,C5
61686,W,M,F31,5/29/2005,Su,60159,60328,60328,C58,,,9/13/05,62041,,,C13
61688,W,F,F31,5/29/2005,Su,60159,60328,60328,C58,,,9/13/05,62162,,,C10
61693,W,F,F31,5/29/2005,Su,59972,60513,60513,C64,,,9/13/05,61821,,,C4
61694,B,M,F31,5/29/2005,Su,59972,60513,60513,C64,,,9/13/05,61894,,,C16
61706,B,F,F31,5/30/2005,M,60703,60528,60528,C70,,,9/13/05,62129,,,C24
61707,T,M,F31,5/30/2005,M,60703,60528,60528,C70,,,9/13/05,61959,,,C31
61711,B,F,F31,5/30/2005,M,60576,59943,59943,C4,,,9/13/05,62171,,,C28
61714,T,M,F31,5/30/2005,M,60576,59943,59943,C4,,,9/13/05,62483,,,C19
61721,W,F,F31,5/30/2005,M,60595,60013,60013,C17,,,9/13/05,62096,,,C23
61722,W,M,F31,5/30/2005,M,60595,60013,60013,C17,,,9/13/05,61919,,,C20
61723,B,F,F31,5/30/2005,M,60525,60299,60299,C35,,,9/13/05,62200,,,C30
61726,B,M,F31,5/30/2005,M,60525,60299,60299,C35,,,9/13/05,61849,,,C26
61735,B,F,F31,5/30/2005,M,60288,60666,60666,C68,,,9/13/05,61945,,,C29
61736,B,M,F31,5/30/2005,M,60288,60666,60666,C68,,,9/13/05,61635,,,C17
61747,B,M,F31,5/30/2005,M,60413,60138,60138,C22,,,9/13/05,62133,,,C22
61758,W,F,F31,5/30/2005,M,60794,60899,60899,C91,,,9/13/05,61915,,,C27
61759,W,M,F31,5/30/2005,M,60794,60899,60899,C91,,,9/13/05,62204,,,C33
61780,B,M,F31,5/31/2005,Tu,60465,59945,59945,C5,,,9/13/05,62385,,,C34
61788,B,M,F31,5/31/2005,Tu,60207,60066,60066,C6,,,9/13/05,62186,,,C35
61793,W,F,F31,5/31/2005,Tu,60207,60066,60066,C6,,,9/13/05,62263,,,C75
61797,B,M,F31,5/31/2005,Tu,60248,60055,60055,C8,,,9/13/05,62271,,,C37
61805,T,F,F31,5/31/2005,Tu,60248,60055,60055,C8,,,9/13/05,61647,,,C3
61816,W,F,F31,5/31/2005,Tu,60696,60085,60085,C9,,,9/13/05,62093,,,C45
61820,B,M,F31,5/31/2005,Tu,60000,60165,60165,C11,,,9/13/05,62154,,,C40
61821,B,M,F31,5/31/2005,Tu,60000,60165,60165,C11,,,9/13/05,61693,,,C4
61828,W,M,F31,5/31/2005,Tu,60544,60099,60099,C12,,,,,,,
61829,W,F,F31,5/31/2005,Tu,60544,60099,60099,C12,,,9/13/05,62231,,,C69
61843,B,M,F31,5/31/2005,Tu,60009,60077,60077,C13,,,9/13/05,61682,,,C5
61849,W,F,F31,5/31/2005,Tu,60056,59969,59969,C14,,,9/13/05,61726,,,C26
61852,W,M,F31,5/31/2005,Tu,60056,59969,59969,C14,,,9/13/05,62137,,,C41
61859,W,M,F31,5/31/2005,Tu,60569,60148,60148,C16,,,9/13/05,62328,,,C43
61863,W,F,F31,5/31/2005,Tu,60569,60148,60148,C16,,,9/13/05,62187,,,C57
61869,B,F,F31,5/31/2005,Tu,60198,60459,60459,C31,,,9/13/05,62107,,,C47
61872,W,F,F31,5/31/2005,Tu,60198,60459,60459,C31,,,9/13/05,62077,,,C44
61875,W,M,F31,5/31/2005,Tu,60198,60459,60459,C31,,,9/13/05,62120,,,C48
61878,W,M,F31,5/31/2005,Tu,59983,60279,60279,C32,,,9/13/05,62108,,,C49
61880,T,F,F31,5/31/2005,Tu,59983,60279,60279,C32,,,9/13/05,62138,,,C51
61890,W,F,F31,5/31/2005,Tu,60515,60199,60199,C34,,,9/13/05,62103,,,C46
61894,B,F,F31,5/31/2005,Tu,60089,60336,60336,C41,,,9/13/05,61694,,,C16
61899,W,M,F31,5/31/2005,Tu,60089,60336,60336,C41,,,9/13/05,62192,,,C53
61909,B,F,F31,5/31/2005,Tu,60123,60239,60239,C44,,,,,,,
61915,B,M,F31,5/31/2005,Tu,60134,60269,60236,C45,,,9/13/05,61758,,,C27
61919,T,F,F31,5/31/2005,Tu,60134,60269,60236,C45,,,9/13/05,61722,,,C20
61922,W,F,F31,5/31/2005,Tu,60619,60415,60415,C48,,,9/13/05,62245,,,C72
61925,W,M,F31,5/31/2005,Tu,60619,60415,60415,C48,,,9/13/05,62086,,,C54
61934,B,M,F31,5/31/2005,Tu,60627,60315,60315,C49,,,9/13/05,62234,,,C55
61935,B,F,F31,5/31/2005,Tu,60627,60315,60315,C49,,,9/13/05,62463,,,C60
61941,W,F,F31,5/31/2005,Tu,60423,60223,60223,C53,,,9/13/05,62069,,,C36
61945,W,M,F31,5/31/2005,Tu,60423,60223,60223,C53,,,9/13/05,61735,,,C29
61955,B,F,F31,5/31/2005,Tu,59949,60189,60189,C56,,,9/13/05,62503,,,C68
61956,B,M,F31,5/31/2005,Tu,59949,60189,60189,C56,,,9/13/05,62265,,,C58
61959,T,F,F31,5/31/2005,Tu,60879,60593,60593,C59,,,9/13/05,61707,,,C31
61975,W,M,F31,5/31/2005,Tu,60769,60575,60575,C63,,,9/13/05,61646,,,C15
61977,B,F,F31,5/31/2005,Tu,60769,60575,60575,C63,,,9/13/05,62175,,,C56
61988,W,F,F31,5/31/2005,Tu,60258,60675,60675,C65,,,9/13/05,62214,,,C65
61992,W,M,F31,5/31/2005,Tu,60258,60675,60675,C65,,,9/13/05,62099,,,C61
62002,B,F,F31,5/31/2005,Tu,59995,60539,60539,C66,,,9/13/05,62249,,,C73
62007,T,M,F31,5/31/2005,Tu,59995,60539,60539,C66,,,9/13/05,62097,,,C62
62015,B,F,F31,5/31/2005,Tu,60045,60502,60502,C71,,,9/13/05,62315,,,C21
62016,B,F,F31,5/31/2005,Tu,60045,60502,60502,C71,,,9/13/05,62238,,,C70
62019,B,M,F31,5/31/2005,Tu,60045,60502,60502,C71,,,9/13/05,62183,,,C63
62020,T,F,F31,5/31/2005,Tu,60586,60656,60656,C72,,,9/13/05,62311,,,C74
62031,W,F,F31,5/31/2005,Tu,60354,60601,60601,C74,,,9/13/05,62276,,,C42
62036,W,M,F31,5/31/2005,Tu,60354,60601,60601,C74,,,9/13/05,62462,,,C66
62039,T,M,F31,5/31/2005,Tu,60600,60523,60523,C75,,,9/13/05,61625,,,C18
62041,B,F,F31,5/31/2005,Tu,60600,60523,60523,C75,,,9/13/05,61686,,,C13
62051,B,F,F31,5/31/2005,Tu,60729,60699,60699,C80,,,9/13/05,62146,,,C52
62054,B,M,F31,5/31/2005,Tu,60729,60699,60699,C80,,,9/13/05,62318,,,C32
62069,B,M,F31,6/1/2005,W,59965,60025,60025,C7,,,9/13/05,61941,,,C36
62077,T,M,F31,6/1/2005,W,60116,60003,60003,C19,,,9/13/05,61872,,,C44
62080,T,F,F31,6/1/2005,W,60116,60003,60003,C19,,,9/13/05,62329,,,C77
62086,W,F,F31,6/1/2005,W,60609,60090,60090,C20,,,9/13/05,61925,,,C54
62093,B,M,F31,6/1/2005,W,60609,60090,60090,C20,,,9/13/05,61816,,,C45
62096,B,M,F31,6/1/2005,W,60443,59963,59963,C24,,,9/13/05,61721,,,C23
62097,B,F,F31,6/1/2005,W,60443,59963,59963,C24,,,9/13/05,62007,,,C62
62099,W,F,F31,6/1/2005,W,60454,60015,60015,C25,,,9/13/05,61992,,,C61
62103,W,M,F31,6/1/2005,W,60454,60015,60015,C25,,,9/13/05,61890,,,C46
62107,B,M,F31,6/1/2005,W,60473,59984,59984,C27,,,9/13/05,61869,,,C47
62108,B,F,F31,6/1/2005,W,60473,59984,59984,C27,,,9/13/05,61878,,,C49
62120,T,F,F31,6/1/2005,W,60193,60346,60346,C29,,,9/13/05,61875,,,C48
62122,B,M,F31,6/1/2005,W,60193,60346,60346,C29,,,9/13/05,61618,,,C6
62129,T,M,F31,6/1/2005,W,60175,60259,60259,C28,,,9/13/05,61706,,,C24
62133,B,F,F31,6/1/2005,W,60175,60259,60259,C28,,,9/13/05,61747,,,C22
62137,W,F,F31,6/1/2005,W,60233,60291,60291,C36,,,9/13/05,61852,,,C41
62138,W,M,F31,6/1/2005,W,60233,60291,60291,C36,,,9/13/05,61880,,,C51
62144,B,F,F31,6/1/2005,W,60065,60390,60390,C38,,,9/13/05,61680,,,C12
62146,W,M,F31,6/1/2005,W,60065,60390,60390,C38,,,9/13/05,62051,,,C52
62153,W,M,F31,6/1/2005,W,59926,60426,60426,C43,,,9/13/05,62509,,,C79
62154,W,F,F31,6/1/2005,W,59926,60426,60426,C43,,,9/13/05,61820,,,C40
62162,B,M,F31,6/1/2005,W,60139,60475,60475,C47,,,9/13/05,61688,,,C10
62163,B,M,F31,6/1/2005,W,60139,60475,60475,C47,,,9/13/05,62298,,,C80
62171,B,M,F31,6/1/2005,W,60638,60436,60436,C51,,,9/13/05,61711,,,C28
62172,B,F,F31,6/1/2005,W,60638,60436,60436,C51,,,9/13/05,61620,,,C39
62173,B,F,F31,6/1/2005,W,60638,60436,60436,C51,,,9/13/05,62366,,,C81
62175,B,M,F31,6/1/2005,W,60649,60210,60210,C52,,,9/13/05,61977,,,C56
62183,W,F,F31,6/1/2005,W,60649,60210,60210,C52,,,9/13/05,62019,,,C63
62186,T,F,F31,6/1/2005,W,60668,60179,60179,C55,,,9/13/05,61788,,,C35
62187,T,M,F31,6/1/2005,W,60668,60179,60179,C55,,,9/13/05,61863,,,C57
62192,T,F,F31,6/1/2005,W,60668,60179,60179,C55,,,9/13/05,61899,,,C53
62195,B,M,F31,6/1/2005,W,60503,60643,60643,C60,,,9/13/05,62215,,,C9
62200,B,M,F31,6/1/2005,W,60503,60643,60643,C60,,,9/13/05,61723,,,C30
62204,W,F,F31,6/1/2005,W,60907,60653,60653,C61,,,9/13/05,61759,,,C33
62212,B,M,F31,6/1/2005,W,60907,60653,60653,C61,,,9/13/05,61663,,,C14
62214,W,M,F31,6/1/2005,W,60343,60625,60625,C73,,,9/13/05,61988,,,C65
62215,W,F,F31,6/1/2005,W,60343,60625,60625,C73,,,9/13/05,62195,,,C9
62231,B,M,F31,6/1/2005,W,60825,60628,60628,C79,,,9/13/05,61829,,,C69
62234,B,F,F31,6/1/2005,W,60825,60628,60628,C79,,,9/13/05,61934,,,C55
62238,W,M,F31,6/1/2005,W,60146,60713,60713,C82,,,9/13/05,62016,,,C70
62245,B,M,F31,6/1/2005,W,60394,60779,60779,C86,,,9/13/05,61922,,,C72
62249,T,M,F31,6/1/2005,W,60676,60766,60766,C87,,,9/13/05,62202,,,C73
