Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
48705,W,M,F26,7/25/2003,F,46359,46950,46950,C64,,,10/29/2003,49331,,,C52
48714,W,F,F26,7/25/2003,F,46479,47157,47157,C83,,,10/29/2003,48811,,,C1
48721,B,M,F26,7/25/2003,F,46479,47157,47157,C83,,,10/29/2003,49019,,,C22
48772,B,M,F26,7/26/2003,Sa,46450,46331,46331,C8 ,,,10/29/2003,48903,,,C3
48776,B,F,F26,7/26/2003,Sa,46450,46331,46331,C8 ,,,10/29/2003,49173,,,C27
48781,B,F,F26,7/26/2003,Sa,47077,46383,46383,C76, ,,10/29/2003,49364,,,C56
48783,T,M,F26,7/26/2003,Sa,47077,46383,46383,C76,,,10/29/2003,49554,,,C78
48785,T,M,F26,7/26/2003,Sa,47077,46383,46383,C76,,,,,,,
48786,W,M,F26,7/26/2003,Sa,46719,47081,47081,C78,,,10/29/2003,49751,,,C93
48791,W,F,F26,7/26/2003,Sa,46719,47081,47081,C78,,,10/26/2003,49350,,,C54
48799,T,M,F26,7/27/2003,Su,46762,46681,46681,C39,,,10/29/2003,49070,,,C13
48800,T,F,F26,7/27/2003,Su,46762,46681,46681,C39,,,10/29/2003,49380,,,C64
48810,B,F,F26,7/27/2003,Su,46843,46672,46672,C53,,,10/29/2003,49251,,,C34
48813,B,M,F26,7/27/2003,Su,46580,47218,47218,C87,,,,,,,
48816,W,M,F26,7/27/2003,Su,46580,47218,47218,C87,,,10/29/2003,49371,,,C62
48818,W,F,F26,7/27/2003,Su,46580,47218,47218,C87,,,10/29/2003,49393,,,C65
48821,T,M,F26,7/27/2003,Su,47223,47588,47588,C93,,,10/29/2003,49151,,,C25
48822,T,F,F26,7/27/2003,Su,47223,47588,47588,C93,,,10/29/2003,49284,,,C36
48825,T,F,F26,7/27/2003,Su,47223,47588,47588,C93,,,10/29/2003,49016,,,C16
48830,T,M,F26,7/28/2003,M,46399,46299,46299,C4,,,10/29/2003,48930,,,C2
48834,B,F,F26,7/28/2003,M,46399,46299,46299,C4,,,10/29/2003,49235,,,C31
48838,W,F,F26,7/28/2003,M,47169,46391,46391,C10,,,10/29/2003,48877,,,C7
48854,B,M,F26,7/28/2003,M,46272,46627,46627,C11,,,10/29/2003,48884,,,C5
48857,W,F,F26,7/28/2003,M,46286,46725,46725,C12,,,10/29/2003,48896,,,C9
48863,B,M,F26,7/28/2003,M,46286,46725,46725,C12,,,10/29/2003,48972,,,C6
48873,W,F,F26,7/28/2003,M,46361,46606,46606,C15,,,10/29/2003,49300,,,C40
48877,W,M,F26,7/28/2003,M,46361,46606,46606,C15,,,10/29/2003,48838,,,C7
48884,B,F,F26,7/28/2003,M,46565,46577,46577,C19,,,10/29/2003,48854,,,C5
48892,B,F,F26,7/28/2003,M,46569,46311,46311,C20,,,10/29/2003,48209,,,C28
48896,B,M,F26,7/28/2003,M,46569,46311,46311,C20,,,10/29/2003,48857,,,C9
48903,W,F,F26,7/28/2003,M,46415,46596,46596,C23,,,10/29/2003,48772,,,C3
48904,W,M,F26,7/28/2003,M,46415,46596,46596,C23,,,10/29/2003,49738,,,C87
48916,W,M,F26,7/28/2003,M,46609,46402,46402,C24,,,10/29/2003,49168,,,C10
48919,W,F,F26,7/28/2003,M,46609,46402,46402,C24,,,10/29/2003,49475,,,C73
48923,T,F,F26,7/28/2003,M,46677,46294,46297,C31,,,10/29/2003,49676,,,C82
48924,T,M,F26,7/28/2003,M,46677,46294,46297,C31,,,10/29/2003,49246,,,C39
48930,T,F,F26,7/28/2003,M,46677,46294,46297,C31,,,10/29/2003,48830,,,C2
48933,T,F,F26,7/28/2003,M,46677,46294,46297,C31,,,,,,,
48937,W,F,F26,7/28/2003,M,46685,46768,46768,C32,,,10/29/2003,49222,,,C30
48941,W,M,F26,7/28/2003,M,46685,46768,46768,C32,,,10/29/2003,49697,,,C83
48960,W,F,F26,7/28/2003,M,46708,46624,46624,C34,,,,49413,,,C69
48963,W,F,F26,7/28/2003,M,46802,46446,46446,C43,,,10/29/2003,49089,,,C20
48967,B,F,F26,7/28/2003,M,46802,46446,46446,C43,,,10/29/2003,49073,,,C19
48969,B,M,F26,7/28/2003,M,46802,46446,46446,C43,,,10/29/2003,49338,,,C44
48971,W,M,F26,7/28/2003,M,46738,46568,46568,C36,,,10/29/2003,49714,,,C88
48972,W,F,F26,7/28/2003,M,46738,46568,46568,C36,,,10/29/2003,48863,,,C6
48980,W,F,F26,7/28/2003,M,46506,46553,46553,C44,,,10/29/2003,49365,,,C59
48988,W,F,F26,7/28/2003,M,46509,46376,46376,C45,,,10/29/2003,48994,,,C15
48990,B,M,F26,7/28/2003,M,46509,46376,46376,C45,,,10/29/2003,49007,,,C14
48994,B,M,F26,7/28/2003,M,46352,46894,46894,C47,,,10/29/2003,48988,,,C15
48998,W,M,F26,7/28/2003,M,46831,46734,46734,C48,,,10/29/2003,49352,,,C47
48999,W,M,F26,7/28/2003,M,46831,46734,46734,C48,,,,,,,
49007,W,F,F26,7/28/2003,M,46831,46734,46734,C48,,,10/29/2003,48990,,,C14
49009,B,F,F26,7/28/2003,M,46836,46717,46717,C51,,,10/29/2003,49370,,,C60
49012,B,M,F26,7/28/2003,M,46836,46717,46717,C51,,,10/29/2003,49264,,,C48
49016,B,M,F26,7/28/2003,M,46585,46845,46845,C54,,,10/29/2003,48825,,,C16
49019,B,F,F26,7/28/2003,M,46585,46845,46845,C54,,,10/29/2003,48721,,,C22
49024,B,F,F26,7/28/2003,M,46613,46829,46829,C57,,,10/29/2003,49294,,,C38
49032,W,F,F26,7/28/2003,M,46877,46364,46364,C59,,,10/29/2003,49314,,,C42
49037,W,M,F26,7/28/2003,M,46877,46364,46364,C59,,,10/29/2003,49399,,,C67
49039,W,F,F26,7/28/2003,M,46877,46364,46364,C59,,,10/29/2003,49643,,,C81
49042,W,F,F26,7/28/2003,M,46888,46760,46760,C60,,,10/29/2003,49144,,,C23
49057,B,F,F26,7/28/2003,M,46758,46642,46642,C63,,,10/29/2003,48843,,,C4
49064,B,M,F26,7/28/2003,M,46386,46960,46960,C65,,,10/29/2003,48211,,,C53
49070,T,F,F26,7/28/2003,M,46386,46960,46960,C65,,,10/29/2003,48799,,,C13
49073,B,M,F26,7/28/2003,M,46851,46835,46835,C67,,,10/29/2003,48967,,,C19
49074,B,F,F26,7/28/2003,M,46851,46835,46835,C67,,,10/29/2003,49749,,,C90
49081,B,F,F26,7/28/2003,M,46851,46835,46835,C67,,,,,,,
49084,T,M,F26,7/28/2003,M,46952,46745,46745,C69,,,10/29/2003,49407,,,C68
49087,B,F,F26,7/28/2003,M,46952,46745,46745,C69,,,10/29/2003,49307,,,C41
49089,W,M,F26,7/28/2003,M,47023,47026,47026,C71,,,10/29/2003,48963,,,C20
49105,B,F,F26,7/28/2003,M,46865,47033,47033,C74,,,10/29/2003,49292,,,C37
49108,B,M,F26,7/28/2003,M,46865,47033,47033,C74,,,10/29/2003,49705,,,C86
49125,W,M,F26,7/28/2003,M,47079,46856,46856,C77,,,10/29/2003,49223,,,C57
49129,W,F,F26,7/28/2003,M,46433,47160,47160,C82,,,10/29/2003,49262,,,C35
49139,B,M,F26,7/28/2003,M,46809,47220,47220,C86,,,10/29/2003,49277,,,C61
49140,B,F,F26,7/28/2003,M,46809,47220,47220,C86,,,10/29/2003,49357,,,C55
49144,T,M,F26,7/28/2003,M,47303,47475,47475,C91,,,10/29/2003,49042,,,C23
49151,W,F,F26,7/28/2003,M,47303,47475,47475,C91,,,10/29/2003,48821,,,C25
49157,W,M,F26,7/28/2003,M,47483,47305,47305,C92,,,10/29/2003,49283,,,C63
49162,W,F,F26,7/28/2003,M,47483,47305,47305,C92,,,10/29/2003,49245,,,C33
49168,B,F,F26,7/28/2003,M,47675,47583,47583,C94,,,10/29/2003,48916,,,C10
49170,B,M,F26,7/28/2003,M,47675,47583,47583,C94,,,10/29/2003,49215,,,C26
49173,B,M,F26,7/28/2003,M,47586,47685,47685,C96,,,10/29/2003,48776,,,C27
49189,B,M,F26,7/29/2003,Tu,46306,46275,46275,C1,,,10/29/2003,49473,,,C71
49199,T,M,F26,7/29/2003,Tu,46428,46466,46466,C7,,,10/29/2003,49479,,,C72
49209,W,M,F26,7/29/2003,Tu,46488,46370,46370,C9,,,,,,,
48211,W,F,F26,7/29/2003,Tu,46488,46370,46370,C9,,,,,,,
49213,T,M,F26,7/29/2003,Tu,46334,46697,46697,C14,,,10/29/2003,49303,,,C29
49215,W,F,F26,7/29/2003,Tu,46334,46697,46697,C14,,,10/29/2003,49170,,,C26
49216,B,F,F26,7/29/2003,Tu,46529,46307,46307,C16,,,10/29/2003,49344,,,C51
49222,W,M,F26,7/29/2003,Tu,46529,46307,46307,C16,,,10/29/2003,48937,,,C30
49223,W,F,F26,7/29/2003,Tu,46529,46307,46307,C16,,,10/29/2003,49125,,,C57
49233,W,F,F26,7/29/2003,Tu,46539,46425,46425,C17,,,10/29/2003,49405,,,C66
49235,B,M,F26,7/29/2003,Tu,46539,46425,46425,C17,,,10/29/2003,48834,,,C31
49239,W,M,F26,7/29/2003,Tu,46378,46657,46657,C18,,,10/29/2003,49255,,,C32
49245,W,M,F26,7/29/2003,Tu,46378,46657,46657,C18,,,10/29/2003,49162,,,C33
49246,W,F,F26,7/29/2003,Tu,46378,46657,46657,C18,,,10/29/2003,48924,,,C39
49251,T,M,F26,7/29/2003,Tu,46576,46517,46517,C21,,,10/29/2003,48810,,,C34
49253,B,F,F26,7/29/2003,Tu,46576,46517,46517,C21,,,,,,,
49255,B,F,F26,7/29/2003,Tu,46576,46517,46517,C21,,,10/29/2003,49239,,,C32
49262,B,M,F26,7/29/2003,Tu,46587,46289,46289,C22,,,10/29/2003,49129,,,C35
49264,B,F,F26,7/29/2003,Tu,46587,46289,46289,C22,,,10/29/2003,49012,,,C48
49268,B,F,F26,7/29/2003,Tu,46633,46474,46474,C25,,,10/29/2003,49434,,,C70
49269,B,M,F26,7/29/2003,Tu,46633,46474,46474,C25,,,10/29/2003,49554,,,C77
49277,W,F,F26,7/29/2003,Tu,46633,46474,46474,C25,,,10/29/2003,49139,,,C61
