29147.1,W,F,F40,5/17/2009,BrF39-31,22820.1,22674.1
29148.1,B,M,F40,5/17/2009,BrF39-31,22820.1,22674.1
29149.1,W,M,F40,5/17/2009,BrF39-31,22820.1,22674.1
29150.1,Ag,M,F40,5/18/2009,BrF39-01,22504.1,22520.1
29151.1,Ag,M,F40,5/18/2009,BrF39-01,22504.1,22520.1
29152.1,W,F,F40,5/17/2009,BrF39-31,22820.1,22674.1
29153.1,B,F,F40,5/19/2009,BrF39-03,22718.1,22762.1
29154.1,B,M,F40,5/19/2009,BrF39-03,22718.1,22762.1
29264.1,W,F,F40,5/19/2009,BrF39-34,22877.1,22717.1
29265.1,W,M,F40,5/19/2009,BrF39-34,22877.1,22717.1
29266.1,W,M,F40,5/19/2009,BrF39-34,22877.1,22717.1
29267.1,Ag,F,F40,5/19/2009,BrF39-29,22535.1,22503.1
29268.1,Ag,F,F40,5/19/2009,BrF39-29,22535.1,22503.1
29269.1,Ag,M,F40,5/19/2009,BrF39-29,22535.1,22503.1
29270.1,B,F,F40,5/19/2009,BrF39-30,22763.1,22508.1
29271.1,B,M,F40,5/19/2009,BrF39-30,22763.1,22508.1
29332.1,B,F,F40,5/21/2009,BrF39-06,22506.1,22851.1
29333.1,Ag,F,F40,5/21/2009,BrF39-06,22506.1,22851.1
29334.1,B,M,F40,5/21/2009,BrF39-06,22506.1,22851.1
29335.1,B,F,F40,5/20/2009,BrF39-02,22530.1,22677.1
29336.1,W,M,F40,5/20/2009,BrF39-02,22530.1,22677.1
29337.1,W,F,F40,5/22/2009,BrF39-04,22549.1,22764.1
29338.1,W,M,F40,5/22/2009,BrF39-04,22549.1,22764.1
29339.1,B,F,F40,5/22/2009,BrF39-05,22721.1,22822.1
29340.1,Ag,M,F40,5/22/2009,BrF39-04,22549.1,22764.1
29341.1,B,M,F40,5/22/2009,BrF39-05,22721.1,22822.1
29342.1,W,F,F40,5/22/2009,BrF39-07,22676.1,22854.1
29343.1,W,M,F40,5/22/2009,BrF39-07,22676.1,22854.1
29344.1,Ag,F,F40,5/22/2009,BrF39-36,22713.1,22768.1
29345.1,Ag,M,F40,5/22/2009,BrF39-36,22713.1,22768.1
29346.1,B,F,F40,5/23/2009,BrF39-09,22767.1,22878.1
29347.1,B,M,F40,5/23/2009,BrF39-09,22767.1,22878.1
29469.1,W,F,F40,5/28/2009,BrF39-41,22765.1,25690.1
29470.1,Ag,M,F40,5/28/2009,BrF39-41,22765.1,25690.1
29471.1,W,M,F40,5/28/2009,BrF39-41,22765.1,25690.1
30006.1,B,F,F40,6/10/2009,BrF39-21,22526.1,28005.1
30007.1,W,F,F40,6/10/2009,BrF39-21,22526.1,28005.1
30008.1,W,F,F40,6/10/2009,BrF39-74,22788.1,25704.1
30009.1,Ag,M,F40,6/10/2009,BrF39-17,22716.1,25850.1
30010.1,B,M,F40,6/10/2009,BrF39-17,22716.1,25850.1
30011.1,Ag,M,F40,6/8/2009,BrF39-63,22523.1,22675.1
30012.1,B,M,F40,6/8/2009,BrF39-63,22523.1,22675.1
30013.1,W,M,F40,6/10/2009,BrF39-74,22788.1,25704.1
30014.1,W,M,F40,6/10/2009,BrF39-74,22788.1,25704.1
30015.1,B,M,F40,6/11/2009,BrF39-11,22712.1,25692.1
30016.1,Ag,M,F40,6/11/2009,BrF39-20,22791.1,25861.1
30017.1,B,F,F40,6/10/2009,BrF39-17,22716.1,25850.1
30018.1,W,F,F40,6/11/2009,BrF39-11,22712.1,25692.1
30019.1,Ag,F,F40,6/11/2009,BrF39-20,22791.1,25861.1
30020.1,W,F,F40,6/11/2009,BrF39-22,25705.1,28009.1
30021.1,W,M,F40,6/11/2009,BrF39-50,22550.1,28010.1
30022.1,W,M,F40,6/11/2009,BrF39-50,22550.1,28010.1
30023.1,B,M,F40,6/11/2009,BrF39-22,25705.1,28009.1
30024.1,Ag,M,F40,6/12/2009,BrF39-13,22725.1,25701.1
30025.1,B,F,F40,6/12/2009,BrF39-10,22850.1,25689.1
30026.1,W,F,F40,6/11/2009,BrF39-50,22550.1,28010.1
30027.1,B,F,F40,6/12/2009,BrF39-23,25697.1,28077.1
30028.1,Ag,F,F40,6/12/2009,BrF39-13,22725.1,25701.1
30029.1,B,M,F40,6/12/2009,BrF39-10,22850.1,25689.1
30030.1,Ag,M,F40,6/12/2009,BrF39-19,22769.1,25855.1
30031.1,B,M,F40,6/12/2009,BrF39-10,22850.1,25689.1
30032.1,B,M,F40,6/12/2009,BrF39-42,22855.1,25693.1
30033.1,Ag,M,F40,6/13/2009,BrF39-12,22787.1,25698.1
30034.1,W,M,F40,6/13/2009,BrF39-12,22787.1,25698.1
30035.1,Ag,M,F40,6/13/2009,BrF39-23,25697.1,28077.1
30036.1,B,F,F40,6/12/2009,BrF39-42,22855.1,25693.1
30037.1,B,F,F40,6/12/2009,BrF39-42,22855.1,25693.1
30038.1,Ag,F,F40,6/12/2009,BrF39-19,22769.1,25855.1
30039.1,W,F,F40,6/12/2009,BrF39-19,22769.1,25855.1
30040.1,B,F,F40,6/13/2009,BrF39-46,25833.1,25848.1
30041.1,B,F,F40,6/13/2009,BrF39-46,25833.1,25848.1
30042.1,B,M,F40,6/13/2009,BrF39-46,25833.1,25848.1
30043.1,W,F,F40,6/14/2009,BrF39-26,22509.1,28915.1
30044.1,W,M,F40,6/14/2009,BrF39-26,22509.1,28915.1
30045.1,B,M,F40,6/14/2009,BrF39-26,22509.1,28915.1
30046.1,W,F,F40,6/13/2009,BrF39-47,22531.1,25851.1
30047.1,Ag,M,F40,6/13/2009,BrF39-47,22531.1,25851.1
30089.1,B,F,F40,6/15/2009,BrF39-16,22681.1,25832.1
30090.1,Ag,F,F40,6/16/2009,BrF39-51,22728.1,28078.1
30091.1,B,M,F40,6/15/2009,BrF39-16,22681.1,25832.1
30092.1,Ag,M,F40,6/16/2009,BrF39-51,22728.1,28078.1
30117.1,B,F,F40,6/17/2009,BrF39-14,25709.1,25826.1
30118.1,B,M,F40,6/17/2009,BrF39-14,25709.1,25826.1
30119.1,W,F,F40,6/16/2009,BrF39-75,28917.1,25827.1
30120.1,W,M,F40,6/16/2009,BrF39-75,28917.1,25827.1
30264.1,B,F,F40,6/25/2009,BrF39-01,22504.1,22520.1
30265.1,Ag,F,F40,6/26/2009,BrF39-15,22826.1,25829.1
30266.1,B,F,F40,6/26/2009,BrF39-15,22826.1,25829.1
30267.1,Ag,M,F40,6/26/2009,BrF39-15,22826.1,25829.1
30268.1,W,F,F40,6/27/2009,BrF39-25,28343.1,22825.1
30269.1,B,M,F40,6/27/2009,BrF39-25,28343.1,22825.1
30270.1,B,M,F40,6/27/2009,BrF39-25,28343.1,22825.1
30304.1,B,F,F40,6/28/2009,BrF39-52,22722.1,28242.1
30305.1,B,M,F40,6/28/2009,BrF39-52,22722.1,28242.1
30306.1,B,M,F40,6/28/2009,BrF39-52,22722.1,28242.1
30307.1,W,F,F40,6/29/2009,BrF39-63,22523.1,22675.1
30308.1,Ag,F,F40,6/29/2009,BrF39-38,25830.1,22824.1
30309.1,Ag,M,F40,6/29/2009,BrF39-38,25830.1,22824.1
30310.1,W,F,F40,6/29/2009,BrF39-69,22880.1,22823.1
30311.1,W,M,F40,6/29/2009,BrF39-69,22880.1,22823.1
30363.1,W,F,F40,6/30/2009,BrF39-37,25862.1,22785.1
30364.1,W,F,F40,6/30/2009,BrF39-37,25862.1,22785.1
30365.1,W,M,F40,6/30/2009,BrF39-37,25862.1,22785.1
30366.1,Ag,F,F40,7/1/2009,BrF39-28,22553.1,28341.1
30367.1,Ag,M,F40,7/1/2009,BrF39-28,22553.1,28341.1
30368.1,W,M,F40,7/1/2009,BrF39-28,22553.1,28341.1
30369.1,B,M,F40,7/1/2009,BrF39-21,22526.1,28005.1
30370.1,B,F,F40,7/1/2009,BrF39-57,28007.1,22505.1
30371.1,Ag,M,F40,7/1/2009,BrF39-57,28007.1,22505.1
30372.1,Ag,M,F40,7/1/2009,BrF39-57,28007.1,22505.1
30373.1,Ag,F,F40,7/1/2009,BrF39-57,28007.1,22505.1
30374.1,Ag,F,F40,7/1/2009,BrF39-62,25710.1,22551.1
30375.1,B,M,F40,7/1/2009,BrF39-62,25710.1,22551.1
30466.1,Ag,F,F40,7/2/2009,BrF39-40,22522.1,22879.1
30467.1,Ag,M,F40,7/2/2009,BrF39-40,22522.1,22879.1
30468.1,B,M,F40,7/2/2009,BrF39-40,22522.1,22879.1
30469.1,W,F,F40,7/2/2009,BrF39-39,25853.1,22848.1
30470.1,W,F,F40,7/2/2009,BrF39-39,25853.1,22848.1
30471.1,W,M,F40,7/2/2009,BrF39-39,25853.1,22848.1
30472.1,B,F,F40,7/2/2009,BrF39-18,25849.1,25852.1
30473.1,B,M,F40,7/2/2009,BrF39-18,25849.1,25852.1
30478.1,W,F,F40,7/2/2009,BrF39-58,28920.1,22524.1
30479.1,W,M,F40,7/2/2009,BrF39-58,28920.1,22524.1
30480.1,Ag,F,F40,7/2/2009,BrF39-60,25700.1,22532.1
30481.1,Ag,M,F40,7/2/2009,BrF39-60,25700.1,22532.1
30482.1,B,M,F40,7/2/2009,BrF39-60,25700.1,22532.1
30483.1,Ag,F,F40,7/2/2009,BrF39-64,25691.1,22711.1
30484.1,W,F,F40,7/2/2009,BrF39-64,25691.1,22711.1
30485.1,W,M,F40,7/2/2009,BrF39-64,25691.1,22711.1
30486.1,B,F,F40,7/2/2009,BrF39-67,28079.1,22723.1
30487.1,B,F,F40,7/2/2009,BrF39-67,28079.1,22723.1
30488.1,B,M,F40,7/2/2009,BrF39-67,28079.1,22723.1
30489.1,Ag,F,F40,7/2/2009,BrF39-68,25854.1,22789.1
30490.1,B,M,F40,7/2/2009,BrF39-68,25854.1,22789.1
30491.1,B,M,F40,7/2/2009,BrF39-68,25854.1,22789.1
30492.1,Ag,F,F40,7/6/2009,BrF39-53,25699.1,28256.1
30493.1,W,M,F40,7/6/2009,BrF39-53,25699.1,28256.1
30494.1,B,M,F40,7/6/2009,BrF39-53,25699.1,28256.1
30495.1,W,F,F40,7/7/2009,BrF39-27,25860.1,28918.1
30496.1,W,M,F40,7/7/2009,BrF39-27,25860.1,28918.1
30601.1,Ag,F,F40,7/8/2009,BrF39-70,25640.1,28255.1
30602.1,W,F,F40,7/8/2009,BrF39-70,25640.1,28255.1
30603.1,B,M,F40,7/8/2009,BrF39-70,25640.1,28255.1
30604.1,B,F,F40,7/8/2009,BrF39-45,25856.1,25707.1
30605.1,Ag,M,F40,7/8/2009,BrF39-45,25856.1,25707.1
30606.1,Ag,M,F40,7/8/2009,BrF39-45,25856.1,25707.1
30607.1,W,F,F40,7/8/2009,BrF39-54,25828.1,28916.1
30608.1,W,M,F40,7/8/2009,BrF39-54,25828.1,28916.1
30609.1,W,F,F40,7/8/2009,BrF39-55,22527.1,28919.1
30610.1,W,F,F40,7/8/2009,BrF39-55,22527.1,28919.1
30611.1,W,M,F40,7/8/2009,BrF39-55,22527.1,28919.1
30612.1,Ag,F,F40,7/9/2009,BrF39-43,22554.1,25695.1
30613.1,W,M,F40,7/9/2009,BrF39-43,22554.1,25695.1
30614.1,W,M,F40,7/9/2009,BrF39-43,22554.1,25695.1
30944.1,W,F,F40,7/17/2009,BrF39-08,25687.1,22876.1
30945.1,W,F,F40,7/17/2009,BrF39-08,25687.1,22876.1
30941.1,Ag,F,F40,7/22/2009,BrF39-73,28243.1,25696.1
30946.1,W,M,F40,7/17/2009,BrF39-08,25687.1,22876.1
30947.1,W,M,F40,7/17/2009,BrF39-08,25687.1,22876.1
30942.1,W,M,F40,7/22/2009,BrF39-73,28243.1,25696.1
30943.1,W,M,F40,7/22/2009,BrF39-73,28243.1,25696.1
30948.1,,F,F40,7/22/2009,BrF39-49,25688.1,28006.1
30949.1,,F,F40,7/26/2009,BrF39-49,25688.1,28006.1
30950.1,,M,F40,7/26/2009,BrF39-49,25688.1,28006.1
