Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
50829,T,M,F27,11/18/2003,Tu,48830,48930,48930,C2,,,4/13/2004,51739,,,C1
50833,B,F,F27,11/18/2003,Tu,48772,48903,48903,C3,,,4/14/2004,51346,,,C94
50835,W,M,F27,11/18/2003,Tu,48772,48903,48903,C3,,,4/14/2004,52016,,,C2
50840,B,F,F27,11/18/2003,Tu,48813,49057,49057,C4,,,4/14/2004,50893,,,C37
50842,B,M,F27,11/18/2003,Tu,48813,49057,49057,C4,,,4/13/2004,51649,,,C3
50846,B,F,F27,11/18/2003,Tu,48854,48884,48884,C5,,,4/14/2004,51239,,,C66
50853,W,M,F27,11/18/2003,Tu,48854,48884,48884,C5,,,4/14/2004,50962,,,C4
50858,B,M,F27,11/18/2003,Tu,48896,48857,48857,C9,,,,,,,
50859,B,F,F27,11/18/2003,Tu,48896,48857,48857,C9,,,4/14/2004,51071,,,C9
50863,B,F,F27,11/18/2003,Tu,48721,49019,49019,C22,,,4/14/2004,51305,,,C81
50864,B,M,F27,11/18/2003,Tu,48721,49019,49019,C22,,,4/13/2004,51016,,,C15
50865,B,M,F27,11/18/2003,Tu,48721,49019,49019,C22,,,4/13/2004,51424,,,C16
50873,T,M,F27,11/18/2003,Tu,49213,49303,49303,C29,,,4/13/2004,51199,,,C26
50876,B,M,F27,11/18/2003,Tu,49235,48834,48834,C31,,,4/13/2004,51070,,,C28
50879,B,F,F27,11/18/2003,Tu,49235,48834,48834,C31,,,4/14/2004,51264,,,C76
50882,W,F,F27,11/18/2003,Tu,49235,48834,48834,C31,,,4/14/2004,50994,,,C41
50888,W,F,F27,11/18/2003,Tu,49300,48873,48873,C40,,,4/13/2004,51381,,,C98
50893,W,M,F27,11/18/2003,Tu,49300,48873,48873,C40,,,4/14/2004,50840,,,C37
50898,W,M,F27,11/18/2003,Tu,48969,49338,49338,C44,,,4/13/2004,51323,,,C42
50899,W,F,F27,11/18/2003,Tu,48969,49338,49338,C44,,,4/13/2004,51419,,,C27
50903,B,F,F27,11/18/2003,Tu,48969,49338,49338,C44,,,4/14/2004,51749,,,C13
50910,W,F,F27,11/18/2003,Tu,49125,49223,49223,C57,,,4/14/2004,51810,,,C92
50912,W,M,F27,11/18/2003,Tu,49125,49223,49223,C57,,,4/13/2004,50997,,,C58
50913,W,M,F27,11/18/2003,Tu,49125,49223,49223,C57,,,4/13/2004,51331,,,C57
50917,B,M,F27,11/18/2003,Tu,49380,48800,48800,C64,,,4/13/2004,51276,,,C65
50920,T,F,F27,11/18/2003,Tu,49380,48800,48800,C64,,,4/13/2004,51407,,,C14
50923,T,F,F27,11/18/2003,Tu,49380,48800,48800,C64,,,4/13/2004,51398,,,C11
50924,B,M,F27,11/18/2003,Tu,49037,49339,49339,C67,,,4/14/2004,51579,,,C69
50937,B,M,F27,11/18/2003,Tu,49189,49473,49473,C71,,,4/13/2004,51172,,,C73
50940,B,F,F27,11/18/2003,Tu,49189,49473,49473,C71,,,4/14/2004,51581,,,C68
50959,W,M,F27,11/18/2003,Tu,49704,49645,49645,C85,,,4/14/2004,51807,,,C87
50962,W,F,F27,11/18/2003,Tu,49704,49645,49645,C85,,,4/14/2004,50853,,,C4
50968,W,F,F27,11/18/2003,Tu,48971,48714,48714,C88,,,4/14/2004,51110,,,C24
50969,W,M,F27,11/18/2003,Tu,48971,48714,48714,C88,,,4/13/2004,51358,,,C90
50979,W,M,F27,11/19/2003,W,48994,48988,48988,C15,,,4/13/2004,51400,,,C12
50982,W,F,F27,11/19/2003,W,48994,48988,48988,C15,,,4/13/2004,51176,,,C51
50987,W,F,F27,11/19/2003,W,48994,48988,48988,C15,,,4/13/2004,51214,,,C61
50989,W,M,F27,11/19/2003,W,49323,49312,49312,C43,,,4/14/2004,51743,,,C40
50994,W,M,F27,11/19/2003,W,49323,49312,49312,C43,,,4/14/2004,50882,,,C41
50997,W,F,F27,11/19/2003,W,49323,49312,49312,C43,,,4/13/2004,50912,,,C58
50998,W,M,F27,11/19/2003,W,49325,49296,49296,C46,,,4/13/2004,51127,,,C45
51003,W,M,F27,11/19/2003,W,49325,49296,49296,C46,,,4/13/2004,51041,,,C46
51007,T,F,F27,11/19/2003,W,49325,49296,49296,C46,,,,,,,
51014,W,M,F27,11/19/2003,W,49439,49321,49321,C49,,,4/13/2004,51198,,,C49
51016,B,F,F27,11/19/2003,W,49439,49321,49321,C49,,,4/13/2004,50864,,,C15
51020,B,M,F27,11/19/2003,W,49439,49321,49321,C49,,,4/13/2004,51352,,,C50
51025,W,F,F27,11/19/2003,W,49357,49140,49140,C55,,,4/13/2004,51116,,,C30
51027,B,M,F27,11/19/2003,W,49357,49140,49140,C55,,,4/13/2004,51226,,,C55
51038,W,M,F27,11/20/2003,Th,48916,49168,49168,C10,,,4/14/2004,51367,,,C8
51039,W,F,F27,11/20/2003,Th,48916,49168,49168,C10,,,4/13/2004,51332,,,C89
51041,B,F,F27,11/20/2003,Th,48916,49168,49168,C10,,,4/13/2004,51003,,,C46
51070,T,F,F27,11/20/2003,Th,48799,49070,49070,C13,,,4/13/2004,50876,,,C28
51071,T,M,F27,11/20/2003,Th,48799,49070,49070,C13,,,4/14/2004,50859,,,C9
51080,W,M,F27,11/20/2003,Th,49089,48963,48963,C20,,,4/14/2004,51183,,,C25
51083,W,F,F27,11/20/2003,Th,49089,48963,48963,C20,,,,,,,
51089,W,M,F27,11/20/2003,Th,49170,49215,49215,C26,,,4/13/2004,51161,,,C20
51092,W,M,F27,11/20/2003,Th,49170,49215,49215,C26,,,4/13/2004,51208,,,C21
51094,W,F,F27,11/20/2003,Th,49170,49215,49215,C26,,,4/14/2004,51507,,,C29
51100,B,M,F27,11/20/2003,Th,49173,48776,48776,C27,,,4/14/2004,51463,,,C22
51107,B,M,F27,11/20/2003,Th,49173,48776,48776,C27,,,4/14/2004,51726,,,C23
51110,W,M,F27,11/20/2003,Th,49209,48892,48892,C28,,,4/14/2004,50968,,,C24
51111,B,F,F27,11/20/2003,Th,49209,48892,48892,C28,,,4/14/2004,51477,,,C44
51116,W,M,F27,11/20/2003,Th,49245,49162,49162,C33,,,4/13/2004,51025,,,C30
51117,W,F,F27,11/20/2003,Th,49245,49162,49162,C33,,,4/13/2004,51155,,,C38
51121,W,F,F27,11/20/2003,Th,49245,49162,49162,C33,,,4/14/2004,51300,,,C80
51127,B,F,F27,11/20/2003,Th,49262,49129,49129,C35,,,4/13/2004,50998,,,C45
51134,W,F,F27,11/20/2003,Th,49294,49024,49024,C38,,,4/14/2004,51454,,,C33
51136,W,M,F27,11/20/2003,Th,49294,49024,49024,C38,,,4/14/2004,51379,,,C35
51142,B,F,F27,11/20/2003,Th,48924,49246,49246,C39,,,4/13/2004,51694,,,C64
51145,W,M,F27,11/20/2003,Th,48924,49246,49246,C39,,,4/13/2004,51268,,,C36
51151,B,F,F27,11/20/2003,Th,49307,49087,49087,C41,,,4/13/2004,51634,,,C85
51155,B,M,F27,11/20/2003,Th,49307,49087,49087,C41,,,4/13/2004,51117,,,C38
51161,W,F,F27,11/20/2003,Th,48998,49352,49352,C47,,,4/13/2004,51089,,,C20
51164,W,M,F27,11/20/2003,Th,48998,49352,49352,C47,,,4/13/2004,51281,,,C47
51172,B,F,F27,11/20/2003,Th,49344,49216,49216,C51,,,4/13/2004,50937,,,C73
51176,B,M,F27,11/20/2003,Th,49344,49216,49216,C51,,,4/13/2004,50982,,,C51
51183,W,F,F27,11/20/2003,Th,49064,48211,48211,C53,,,4/14/2004,51080,,,C25
51190,B,F,F27,11/20/2003,Th,49064,48211,48211,C53,,,4/13/2004,51374,,,C96
51191,B,M,F27,11/20/2003,Th,49064,48211,48211,C53,,,4/13/2004,51313,,,C53
51196,W,M,F27,11/20/2003,Th,49350,48791,48791,C54,,,4/13/2004,51251,,,C54
51198,W,F,F27,11/20/2003,Th,49350,48791,48791,C54,,,4/13/2004,51014,,,C49
51199,W,F,F27,11/20/2003,Th,49364,48781,48781,C56,,,4/13/2004,50873,,,C26
51208,W,F,F27,11/20/2003,Th,49370,49009,49009,C60,,,4/13/2004,51092,,,C21
51211,B,M,F27,11/20/2003,Th,49370,49009,49009,C60,,,4/13/2004,51250,,,C60
