Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
44125,B,F,F24,10/29/2002,Tu,41679,42025,42025,C14,,,2/26/2003,44526,,,C37
44135,B,M,F24,10/29/2002,Tu,41679,42025,42025,C14,,,2/26/2003,44168,,,C1
44136,W,M,F24,10/29/2002,Tu,41775,42033,42033,C17,,,2/26/2003,44299,,,C12
44139,W,F,F24,10/29/2002,Tu,41775,42033,42033,C17,,,2/26/2003,44393,,,C19
44141,B,F,F24,10/29/2002,Tu,41775,42033,42033,C17,,,2/26/2003,44342,,,C15
44147,B,M,F24,10/29/2002,Tu,41775,42033,42033,C17,,,,,,,
44151,W,M,F24,10/29/2002,Tu,41935,42066,42066,C18,,,2/26/2003,44678,,,C59
44155,B,F,F24,10/29/2002,Tu,41935,42066,42066,C18,,,2/26/2003,44195,,,C2
44163,W,F,F24,10/29/2002,Tu,42428,42028,42028,C53,,,2/26/2003,44222,,,C4
44168,B,F,F24,10/29/2002,Tu,42428,42028,42028,C53,,,2/26/2003,44135,,,C1
44169,B,M,F24,10/29/2002,Tu,42428,42028,42028,C53,,,,,,,
44171,T,F,F24,10/29/2002,Tu,42242,42508,42508,C62,,,2/26/2003,44722,,,C63
44172,T,M,F24,10/29/2002,Tu,42242,42508,42508,C62,,,2/26/2003,44218,,,C7
44177,B,M,F24,10/29/2002,Tu,42242,42508,42508,C62,,,2/26/2003,44632,,,C56
44185,B,M,F24,10/29/2002,Tu,42400,42620,42620,C69,,,2/26/2003,44463,,,C30
44186,W,F,F24,10/29/2002,Tu,42400,42620,42620,C69,,,2/26/2003,44399,,,C21
44189,B,F,F24,10/29/2002,Tu,42707,41916,41916,C71,,,2/26/2003,44208,,,C3
44195,B,M,F24,10/29/2002,Tu,42707,41916,41916,C71,,,2/26/2003,44155,,,C2
44207,B,M,F24,10/30/2002,W,41911,41839,41839,C4,,,2/26/2003,44591,,,C34
44208,B,M,F24,10/30/2002,W,41911,41839,41839,C4,,,2/26/2003,44189,,,C3
44211,T,F,F24,10/30/2002,W,41998,41737,41737,C10,,,2/26/2003,44821,,,C7
44214,T,M,F24,10/30/2002,W,41998,41737,41737,C10,,,2/26/2003,44598,,,C38
44218,W,F,F24,10/30/2002,W,41710,42116,42116,C19,,,2/26/2003,44172,,,C7
44222,W,M,F24,10/30/2002,W,41710,42116,42116,C19,,,2/26/2003,44163,,,C4
44228,T,F,F24,10/30/2002,W,41701,42128,42128,C24,,,2/26/2003,44453,,,C28
44232,W,M,F24,10/30/2002,W,41701,42128,42128,C24,,,2/26/2003,44445,,,C14
44239,T,M,F24,10/30/2002,W,42165,41716,41716,C25,,,2/26/2003,44276,,,C6
44242,W,F,F24,10/30/2002,W,42165,41716,41716,C25,,,2/26/2003,44593,,,C49
44251,B,F,F24,10/30/2002,W,41825,42276,42276,C28,,,2/26/2003,44638,,,C53
44253,T,F,F24,10/30/2002,W,41825,42276,42276,C28,,,2/26/2003,44333,,,C11
44254,T,M,F24,10/30/2002,W,41825,42276,42276,C28,,,2/26/2003,44810,,,C64
44256,W,F,F24,10/30/2002,W,41673,42227,42227,C29,,,2/26/2003,44525,,,C36
44258,W,M,F24,10/30/2002,W,41673,42227,42227,C29,,,2/26/2003,44568,,,C41
44263,W,M,F24,10/30/2002,W,42282,42129,42129,C37,,,2/26/2003,44433,,,C16
44268,T,M,F24,10/30/2002,W,42282,42129,42129,C37,,,2/26/2003,44899,,,C74
44273,T,F,F24,10/30/2002,W,42068,42372,42372,C43,,,2/26/2003,44968,,,C73
44276,T,F,F24,10/30/2002,W,42068,42372,42372,C43,,,2/26/2003,44239,,,C6
44283,B,M,F24,10/30/2002,W,42068,42372,42372,C43,,,2/26/2003,44408,,,C18
44286,,M,F24,10/30/2002,W,42399,41669,41669,C48,,,2/26/2003,44626,,,C84
44289,,F,F24,10/30/2002,W,42399,41669,41669,C48,,,2/26/2003,44397,,,C20
44293,W,M,F24,10/30/2002,W,42784,42327,42327,C72,,,2/26/2003,44907,,,C71
44294,W,F,F24,10/30/2002,W,42784,42327,42327,C72,,,2/26/2003,44316,,,C10
44299,B,F,F24,10/31/2002,Th,41982,41773,41773,C9,,,2/26/2003,44136,,,C12
44300,B,M,F24,10/31/2002,Th,41982,41773,41773,C9,,,2/26/2003,44455,,,C8
44306,B,M,F24,10/31/2002,Th,41812,42114,42114,C12,,,2/26/2003,44648,,,C52
44312,B,F,F24,10/31/2002,Th,41812,42114,42114,C12,,,2/26/2003,44545,,,C40
44316,W,M,F24,10/31/2002,Th,42059,41817,41817,C15,,,2/26/2003,44294,,,C11
44319,W,F,F24,10/31/2002,Th,42059,41817,41817,C15,,,2/26/2003,44578,,,C47
44322,B,F,F24,10/31/2002,Th,42059,41817,41817,C15,,,2/26/2003,44755,,,C62
44329,W,F,F24,10/31/2002,Th,41771,42063,42063,C16,,,2/26/2003,44471,,,C29
44333,W,M,F24,10/31/2002,Th,41771,42063,42063,C16,,,,,,,
44342,B,M,F24,10/31/2002,Th,41923,42293,42293,C34,,,2/26/2003,44141,,,C15
44351,B,F,F24,10/31/2002,Th,42257,42084,42084,C35,,,2/26/2003,44895,,,C70
44353,B,M,F24,10/31/2002,Th,42257,42084,42084,C35,,,2/26/2003,44607,,,C42
44354,B,F,F24,10/31/2002,Th,42257,42084,42084,C35,,,2/26/2003,44413,,,C23
44358,B,F,F24,10/31/2002,Th,41665,42347,42347,C39,,,2/26/2003,44493,,,C32
44360,B,M,F24,10/31/2002,Th,41665,42347,42347,C39,,,2/26/2003,44387,,,C17
44362,B,F,F24,10/31/2002,Th,41665,42347,42347,C39,,,2/26/2003,44541,,,C39
44373,W,M,F24,10/31/2002,Th,42228,42394,42394,C42,,,2/26/2003,44576,,,C43
44381,B,F,F24,10/31/2002,Th,42228,42394,42394,C42,,,2/26/2003,44435,,,C25
44387,W,F,F24,10/31/2002,Th,42389,41874,41874,C47,,,2/26/2003,44360,,,C17
44389,W,F,F24,10/31/2002,Th,42389,41874,41874,C47,,,,,,,
44393,W,M,F24,10/31/2002,Th,42389,41874,41874,C47,,,2/26/2003,44139,,,C19
44397,B,M,F24,10/31/2002,Th,41893,42447,42447,C50,,,2/26/2003,44289,,,C20
44399,B,M,F24,10/31/2002,Th,41893,42447,42447,C50,,,2/26/2003,44186,,,C21
44402,B,F,F24,10/31/2002,Th,41893,42447,42447,C50,,,2/26/2003,44426,,,C24
44410,B,F,F24,10/31/2002,Th,41906,42469,42469,C52,,,2/26/2003,44444,,,C26
44413,B,M,F24,10/31/2002,Th,41906,42469,42469,C52,,,2/26/2003,44354,,,C23
44424,B,F,F24,10/31/2002,Th,41959,42423,42423,C54,,,2/26/2003,44480,,,C31
44426,W,M,F24,10/31/2002,Th,41959,42423,42423,C54,,,2/26/2003,44402,,,C24
44435,B,M,F24,10/31/2002,Th,42438,42333,42333,C57,,,2/26/2003,44381,,,C25
44444,W,M,F24,10/31/2002,Th,42336,42479,42479,C58,,,2/26/2003,44410,,,C26
44445,W,F,F24,10/31/2002,Th,42336,42479,42479,C58,,,2/26/2003,44232,,,C14
44446,W,M,F24,10/31/2002,Th,42336,42479,42479,C58,,,2/26/2003,44484,,,C27
44453,T,M,F24,10/31/2002,Th,42459,41675,41675,C59,,,2/26/2003,44228,,,C28
44455,T,F,F24,10/31/2002,Th,42459,41675,41675,C59,,,2/26/2003,44300,,,C8
44463,W,F,F24,10/31/2002,Th,42464,41861,41861,C60,,,2/26/2003,44185,,,C30
44465,W,M,F24,10/31/2002,Th,42464,41861,41861,C60,,,2/26/2003,44529,,,C45
44466,W,F,F24,10/31/2002,Th,42464,41861,41861,C60,,,2/26/2003,44573,,,C46
