16	3541918	2.083
16	3541925	2.083
16	3582622	2.107
16	3582776	2.107
16	3593718	2.113
16	3640419	2.141
16	3648243	2.146
16	3728272	2.193
16	3729043	2.193
16	3743426	2.202
16	3744356	2.202
16	3745138	2.203
16	3761578	2.212
16	3761645	2.212
16	3816326	2.245
16	3820157	2.247
16	3827495	2.251
16	3832520	2.254
16	3846779	2.263
16	3872405	2.278
16	3895056	2.291
16	3927759	2.31
16	3928800	2.311
16	3935296	2.315
16	3935409	2.315
16	3953870	2.326
16	3953968	2.326
16	3957916	2.328
16	3965129	2.332
16	3995862	2.351
16	3995882	2.351
16	3999506	2.353
16	4003073	2.355
16	4003126	2.355
16	4015610	2.362
16	4016981	2.363
16	4045621	2.38
16	4113188	2.406
16	4125620	2.408
16	4156243	2.411
16	4157529	2.411
16	4222884	2.417
16	4237269	2.418
16	4237304	2.418
16	4237328	2.418
16	4237345	2.418
16	4248389	2.419
16	4263620	2.421
16	4264569	2.421
16	4265509	2.421
16	4266542	2.421
16	4266911	2.421
16	4266995	2.421
16	4267839	2.421
16	4271400	2.421
16	4271430	2.421
16	4271457	2.421
16	4272435	2.421
16	4272442	2.421
16	4272576	2.421
16	4272594	2.421
16	4273180	2.421
16	4273419	2.421
16	4273452	2.421
16	4279192	2.422
16	4283407	2.422
16	4289094	2.423
16	4290660	2.423
16	4313745	2.425
16	4317519	2.426
16	4324000	2.426
16	4324658	2.426
16	4329304	2.427
16	4329307	2.427
16	4332218	2.427
16	4386521	2.432
16	4395079	2.433
16	4395956	2.433
16	4397383	2.433
16	4400368	2.433
16	4401335	2.433
16	4409112	2.434
16	4411625	2.434
16	4416493	2.435
16	4416514	2.435
16	4427234	2.436
16	4431933	2.436
16	4435912	2.437
16	4440805	2.437
16	4447405	2.438
16	4455633	2.438
16	4456684	2.439
16	4462085	2.439
16	4464801	2.439
16	4484506	2.441
16	4484610	2.441
16	4497935	2.442
16	4508708	2.443
16	4514543	2.444
16	4518876	2.444
16	4537877	2.446
16	4541037	2.446
16	4541207	2.446
16	4558660	2.448
16	4566311	2.449
16	4566493	2.449
16	4566592	2.449
16	4567177	2.449
16	4567377	2.449
16	4578138	2.45
16	4599065	2.452
16	4603436	2.452
16	4607963	2.453
16	4613204	2.453
16	4613289	2.453
16	4613348	2.453
16	4613374	2.453
16	4614873	2.453
16	4620903	2.454
16	4630648	2.455
16	4648459	2.456
16	4649060	2.456
16	4649940	2.457
16	4654231	2.457
16	4696954	2.461
16	4704131	2.462
16	4780684	2.469
16	4844345	2.475
16	4846813	2.475
16	4848031	2.475
16	4848984	2.475
16	4856656	2.476
16	4857069	2.476
16	4861632	2.476
16	4868313	2.477
16	4873275	2.477
16	4876392	2.478
16	4898289	2.48
16	4907776	2.481
16	4909694	2.481
16	4923663	2.482
16	4924580	2.482
16	4925712	2.482
16	4928585	2.483
16	4946777	2.484
16	4955975	2.485
16	4956115	2.485
16	4956119	2.485
16	4957469	2.485
16	4960194	2.486
16	4960567	2.486
16	4962131	2.486
16	4974923	2.487
16	4975066	2.487
16	4975520	2.487
16	4975534	2.487
16	4976323	2.487
16	4976383	2.487
16	4977239	2.487
16	4978993	2.487
16	4979080	2.487
16	4979116	2.487
16	4980096	2.487
16	4981062	2.487
16	4984159	2.488
16	4984283	2.488
16	4984914	2.488
16	4998496	2.489
16	5009270	2.49
16	5011601	2.49
16	5025660	2.492
16	5027488	2.492
16	5027498	2.492
16	5034064	2.492
16	5074682	2.496
16	5075947	2.496
16	5078126	2.497
16	5101514	2.499
16	5115085	2.5
16	5115435	2.5
16	5118878	2.5
16	5118978	2.5
16	5126834	2.501
16	5126983	2.501
16	5142059	2.502
16	5155272	2.504
16	5164016	2.505
16	5164037	2.505
16	5164038	2.505
16	5164134	2.505
16	5165618	2.505
16	5165667	2.505
16	5173118	2.505
16	5182224	2.506
16	5184535	2.506
16	5189659	2.507
16	5189710	2.507
16	5191464	2.507
16	5194167	2.507
16	5194346	2.507
16	5195013	2.507
16	5195019	2.507
16	5195833	2.507
16	5195879	2.507
16	5197414	2.508
16	5197773	2.508
16	5198673	2.508
16	5198846	2.508
16	5203854	2.508
16	5215951	2.509
16	5231356	2.511
16	5237503	2.511
16	5241424	2.512
16	5243242	2.512
16	5243343	2.512
16	5243374	2.512
16	5243668	2.512
16	5243700	2.512
16	5243772	2.512
16	5243825	2.512
16	5243826	2.512
16	5244046	2.512
16	5244052	2.512
16	5244205	2.512
16	5244298	2.512
16	5244510	2.512
16	5247146	2.512
16	5247235	2.512
16	5247239	2.512
16	5247348	2.512
16	5247764	2.512
16	5255514	2.513
16	5255518	2.513
16	5259022	2.513
16	5259047	2.513
16	5259070	2.513
16	5259075	2.513
16	5261231	2.514
16	5261240	2.514
16	5261246	2.514
16	5261271	2.514
16	5617528	2.547
16	5622769	2.547
