sex cpp.age
0 58
0 58
1 48
1 55
1 55
1 47
1 49
0 50
1 51
1 50
1 54
1 52
0 57
1 48
1 48
0 51
1 57
1 57
0 55
1 52
1 47
0 47
1 47
0 55
0 54
1 53
0 53
0 58
0 53
1 54
0 50
1 49
0 50
1 66
0 48
0 47
0 55
1 57
1 49
0 47
0 48
0 46
0 53
0 54
0 55
0 66
0 49
1 47
0 47
0 57
0 49
1 48
1 52
0 48
0 51
1 58
0 57
1 53
1 57
0 63
1 55
0 47
0 51
0 48
1 49
1 48
0 57
1 50
1 58
1 52
0 47
1 49
1 47
0 48
0 54
0 54
1 51
0 47
1 50
0 47
1 45
0 50
1 48
1 63
1 47
1 50
1 54
1 47
1 58
0 49
1 50
0 48
0 50
1 58
1 46
1 54
0 57
1 54
1 58
1 47
1 47
0 47
0 47
0 47
1 47
1 50
0 48
0 47
1 48
1 49
0 47
1 53
0 49
1 57
0 55
1 47
1 53
0 49
0 62
1 51
1 49
0 58
0 52
0 49
1 50
0 49
0 58
0 49
1 48
0 47
0 52
0 52
1 53
0 48
0 49
0 48
0 61
1 55
1 62
1 61
1 53
0 48
1 45
1 53
1 62
0 53
0 49
0 48
0 53
1 54
1 75
1 88
1 62
1 60
0 56
1 54
0 61
1 50
0 68
1 71
1 53
0 60
0 50
0 57
0 78
0 63
0 55
0 53
1 61
1 55
1 57
0 53
0 50
1 61
1 61
0 62
1 52
1 98
0 52
1 59
0 61
0 61
0 48
1 63
1 53
0 54
1 50
1 51
1 54
1 52
1 54
0 56
1 53
0 53
0 63
0 61
0 48
1 55
1 55
1 50
0 73
0 53
0 50
1 48
1 64
0 64
0 69
1 54
0 61
1 62
1 52
0 46
0 52
0 54
0 54
1 53
0 55
1 75
1 53
1 59
1 62
0 66
1 49
1 56
1 50
0 61
0 54
0 52
0 60
0 66
1 51
1 75
1 62
0 49
1 49
1 53
1 56
1 57
1 50
1 63
1 61
0 55
1 53
0 70
0 57
1 47
0 49
0 52
0 50
1 50
1 57
0 54
0 53
0 47
1 58
1 49
1 48
0 49
1 48
0 49
1 57
1 47
0 50
1 62
0 50
1 58
1 49
1 47
0 53
1 55
0 50
1 53
1 58
1 49
0 58
0 45
1 50
1 54
0 58
1 53
1 55
0 47
0 47
1 53
0 48
1 63
1 48
0 52
1 47
0 53
0 50
1 88
0 57
1 63
1 77
1 64
1 74
1 54
1 50
0 66
1 54
0 53
1 52
0 53
0 53
1 49
1 53
0 54
1 63
0 52
1 52
0 50
1 69
0 73
1 63
1 61
1 54
1 66
0 53
1 69
1 49
0 54
0 48
1 60
1 62
1 73
0 54
1 63
1 56
1 56
1 94
1 54
0 75
1 52
0 53
0 68
0 66
0 54
1 52
0 52
1 84
0 53
0 52
0 57
1 68
0 53
0 46
1 54
1 78
0 54
0 63
1 66
1 62
0 54
0 54
1 49
0 55
1 59
0 59
1 53
0 75
1 61
0 61
1 63
0 52
1 69
1 48
1 52
0 54
0 52
1 61
1 55
0 66
1 49
0 54
1 52
0 53
1 54
0 52
1 60
1 75
0 63
1 67
0 53
1 75
1 54
0 56
1 53
0 69
1 52
1 52
1 74
1 51
1 52
0 62
1 58
0 98
1 52
0 53
0 76
0 53
0 62
1 61
1 62
0 63
0 62
1 49
1 54
1 57
1 66
1 61
0 62
1 NA
0 53
0 54
0 61
1 63
0 50
0 55
0 52
1 63
0 52
1 51
0 53
1 52
1 NA
0 48
0 92
0 54
0 75
1 43
1 52
1 60
1 54
0 50
1 54
0 84
0 62
0 68
0 53
0 75
1 56
1 48
1 NA
0 54
1 55
0 53
1 75
1 61
0 54
0 75
1 56
0 64
1 55
0 55
1 52
0 52
0 63
1 54
0 60
1 63
0 56
1 52
1 69
1 50
0 NA
1 101
0 53
0 90
1 53
1 54
0 59
1 53
1 54
0 62
0 73
0 59
1 53
0 55
0 54
1 50
0 55
1 39
1 54
1 60
0 56
1 53
1 63
1 46
0 66
0 55
1 60
0 53
0 57
1 50
0 54
1 76
1 54
0 61
0 63
0 66
1 57
1 54
0 57
1 54
1 73
0 49
0 54
1 66
1 68
1 65
0 74
1 57
0 54
1 60
1 90
0 68
1 72
0 50
0 52
0 52
0 50
0 61
0 101
1 53
0 55
0 52
1 55
1 53
0 46
0 68
1 59
0 60
1 53
0 64
1 77
1 53
1 54
0 65
0 61
1 53
0 75
0 72
1 52
0 51
1 40
0 54
0 52
1 53
0 69
0 54
1 55
1 52
1 58
0 52
0 53
1 51
1 50
0 54
0 68
1 56
1 49
1 54
1 63
1 55
1 53
0 53
0 54
0 74
0 52
1 53
0 52
0 52
0 61
1 60
1 53
1 48
1 55
0 63
0 54
0 54
1 54
0 55
1 48
1 50
1 67
0 54
1 47
0 52
1 74
1 59
1 67
0 52
0 60
0 35
0 53
0 61
0 75
0 55
1 54
0 62
1 58
1 52
0 54
0 58
0 61
0 54
1 55
0 49
0 50
1 56
0 70
1 62
0 63
0 54
1 49
1 84
0 55
0 49
0 69
0 53
1 54
0 78
1 52
0 51
1 54
1 54
0 56
1 76
0 54
1 67
1 50
0 51
1 54
1 51
1 55
0 74
0 53
1 50
0 50
0 62
0 52
1 53
0 49
1 61
1 101
0 61
1 53
0 100
1 71
0 54
0 52
0 55
1 67
0 49
0 65
1 61
1 53
0 49
0 54
1 61
0 62
0 56
1 52
0 60
0 61
1 60
1 54
0 55
1 71
0 53
0 59
1 48
0 44
1 48
1 50
0 84
1 56
0 54
0 48
0 57
1 57
1 67
0 67
0 69
1 61
1 62
1 53
0 63
0 54
0 59
0 52
0 53
0 54
1 89
1 53
1 67
0 68
0 60
0 73
0 63
0 71
0 66
1 66
0 51
0 54
1 63
1 54
0 50
1 55
1 66
0 101
1 66
0 52
1 56
1 53
0 88
0 63
1 54
1 52
1 46
0 52
1 52
1 60
0 67
0 59
1 61
0 56
1 50
1 57
0 45
1 64
0 62
1 53
0 56
1 60
0 75
1 56
0 53
1 63
1 55
1 44
0 68
0 52
0 54
0 98
1 54
1 54
0 54
0 57
0 53
1 57
0 69
0 68
1 63
1 52
1 54
0 52
1 54
1 56
1 52
0 50
1 60
0 53
0 53
0 55
0 54
1 53
0 63
0 52
0 52
0 56
1 53
0 63
1 53
0 63
0 53
0 51
0 56
0 54
0 52
1 54
1 52
1 100
0 54
1 75
1 51
0 53
0 64
1 62
1 58
1 57
0 60
0 50
0 54
0 62
1 48
0 56
1 52
1 49
1 70
1 49
0 63
1 66
1 49
0 52
1 69
0 61
0 76
1 45
1 70
1 63
1 52
0 57
0 54
1 98
1 56
0 49
0 55
1 68
1 54
0 75
1 74
1 68
0 49
0 60
1 57
0 50
0 53
1 55
1 52
0 56
0 71
1 61
0 51
0 78
1 54
1 59
1 61
0 57
0 68
0 71
0 53
1 54
0 55
1 88
0 54
1 58
0 61
1 58
1 53
0 57
1 55
1 54
1 45
0 40
1 66
1 55
1 62
1 52
1 70
1 55
1 54
1 52
1 49
0 54
1 61
1 53
0 53
1 61
1 53
1 54
1 54
0 51
0 55
1 61
0 50
0 73
0 53
1 61
0 59
1 46
0 54
1 52
0 56
1 61
1 70
0 57
1 61
0 48
1 68
1 57
1 52
0 52
1 48
1 71
0 55
1 53
0 62
0 53
0 64
1 54
0 56
1 92
1 51
0 45
0 52
0 54
1 68
1 73
1 66
0 65
0 61
1 63
1 57
0 49
0 52
0 56
0 52
1 50
1 53
0 53
1 52
1 53
0 57
0 50
0 45
0 NA
0 54
0 57
0 77
0 89
1 63
1 53
1 52
1 51
0 52
0 52
0 54
0 52
1 56
1 62
0 53
0 62
0 50
0 49
0 54
1 63
0 69
1 66
0 59
1 52
1 72
0 51
1 54
0 58
0 49
0 62
0 53
0 53
1 69
1 68
0 67
0 61
1 51
1 65
1 53
0 54
0 50
1 56
1 52
0 53
1 57
0 76
0 67
1 52
0 54
0 77
0 56
0 58
1 53
1 51
0 67
1 66
1 53
0 67
1 55
0 54
1 54
0 54
0 71
0 52
1 53
1 54
1 105
1 53
1 64
1 65
1 52
1 68
0 48
0 98
0 59
1 53
1 52
1 73
0 52
1 63
0 59
1 53
0 54
0 60
1 59
0 62
0 54
1 52
0 94
1 50
0 70
0 72
1 75
0 70
0 61
0 53
1 54
1 53
0 60
1 62
0 50
0 58
0 61
1 52
1 62
1 66
0 54
0 52
0 62
1 53
0 67
0 68
1 62
0 53
1 53
0 68
1 54
1 98
0 55
0 58
0 67
0 51
1 50
0 51
1 50
0 53
1 35
1 77
0 53
0 63
1 66
1 54
1 52
0 66
0 52
1 54
0 63
0 73
0 88
0 53
1 49
0 53
1 59
1 56
0 68
0 68
0 66
1 50
1 69
0 66
1 59
0 49
0 53
1 51
1 64
1 88
1 53
1 54
0 63
0 57
1 52
1 52
1 54
0 66
0 70
0 54
0 50
1 76
1 61
0 53
1 59
0 52
1 56
0 61
1 57
0 61
1 50
0 52
0 53
1 54
1 73
0 43
1 52
1 54
1 53
0 55
0 60
1 101
1 53
1 75
1 68
0 63
0 58
0 53
1 54
0 53
