sex cpp.age
0 53
1 50
0 50
0 48
1 47
0 48
0 58
1 50
1 50
1 58
0 49
1 53
0 57
0 53
0 53
0 53
0 48
1 51
0 54
0 52
0 49
0 48
1 47
0 62
0 48
0 49
0 52
1 54
1 62
0 49
1 58
1 48
1 54
1 57
1 47
1 48
1 52
0 57
0 50
0 49
0 47
1 55
0 47
1 47
0 48
1 54
0 49
1 48
1 48
0 48
1 49
1 48
1 52
0 49
1 58
1 57
1 57
1 57
0 57
1 53
0 48
0 47
0 53
1 58
0 49
0 63
1 49
1 47
0 57
0 47
0 50
1 66
1 48
0 52
0 48
1 55
1 47
0 50
1 50
1 57
0 49
0 55
1 49
0 51
1 52
1 55
0 58
0 55
0 47
1 55
0 47
0 51
1 57
1 53
0 52
1 48
1 49
1 51
1 47
0 54
0 66
0 50
1 50
1 50
1 50
0 58
0 47
0 58
1 48
1 52
1 48
0 54
1 53
0 58
0 55
1 47
0 50
0 49
0 47
0 57
0 55
0 49
1 49
1 55
1 53
0 54
1 47
1 47
1 49
0 52
0 51
1 47
0 47
0 58
1 63
0 54
0 61
0 68
0 56
0 75
1 51
0 54
0 53
1 56
0 54
0 52
0 61
1 55
1 49
1 60
1 62
0 92
1 57
0 62
1 61
0 73
0 59
0 67
1 53
1 50
0 53
1 55
1 54
0 68
1 73
1 53
1 52
0 55
0 56
0 48
1 52
0 49
0 60
1 54
0 61
0 53
0 51
1 50
0 53
0 57
1 NA
1 101
1 63
1 90
1 68
0 54
1 60
1 66
1 63
0 54
0 68
0 55
1 62
1 52
0 53
1 61
0 49
1 63
1 53
1 60
0 52
1 54
1 50
0 49
1 52
0 77
1 67
1 56
0 53
0 64
1 66
0 53
0 61
1 52
1 50
1 56
1 59
1 54
1 52
1 53
1 52
1 68
0 48
1 52
1 54
0 54
1 53
0 52
0 61
1 62
0 53
1 53
1 68
1 54
0 53
0 66
1 52
0 50
1 47
0 47
0 58
1 49
1 58
0 50
1 47
1 53
1 48
0 47
0 55
1 50
0 47
0 58
1 47
0 50
0 49
0 47
0 50
1 51
0 47
0 54
1 54
0 47
1 53
1 50
1 54
0 47
1 58
1 57
1 58
1 53
0 57
1 49
0 57
0 48
1 54
1 49
1 47
1 58
0 62
1 49
1 47
1 48
0 47
1 49
0 53
0 NA
1 66
1 53
0 76
0 75
0 53
1 53
1 63
1 54
0 52
1 74
0 49
0 52
0 94
0 67
1 63
0 64
0 50
0 68
1 52
0 69
0 66
0 59
1 61
0 61
0 56
0 56
0 54
1 61
1 50
0 50
0 53
1 54
0 63
1 63
0 54
0 57
1 67
0 70
0 50
0 54
1 54
0 63
1 54
1 88
0 58
0 53
1 100
1 53
0 50
0 68
1 69
0 61
1 77
0 62
0 53
1 66
0 52
1 52
0 53
0 52
1 53
0 55
0 57
1 54
0 55
0 75
1 54
0 53
1 53
1 52
0 50
0 54
1 53
1 69
1 52
0 54
1 62
1 54
0 70
1 52
1 57
0 63
0 54
0 52
0 54
0 52
0 56
1 56
1 61
1 61
0 61
1 55
1 55
0 78
1 52
0 63
1 52
0 66
0 52
1 67
1 98
0 61
0 101
1 54
0 53
1 66
0 50
0 63
0 55
0 55
1 66
0 52
1 69
1 58
0 54
1 54
0 54
1 67
1 68
0 53
0 54
0 58
0 52
1 61
0 51
1 53
1 69
0 61
1 59
0 53
0 60
1 61
1 54
0 88
0 52
0 63
0 54
1 51
0 67
1 53
1 53
0 53
0 52
0 68
1 62
1 54
0 60
1 65
1 65
1 51
1 48
1 57
1 59
0 55
0 48
0 53
1 62
0 71
0 78
1 54
1 54
1 56
0 73
1 52
0 53
0 48
0 53
0 54
0 66
1 NA
1 68
1 56
1 51
0 54
1 54
1 57
1 57
1 49
0 55
0 60
0 61
1 48
0 65
0 76
1 53
1 71
0 49
1 53
0 67
0 53
0 52
1 50
0 53
1 72
1 53
0 62
0 61
0 59
0 60
1 53
1 64
1 54
0 71
0 54
0 67
0 55
0 52
1 75
0 68
1 55
1 77
1 63
1 63
1 54
0 52
1 55
0 53
0 54
1 74
0 54
1 57
