sex cpp.age
1 58
0 53
0 50
0 57
0 52
1 49
0 53
1 54
0 54
0 53
1 48
1 57
1 66
0 49
0 47
1 54
1 47
1 48
0 48
1 57
0 53
1 47
1 47
0 62
1 53
0 49
0 52
0 58
1 49
0 47
1 57
0 55
1 58
1 50
1 50
1 63
1 47
0 49
1 57
0 57
0 58
0 53
0 50
1 47
0 49
1 48
1 50
1 55
0 63
1 48
1 48
1 54
1 49
0 54
1 49
1 53
0 49
0 49
0 55
0 58
1 47
0 58
0 49
0 47
1 47
0 52
0 48
1 49
0 47
0 47
1 58
0 45
0 50
0 47
1 58
1 50
0 48
0 49
1 47
0 49
0 50
1 48
1 51
1 51
1 58
0 50
1 48
1 47
1 49
0 66
0 47
0 48
0 47
1 47
1 47
0 55
0 50
1 58
0 49
1 48
1 52
0 55
1 53
0 47
0 58
1 54
1 58
1 55
0 57
1 47
1 57
1 55
0 49
1 57
0 51
0 50
1 45
0 48
0 51
0 46
1 62
0 52
0 57
1 55
0 48
0 47
0 48
1 57
1 49
0 47
1 58
1 50
0 47
0 47
1 49
1 54
1 69
1 49
1 52
0 61
1 62
1 61
0 61
0 52
0 94
1 53
1 61
0 48
1 48
0 56
0 48
1 52
1 52
1 52
0 75
1 69
0 60
1 53
1 66
0 54
0 68
1 77
0 62
1 51
1 50
0 61
1 53
1 52
1 76
1 49
1 53
0 73
1 49
1 53
1 57
1 54
0 55
0 54
0 54
0 NA
0 40
1 53
0 45
1 50
0 53
0 63
1 50
1 53
1 63
0 54
0 54
1 62
1 53
1 53
1 53
1 55
1 54
0 52
0 57
1 57
1 68
1 50
0 63
1 50
0 53
1 53
1 62
1 52
0 48
1 52
1 53
0 55
1 63
0 63
0 54
0 52
1 63
1 45
1 84
1 50
1 53
0 52
1 66
1 53
0 66
0 75
1 61
0 54
0 52
1 53
1 63
1 57
0 62
1 66
0 49
0 55
1 54
0 66
1 77
0 56
0 54
1 75
0 60
0 53
0 52
0 57
1 53
0 55
0 51
1 51
0 47
1 46
1 55
0 57
0 50
1 53
0 54
0 57
0 58
0 50
0 50
1 52
0 58
0 54
1 50
1 47
1 54
0 48
0 53
1 55
0 48
1 50
0 49
1 52
1 50
1 48
0 47
1 47
1 53
1 53
0 47
1 48
0 48
1 52
0 54
1 53
1 50
0 47
1 48
1 47
1 53
1 55
1 47
0 54
0 56
0 50
1 56
1 52
0 62
1 74
0 63
0 54
1 53
1 55
0 59
1 54
0 55
0 52
0 49
1 98
0 50
1 54
0 50
0 52
0 54
1 52
0 54
0 54
0 54
0 53
1 51
0 52
1 54
0 62
0 63
1 54
0 53
0 53
1 57
1 61
0 71
1 75
1 60
0 56
0 75
0 53
0 50
0 54
1 59
0 49
0 56
0 54
1 55
0 61
0 55
1 52
0 46
1 98
0 89
1 56
0 52
0 49
0 55
0 53
1 60
1 55
0 53
0 53
1 68
0 63
0 50
1 49
0 49
1 52
0 53
0 50
1 68
1 51
0 61
0 54
0 62
1 56
1 54
0 60
0 53
0 70
1 101
1 54
0 51
0 73
0 53
0 48
0 56
1 84
0 63
0 46
1 67
1 54
0 67
0 98
0 59
0 52
1 64
0 51
0 68
1 55
1 55
0 88
0 52
0 68
0 77
1 70
0 78
1 58
1 63
0 68
0 55
1 57
1 56
0 53
0 69
1 52
1 48
0 53
1 56
0 67
1 67
1 62
1 54
1 50
0 76
1 52
0 101
1 56
0 55
1 78
0 53
0 98
1 66
1 70
0 64
1 61
0 51
1 54
0 54
0 60
0 71
0 70
1 53
0 69
0 72
1 53
0 68
0 63
0 50
1 53
0 54
0 67
1 54
1 54
0 53
0 54
1 71
1 66
1 63
0 53
1 58
0 54
1 52
0 48
1 48
0 53
1 56
0 101
0 60
1 62
1 50
1 75
1 52
1 51
1 66
0 53
1 52
0 64
0 53
0 54
1 62
1 63
0 54
1 54
0 73
1 62
1 56
1 66
0 53
0 NA
1 52
0 90
0 55
1 62
1 54
1 49
1 52
1 54
1 54
0 54
0 69
1 54
0 57
0 52
1 60
0 61
1 53
1 52
1 54
0 52
1 54
0 62
1 73
1 59
1 61
1 57
0 52
1 54
1 66
0 52
1 62
0 57
0 52
1 49
1 54
0 56
1 69
1 53
1 63
1 56
0 51
1 63
0 55
1 52
0 54
0 53
0 53
0 53
1 43
0 53
0 52
0 54
0 53
1 52
0 75
0 54
