sex cpp.age
1 50
0 47
0 48
1 47
1 57
1 50
1 52
0 49
0 49
0 51
0 47
1 58
0 49
1 46
0 48
0 58
0 48
0 51
1 57
1 47
0 57
1 49
1 47
1 49
1 58
0 57
1 47
0 49
1 58
1 50
0 48
0 49
0 47
0 48
0 50
1 47
0 54
1 47
0 48
0 53
0 49
0 52
0 58
1 47
1 57
0 55
1 58
1 55
1 48
0 57
1 53
0 47
1 50
0 54
0 48
1 53
1 49
0 47
0 47
1 57
0 50
1 63
1 58
0 57
0 52
0 50
0 47
0 62
1 54
1 50
1 54
0 47
1 57
0 48
1 47
1 53
0 58
1 52
0 52
1 51
0 47
1 48
1 54
0 63
1 58
1 45
0 54
1 47
0 49
0 55
0 49
0 54
1 52
1 49
1 48
0 52
0 50
1 48
0 66
0 47
0 53
1 47
0 47
1 47
0 50
0 53
0 55
1 50
0 46
1 55
0 57
1 53
0 55
0 47
1 50
0 47
1 49
0 58
0 49
1 51
1 55
0 45
0 47
1 48
1 66
0 51
1 54
1 52
1 54
1 48
1 47
1 49
1 53
0 58
1 51
1 53
1 53
0 50
1 46
1 52
1 61
1 54
1 52
0 75
1 57
1 69
0 69
0 53
0 59
0 49
1 101
0 61
1 52
1 63
0 52
1 62
0 53
0 63
1 73
0 54
0 70
0 53
0 58
1 98
1 75
1 57
1 66
1 101
0 48
1 45
1 63
1 88
0 90
1 55
1 75
0 60
0 54
0 56
0 63
0 61
0 53
1 52
1 53
0 51
1 53
0 52
0 54
0 61
1 52
1 60
0 54
1 54
1 64
0 52
0 55
0 63
1 52
0 53
0 72
0 54
0 53
0 53
1 55
1 84
1 46
1 77
0 53
1 50
0 53
1 53
1 58
0 55
1 52
0 49
0 67
0 54
0 53
1 50
0 62
0 50
1 67
1 52
0 63
1 56
0 63
0 40
1 52
0 52
0 54
1 69
0 66
1 60
1 68
0 50
1 53
1 54
0 56
0 52
1 52
0 50
1 62
1 55
1 63
1 54
0 50
0 54
1 48
0 47
0 49
1 47
1 58
1 53
0 48
1 48
0 50
1 49
1 48
0 50
1 49
1 57
1 57
0 50
0 47
1 49
1 50
1 55
0 53
1 53
1 49
0 57
0 49
1 55
0 48
1 47
1 55
1 62
1 47
0 53
0 49
0 55
0 52
0 57
1 47
0 58
0 53
1 61
1 58
0 47
0 58
1 54
1 48
1 62
1 48
1 76
0 50
1 63
1 67
0 53
1 54
0 46
1 53
1 48
1 56
0 53
1 66
1 54
0 54
0 56
1 69
0 52
0 63
0 NA
0 71
0 45
1 53
1 54
0 52
1 72
0 60
0 56
0 61
0 50
0 60
1 59
0 55
1 56
0 52
1 73
0 56
1 57
1 54
0 54
0 51
0 52
1 69
0 54
0 54
1 66
1 52
0 55
1 53
0 76
1 88
1 59
1 53
0 59
0 78
1 71
0 56
1 61
0 71
1 54
1 49
0 55
1 98
0 45
1 54
0 55
0 60
1 63
1 48
1 52
0 68
1 59
0 52
0 63
0 78
0 98
1 67
0 53
1 53
0 44
0 50
1 50
1 68
0 61
0 61
0 88
1 53
1 61
1 54
0 52
1 69
1 49
0 57
1 61
1 60
1 100
0 61
0 63
0 53
1 50
0 59
0 69
1 62
1 52
1 53
0 54
0 53
1 53
1 62
0 63
0 53
1 65
1 48
1 70
0 53
0 50
1 56
1 66
1 66
1 54
0 45
1 54
0 52
0 54
0 62
1 51
1 53
0 54
1 52
1 51
0 51
0 75
0 50
0 52
1 62
0 75
0 57
0 53
0 59
1 54
1 88
0 92
1 48
0 70
0 48
1 52
1 53
1 54
0 67
1 43
0 98
0 54
0 49
0 61
0 56
1 49
0 53
1 68
0 61
0 54
0 54
0 65
1 53
0 52
1 54
1 89
1 61
0 62
0 75
1 52
1 54
1 56
1 53
0 51
0 57
1 50
0 55
1 63
1 63
1 53
0 52
1 52
1 55
1 56
1 53
0 52
1 61
0 61
1 55
0 51
0 52
1 54
0 61
1 52
1 70
1 67
0 63
1 68
1 52
1 58
0 53
0 66
1 62
1 61
0 54
1 53
0 101
0 63
0 52
1 59
1 55
1 53
0 53
0 54
0 52
0 52
0 70
1 54
1 61
0 61
1 54
1 54
0 61
1 61
1 54
1 53
0 53
0 52
1 69
0 54
0 52
0 52
1 54
0 49
1 50
1 50
0 68
0 52
1 53
0 52
1 69
0 67
1 66
0 50
0 57
0 68
0 51
0 73
0 73
1 51
1 53
0 53
0 53
1 53
0 70
1 58
0 60
1 52
1 92
0 76
0 56
0 68
0 54
1 50
1 52
1 NA
1 54
1 55
0 62
1 55
0 52
1 53
0 66
0 68
0 53
1 61
1 72
1 50
1 50
0 53
0 52
1 75
0 61
1 55
0 59
1 59
1 53
0 54
0 69
1 49
0 52
0 54
0 54
0 72
0 54
1 50
0 57
1 101
1 73
1 76
0 89
0 46
1 66
1 66
0 55
1 54
0 54
1 52
1 56
0 49
1 50
1 88
0 55
1 75
1 52
0 66
0 50
0 52
1 57
0 75
0 66
1 55
0 66
0 55
1 55
1 53
1 51
0 59
1 78
0 57
0 53
0 64
1 54
0 67
1 94
1 77
1 52
0 55
1 54
1 63
0 53
0 56
0 71
1 50
1 54
0 51
0 61
1 60
1 62
1 61
1 51
1 61
1 71
0 50
1 54
1 53
0 54
1 55
1 52
0 53
0 60
0 73
1 54
1 49
1 54
0 54
0 54
0 54
0 53
1 51
1 50
1 53
0 53
0 54
1 52
0 49
0 61
1 90
1 55
1 64
1 73
1 35
0 55
1 49
1 53
0 63
0 48
1 67
0 50
1 76
0 54
1 65
0 69
1 54
0 70
1 105
0 61
0 49
0 64
0 60
0 53
0 55
0 62
0 57
1 49
0 64
0 49
0 52
0 65
1 53
1 52
0 43
0 54
1 53
1 45
0 53
0 50
1 56
1 54
0 50
1 54
0 52
0 74
0 67
0 54
1 50
1 48
1 54
1 52
1 53
0 55
0 55
1 57
1 54
1 52
0 62
0 75
1 60
1 52
0 55
0 100
0 54
0 62
0 48
1 50
0 56
0 62
0 56
0 55
1 62
1 56
1 60
0 66
1 52
0 78
1 54
0 94
0 68
1 49
1 67
1 66
1 54
0 68
1 60
1 70
1 50
1 63
1 61
1 52
0 69
0 51
0 55
0 54
0 54
1 62
1 53
0 51
0 84
0 64
1 55
0 54
1 68
0 55
1 53
1 60
0 58
0 54
0 75
0 66
0 63
1 58
1 49
1 56
0 52
0 48
0 67
0 56
0 62
0 62
1 63
1 51
0 54
0 49
0 57
1 52
1 53
1 54
1 53
0 52
0 54
1 57
0 53
1 63
1 53
1 57
1 54
1 51
1 53
0 49
1 75
1 39
1 62
1 60
0 68
1 52
1 51
0 54
0 52
0 53
1 54
0 57
0 73
1 62
0 59
1 59
0 59
1 70
0 63
1 49
0 56
0 54
0 66
1 54
1 48
1 58
0 57
1 55
1 63
1 54
1 59
1 74
0 NA
0 54
1 61
1 57
0 53
1 53
0 52
0 75
0 58
1 44
1 53
0 53
0 52
1 63
1 56
1 63
0 62
0 53
1 75
0 61
0 54
1 61
1 61
0 62
1 66
1 61
0 74
0 77
1 46
1 68
0 53
1 66
1 52
1 62
0 62
0 53
0 73
0 60
1 64
1 53
0 63
1 62
0 54
0 53
1 52
1 63
0 48
1 53
1 60
0 52
0 54
1 54
0 52
1 52
0 50
1 61
0 63
0 53
0 101
1 53
0 53
1 67
1 68
0 56
1 53
0 88
0 66
1 74
1 40
1 57
1 63
1 54
1 61
1 48
0 49
0 63
1 65
0 58
1 53
1 63
1 50
1 74
1 54
0 73
1 56
1 50
1 52
0 60
0 52
0 53
0 66
1 57
1 56
0 52
1 52
0 77
1 59
0 68
0 56
0 50
1 59
0 52
1 52
0 55
0 53
0 62
1 54
0 35
1 52
0 68
0 68
1 61
1 51
0 50
0 58
0 53
0 52
1 54
1 68
1 55
0 49
0 69
0 54
0 53
1 55
1 54
1 56
1 55
1 55
0 50
1 58
1 54
0 57
1 63
1 54
0 84
0 54
0 48
1 64
0 53
0 55
0 52
1 51
0 68
0 55
0 61
0 68
0 74
0 52
0 58
1 56
1 62
0 54
1 57
0 54
1 54
1 75
1 57
1 73
0 68
1 57
1 61
0 53
0 56
1 56
0 59
1 52
1 61
0 65
0 57
1 98
0 63
1 66
1 51
1 74
1 61
0 59
1 52
0 62
0 63
1 54
1 71
0 54
1 64
1 50
1 59
1 53
0 50
0 61
1 54
1 45
1 53
0 56
1 60
1 53
0 67
0 61
0 54
1 75
0 66
0 60
1 61
0 53
1 77
0 61
0 54
1 53
0 69
0 53
1 68
0 54
1 53
1 48
0 46
0 50
1 75
0 75
0 98
1 53
1 62
1 63
1 52
0 53
0 60
0 54
1 48
1 NA
0 63
1 NA
0 53
1 56
1 54
0 53
0 62
0 62
0 54
0 52
1 52
1 49
0 48
1 53
0 54
0 76
1 62
0 61
0 51
0 61
0 60
1 52
1 53
1 63
1 49
1 84
1 52
0 57
0 49
0 52
1 71
1 57
0 71
1 54
0 53
0 53
1 66
1 49
1 50
0 67
1 66
1 50
0 48
0 61
0 54
1 54
1 49
0 49
0 64
0 54
1 54
