sex cpp.age
1 58
1 47
0 57
0 50
0 58
1 47
0 48
1 47
0 57
1 49
1 48
0 55
1 47
0 47
0 48
0 49
0 48
0 54
0 53
1 48
1 53
1 49
0 47
0 54
1 49
1 51
0 48
1 47
1 49
1 58
1 54
0 47
0 63
1 49
1 48
0 51
1 47
0 49
0 57
0 48
0 49
1 48
1 58
1 53
0 49
0 49
0 46
0 52
0 57
1 52
0 47
0 53
1 50
1 58
0 54
0 47
0 50
0 48
0 47
0 50
0 54
1 45
0 66
1 57
1 47
1 55
0 47
1 63
1 53
1 47
1 54
0 50
1 57
1 50
1 54
1 57
1 50
1 54
1 57
0 58
1 57
0 54
0 48
0 47
0 57
1 54
0 49
1 47
1 49
1 58
0 48
1 46
0 48
0 58
1 57
0 49
0 50
0 45
1 50
0 55
0 50
1 53
0 55
0 50
1 62
0 49
1 55
1 66
1 58
0 49
1 53
0 47
1 47
0 52
1 55
1 50
1 47
1 52
0 47
1 49
0 53
1 53
1 51
1 58
0 62
1 47
0 48
0 51
0 49
0 50
1 52
0 58
1 47
1 47
0 47
1 48
1 64
0 50
1 56
1 54
0 50
0 62
1 53
0 59
1 52
1 45
1 52
1 53
1 63
0 88
1 52
0 50
1 56
0 61
1 105
0 50
0 61
0 55
0 52
1 53
1 69
0 54
0 50
1 53
1 54
0 66
1 43
0 56
1 51
1 58
0 57
0 56
1 48
1 54
1 61
1 63
0 68
0 50
1 52
1 52
1 46
0 54
1 98
0 53
1 50
1 63
0 53
1 60
1 52
1 52
0 52
0 54
0 55
1 75
1 66
1 62
0 63
0 61
1 52
1 53
1 50
1 54
1 53
1 67
1 48
0 57
0 60
1 54
0 78
0 68
0 58
0 53
0 54
1 62
0 78
0 61
0 53
0 63
0 66
0 55
1 61
0 54
1 65
1 53
1 66
1 62
0 61
1 51
0 61
1 49
0 52
0 63
0 48
1 66
0 53
1 54
1 78
0 53
0 53
0 54
0 54
1 56
0 54
0 53
1 58
1 55
1 50
0 52
1 53
1 50
1 49
0 47
1 54
1 48
1 55
1 50
1 53
1 57
1 55
0 47
0 51
1 49
1 48
0 53
0 47
0 55
1 50
0 58
0 49
1 48
0 58
1 47
0 50
0 57
1 48
0 53
0 58
1 48
0 49
1 47
0 47
1 49
0 55
0 47
0 47
1 63
1 52
0 53
0 52
0 52
1 48
1 56
0 57
1 60
0 35
0 52
1 51
1 53
0 54
1 52
0 54
0 54
1 48
0 49
1 75
1 66
1 54
1 54
1 NA
0 73
1 50
0 61
0 52
1 69
1 61
1 61
1 55
1 67
0 75
1 56
1 60
1 52
1 59
0 63
0 75
1 77
0 52
0 46
0 54
1 52
1 101
1 57
0 50
0 53
0 53
0 49
1 54
1 60
0 62
1 53
1 88
0 48
0 55
0 55
1 50
0 68
1 54
0 49
0 NA
0 52
1 63
0 52
0 54
1 55
0 56
0 75
0 53
0 52
1 65
0 52
0 48
1 52
0 49
1 51
1 72
0 56
1 54
0 55
0 54
1 54
1 66
1 54
0 88
0 54
0 62
0 48
0 56
0 52
0 52
1 69
1 53
1 54
1 67
0 54
1 55
1 56
0 53
0 57
1 56
1 66
1 51
0 65
0 55
0 61
0 52
0 101
1 61
0 49
1 101
0 52
0 61
0 54
1 75
0 64
0 68
1 52
1 53
1 51
0 45
0 51
1 55
1 52
0 68
0 98
1 57
1 58
1 63
0 54
0 52
1 73
1 63
1 50
1 53
1 53
0 53
1 62
1 68
1 53
0 63
1 61
0 57
1 74
1 75
1 101
1 54
0 54
1 52
0 53
1 66
0 54
0 52
1 NA
0 44
0 54
1 52
1 67
0 54
1 50
1 61
1 50
0 45
0 68
1 52
1 53
1 54
0 67
1 59
1 53
1 52
1 54
1 52
0 53
1 55
1 63
1 58
0 60
1 58
1 52
0 63
1 56
1 84
1 62
0 98
0 50
0 52
1 61
0 53
0 63
0 54
0 69
1 52
1 76
1 56
1 55
