sex cpp.age
1 49
0 50
1 53
0 47
1 50
1 49
1 51
1 47
1 49
1 55
0 47
0 48
1 49
0 47
0 47
1 48
1 48
0 53
0 47
1 57
0 47
1 47
1 47
1 58
1 50
1 58
1 57
0 58
0 50
0 50
1 48
1 50
1 49
1 51
0 49
0 47
0 57
1 58
1 54
0 47
1 54
1 48
0 50
1 47
1 47
0 53
0 52
0 58
1 53
0 51
0 47
0 47
1 58
0 51
1 58
1 48
1 55
1 52
0 57
1 55
0 47
1 47
0 58
1 50
1 49
0 50
0 50
0 47
0 58
0 57
0 47
0 49
0 49
1 58
1 53
1 47
0 57
1 54
1 50
0 49
0 55
1 53
0 55
1 66
0 58
0 57
0 47
0 48
1 47
0 52
1 63
0 52
1 47
1 53
1 48
0 50
0 51
0 48
0 49
0 54
0 54
1 53
1 48
0 50
0 49
0 63
1 55
0 48
1 57
0 55
0 49
1 47
1 49
1 49
1 62
1 50
0 55
1 55
1 52
0 48
0 50
0 53
1 50
1 48
1 52
0 53
0 49
1 52
0 52
1 54
0 49
0 58
0 55
1 52
0 47
1 52
1 53
1 53
0 68
0 48
0 56
0 49
0 65
1 59
0 62
1 56
0 76
1 56
1 53
0 53
1 53
0 63
1 54
0 73
0 53
1 61
0 54
1 54
1 58
1 52
0 69
0 NA
0 76
1 53
1 73
0 89
1 52
1 48
0 70
0 57
0 98
1 52
0 50
0 58
1 75
1 54
1 101
1 55
1 52
1 62
0 54
1 53
1 53
0 55
0 52
1 59
1 59
0 62
1 53
0 69
1 54
0 59
1 54
1 101
1 59
0 54
1 61
1 71
1 54
0 54
1 56
1 56
1 50
1 57
1 59
1 61
0 49
0 61
1 92
1 76
0 62
0 53
1 66
1 60
1 52
1 53
0 51
1 63
1 72
0 49
1 48
0 53
0 55
1 51
0 54
0 53
1 61
1 56
0 53
1 61
0 53
0 64
1 73
1 61
1 63
0 57
0 53
0 52
0 66
0 53
1 57
0 49
0 48
0 48
1 49
1 47
0 48
1 54
0 62
1 57
1 47
0 50
0 47
1 47
1 50
1 54
1 53
1 47
0 47
0 57
1 47
0 48
1 58
1 47
1 53
1 48
0 48
0 49
0 54
0 49
0 58
1 48
1 49
1 58
1 48
1 51
1 50
0 57
0 55
1 57
0 54
1 57
1 55
0 54
0 69
0 61
0 53
0 58
0 88
0 61
1 49
1 52
1 62
0 67
0 50
0 50
0 48
0 49
0 63
0 60
1 60
0 55
1 68
0 69
0 58
0 84
0 49
1 61
0 69
0 63
0 75
1 52
1 48
1 60
0 57
0 74
0 55
0 61
0 68
0 51
0 67
1 55
1 54
1 63
0 61
1 52
1 64
1 70
1 53
1 53
0 54
1 67
0 52
1 61
1 53
0 55
1 54
0 50
1 66
0 61
1 54
0 78
1 50
1 53
0 52
1 53
0 50
0 49
0 59
0 51
1 54
0 49
1 54
0 94
1 53
1 61
1 55
0 73
1 52
0 52
1 63
1 53
1 58
0 67
1 54
0 53
0 59
0 70
0 63
0 52
1 67
1 57
0 54
0 54
0 56
1 62
1 69
1 52
1 53
1 62
0 54
0 48
1 55
0 61
0 54
0 61
1 56
0 63
1 78
1 66
1 NA
0 52
1 63
1 54
1 54
0 55
0 54
0 56
1 56
0 54
1 54
0 50
0 53
1 54
1 50
0 71
0 52
1 52
1 58
0 54
0 56
1 71
1 52
1 75
0 53
1 94
1 50
0 55
1 75
1 72
0 55
1 48
1 57
1 48
1 62
1 64
0 56
0 68
0 50
0 64
1 49
0 49
0 61
0 55
1 61
0 55
1 49
1 53
1 55
0 55
0 57
1 66
1 98
1 64
0 52
0 66
0 54
1 50
1 52
1 57
0 52
0 72
0 51
1 62
1 57
1 55
0 52
1 73
0 52
