sex cpp.age
1 50
0 47
1 55
0 52
1 50
1 52
0 47
1 58
0 58
0 49
1 50
0 53
0 55
1 58
0 47
0 54
1 53
1 48
0 57
0 49
1 51
0 47
1 49
0 49
1 47
1 48
0 55
0 49
1 57
1 54
1 49
1 47
1 53
0 55
1 63
0 49
0 57
0 54
1 48
0 48
1 54
0 48
1 58
0 58
1 53
1 51
0 47
0 47
1 49
0 53
0 49
1 47
0 50
1 55
1 54
1 47
0 47
1 50
1 57
1 58
0 48
1 53
1 57
0 48
1 57
0 66
0 50
0 52
0 49
1 55
1 58
0 48
1 47
0 58
1 47
1 50
0 57
0 55
0 50
1 57
0 49
0 49
1 57
1 54
1 49
0 52
1 48
1 48
0 48
1 48
1 48
1 52
1 49
1 50
0 53
1 52
1 48
0 58
1 58
1 47
1 58
1 49
1 49
1 62
0 52
1 57
0 47
0 47
0 47
1 51
0 48
0 50
0 48
0 49
0 47
0 57
1 66
1 48
0 47
0 48
0 57
0 51
1 49
0 50
0 63
0 50
1 55
1 53
1 47
1 47
1 47
1 58
0 49
1 55
1 50
0 66
0 49
0 60
1 60
1 54
1 56
1 52
0 88
0 78
0 54
1 52
0 61
1 57
0 53
1 56
1 66
0 52
1 53
0 54
1 61
0 54
0 54
0 75
0 61
1 52
0 54
1 59
1 60
1 50
0 100
0 50
1 61
0 54
1 50
0 50
1 71
1 66
1 53
1 63
1 55
0 94
0 61
1 94
0 64
0 49
1 63
1 59
1 54
1 67
0 53
0 70
0 55
1 56
0 66
0 68
1 52
1 62
0 72
0 52
1 53
0 67
1 53
1 63
1 56
0 64
0 55
1 56
0 53
0 53
0 63
1 88
0 60
1 49
0 54
0 61
1 51
0 54
1 53
1 50
0 52
1 70
0 63
1 64
1 68
0 49
0 52
0 68
1 74
0 98
1 54
1 49
0 76
0 53
1 63
1 53
0 50
1 49
1 61
0 53
1 48
1 54
0 54
0 58
1 49
0 58
1 48
0 47
0 47
1 53
0 51
0 47
1 47
0 55
0 52
0 49
1 54
1 47
0 62
0 50
0 50
0 48
0 47
1 53
0 58
1 47
0 57
0 54
1 47
0 50
0 54
1 53
1 55
0 54
0 53
1 50
1 49
0 57
1 50
0 47
1 52
1 55
1 47
1 48
1 48
0 51
1 54
0 53
1 47
1 52
1 53
0 50
0 52
0 63
0 69
1 62
0 61
0 69
0 63
0 68
0 61
1 52
0 54
0 57
1 52
1 49
1 52
0 59
1 52
1 55
1 52
0 51
1 57
0 57
0 72
1 74
0 52
1 54
1 55
1 55
0 60
1 54
0 92
1 50
1 50
1 55
0 51
0 53
0 71
1 51
0 62
1 55
0 53
1 60
1 61
1 55
0 54
0 62
0 61
1 53
0 63
1 59
0 48
0 52
1 62
1 50
0 75
0 53
1 51
1 62
1 49
0 62
0 56
0 51
0 55
0 55
0 57
1 NA
0 53
0 68
0 69
1 54
0 70
1 51
1 61
0 50
1 54
1 63
1 50
0 61
0 62
1 77
1 53
1 76
0 66
1 69
1 67
1 59
0 50
1 53
0 63
1 53
0 63
0 54
1 65
1 58
1 54
0 61
1 56
0 50
0 53
0 55
1 49
0 59
1 70
1 52
0 57
0 53
1 54
0 54
1 54
1 56
1 73
1 52
0 52
1 54
0 52
0 64
0 53
0 49
0 63
1 54
0 53
0 56
0 51
1 52
0 54
0 52
0 50
1 57
0 67
0 62
0 49
0 55
0 73
1 54
0 77
0 50
0 71
0 49
1 74
0 50
1 67
0 67
0 59
1 54
0 58
0 67
0 54
1 50
0 74
0 49
1 52
1 54
1 61
1 58
1 52
0 62
1 53
0 66
0 54
0 56
0 48
0 55
1 68
0 54
0 68
1 53
1 52
0 54
0 62
1 52
1 57
0 70
0 75
0 59
0 63
1 50
1 84
0 54
0 52
0 64
1 52
0 54
0 68
0 52
1 59
1 48
0 52
0 68
1 64
0 49
1 62
1 54
1 68
1 51
0 53
1 51
0 63
0 68
1 54
0 64
0 53
1 101
0 51
1 53
0 73
0 52
1 61
0 52
0 55
1 51
1 51
1 61
0 53
0 75
1 60
0 48
0 63
0 60
0 74
1 53
0 57
1 53
1 73
0 56
0 53
0 54
1 67
0 54
1 63
1 63
1 69
0 61
1 53
1 54
1 53
0 55
0 65
0 66
0 50
1 52
1 70
0 71
1 54
0 59
0 63
0 53
0 52
1 54
1 53
0 55
0 101
1 74
0 55
0 52
1 50
1 53
0 59
0 61
0 52
1 54
0 75
1 63
1 53
0 54
0 55
1 54
0 57
0 56
0 61
1 58
0 62
0 54
0 98
1 52
0 77
0 51
1 54
1 54
0 59
1 53
0 56
1 56
0 53
0 50
1 53
0 78
1 54
1 66
0 NA
1 53
0 50
0 54
0 84
0 50
1 54
1 69
1 54
1 69
0 56
0 62
1 50
1 59
0 63
0 58
0 52
0 75
1 66
0 54
0 68
1 66
1 88
0 53
1 66
1 61
1 52
1 90
1 54
0 52
1 62
1 54
0 54
0 54
1 52
1 61
0 50
0 53
1 66
0 78
1 61
0 68
1 63
1 75
0 50
0 55
0 53
1 62
1 67
1 54
0 50
1 98
0 54
1 53
0 56
1 50
0 71
1 50
1 53
1 53
1 62
0 68
0 54
0 54
0 54
1 54
1 66
1 73
1 56
0 55
1 66
0 54
0 54
1 76
0 48
1 76
1 70
1 60
1 54
0 54
1 53
0 66
0 57
0 63
0 54
0 53
1 49
1 61
0 63
1 63
1 61
1 53
1 67
1 55
0 61
0 49
0 61
1 54
0 55
1 60
0 69
1 49
1 60
1 89
1 52
1 54
1 68
0 53
1 48
0 52
0 53
1 59
1 54
1 55
0 54
1 66
0 76
1 49
0 53
0 75
0 60
1 62
1 100
0 50
1 62
1 57
1 52
0 53
0 53
0 54
1 60
1 49
1 71
1 66
1 60
0 54
0 56
1 63
1 63
0 52
0 66
1 52
1 60
0 56
1 63
1 55
0 52
0 48
1 54
1 52
1 49
1 64
0 55
0 48
0 62
1 62
1 65
0 52
1 54
1 50
1 54
1 55
0 53
1 57
0 60
0 62
0 53
0 51
0 52
0 63
1 49
1 61
1 53
0 67
0 65
1 66
1 50
1 62
1 55
0 55
0 53
1 52
0 53
0 49
0 62
0 69
1 61
0 52
1 75
0 61
0 54
0 51
0 53
0 66
0 50
0 53
0 52
1 57
0 62
0 57
0 60
0 52
1 59
0 53
0 66
0 56
0 73
1 62
1 71
1 61
1 72
0 58
1 53
0 54
0 53
1 48
1 75
1 63
0 54
0 101
1 71
0 51
0 67
0 61
1 63
0 52
1 63
0 63
0 54
1 48
1 54
1 51
0 53
1 75
0 52
1 56
1 56
1 53
0 54
1 53
0 68
0 68
0 74
1 53
0 52
1 68
1 57
1 52
0 61
1 88
1 52
1 101
1 63
1 52
0 NA
1 68
0 54
1 50
0 73
1 60
0 52
1 54
1 56
1 64
1 54
0 76
1 53
1 52
0 57
1 52
1 68
0 54
0 52
1 53
0 55
1 52
0 58
1 53
1 77
1 61
1 77
1 52
1 56
1 75
1 54
1 53
1 54
1 50
0 53
1 63
1 54
1 57
1 54
1 53
1 52
1 62
1 53
1 66
0 57
0 53
0 70
1 53
0 50
0 54
0 65
1 61
0 54
0 49
1 57
1 50
1 63
0 57
0 60
1 62
0 49
0 52
1 48
1 52
0 54
0 56
1 53
1 84
0 48
0 53
1 54
1 52
1 54
1 53
1 69
0 54
1 48
0 51
1 54
0 56
0 62
0 54
1 68
1 105
0 73
0 66
0 54
1 50
0 53
0 53
1 58
0 53
0 58
1 98
1 54
1 57
1 57
1 52
0 62
0 66
1 73
1 52
1 53
1 61
1 61
1 60
1 54
0 52
0 54
0 61
0 48
1 59
0 55
1 54
0 59
0 52
1 49
0 60
0 53
0 52
1 75
0 52
0 54
0 52
1 56
1 NA
1 64
1 52
0 98
1 59
0 55
0 63
0 53
0 61
1 73
1 56
1 53
1 56
0 58
0 61
1 53
0 56
1 92
0 54
1 53
0 73
1 58
1 53
0 50
0 53
1 88
1 61
0 53
1 63
0 61
0 56
1 54
0 52
0 49
0 54
0 56
0 60
1 66
0 56
1 53
0 67
1 98
0 53
1 63
1 50
1 52
1 54
1 53
0 62
1 54
0 57
1 54
1 75
1 55
0 52
1 54
0 61
1 69
0 69
0 75
0 62
0 63
0 89
0 90
1 68
0 52
0 69
1 53
1 72
0 53
0 52
0 53
1 56
0 88
0 53
0 55
1 54
1 62
1 53
0 54
0 63
1 65
0 75
1 53
0 52
1 58
1 50
1 49
1 52
1 55
0 57
1 78
1 61
1 52
0 52
1 55
0 53
0 54
1 61
1 52
0 70
0 54
1 101
1 57
1 48
1 61
0 53
0 61
0 53
0 60
1 51
0 66
1 52
1 55
1 51
1 NA
0 53
1 53
0 53
1 67
1 55
1 61
0 55
0 61
0 67
0 68
0 52
0 61
1 69
1 52
0 48
0 59
0 59
0 49
1 75
1 57
1 53
1 75
0 60
0 84
1 62
1 55
0 54
