sex cpp.age
1 47
1 53
1 52
0 50
1 49
1 55
1 47
1 54
1 57
1 50
1 58
0 49
1 49
1 52
1 50
1 58
1 66
1 54
0 51
0 58
1 47
0 50
0 57
1 55
0 49
0 48
1 58
1 62
1 53
1 51
0 58
0 57
0 49
1 53
0 50
1 53
0 55
1 49
0 49
0 47
0 47
0 50
0 48
1 50
1 47
0 57
0 49
0 53
0 47
1 53
1 57
1 52
0 52
1 49
1 48
0 47
0 54
1 48
1 58
1 47
0 48
0 63
1 47
0 55
0 52
0 49
0 62
1 47
1 54
0 54
0 55
1 50
0 57
1 48
1 52
1 58
1 54
1 48
1 53
1 53
1 47
0 54
0 50
1 57
0 53
0 47
1 50
0 47
0 47
0 66
0 49
1 55
0 47
1 47
1 58
1 47
0 58
0 58
1 49
1 49
1 48
1 54
1 53
0 47
0 47
1 49
1 47
0 52
1 50
1 51
0 47
0 54
0 49
0 49
0 48
0 55
1 63
0 51
0 50
0 48
0 48
1 47
1 47
0 47
0 48
0 57
1 55
0 57
1 57
0 58
1 57
1 47
1 54
1 54
1 49
1 52
0 52
1 50
0 63
1 53
0 50
1 56
0 62
1 57
1 50
0 55
1 62
0 53
1 84
1 98
0 54
1 60
1 59
1 52
0 73
1 67
1 50
1 62
0 50
0 98
1 63
1 54
1 48
0 56
1 54
0 62
0 53
0 63
1 53
1 55
1 57
0 53
1 54
1 77
0 78
1 63
0 55
1 56
1 55
0 60
1 51
1 52
0 68
0 54
1 59
0 53
1 50
1 60
0 56
0 49
1 53
1 61
0 53
1 55
0 66
0 84
0 49
0 52
1 77
1 61
0 54
1 53
1 48
0 52
1 88
0 66
0 77
1 52
1 73
0 53
1 67
1 63
1 48
0 61
1 52
1 56
0 53
1 63
0 53
1 60
1 56
1 51
1 68
1 66
0 54
0 70
1 50
0 62
1 52
1 78
0 56
0 66
0 67
0 68
0 54
0 50
1 61
1 55
1 49
1 58
0 53
0 48
0 58
0 51
0 47
0 58
1 50
1 48
0 50
1 51
1 48
0 52
0 50
0 47
1 50
0 49
0 54
1 48
0 52
1 58
0 50
1 55
0 49
0 53
1 48
0 48
0 47
0 48
1 50
1 57
1 57
1 49
1 48
0 50
0 53
1 48
0 55
1 47
0 48
1 47
0 47
0 47
0 57
1 NA
0 60
1 53
1 50
0 57
1 53
0 57
1 54
1 53
1 58
1 60
1 75
1 61
1 49
0 63
0 61
1 89
0 63
0 75
0 74
0 48
1 69
1 66
1 53
0 63
1 63
0 54
0 50
0 61
0 54
1 69
1 63
0 75
0 61
0 55
0 53
1 63
1 53
1 51
0 70
0 53
1 55
0 67
0 61
1 53
0 75
1 63
1 68
1 48
1 52
0 57
0 49
0 69
0 53
1 69
1 52
0 59
0 53
0 54
0 48
0 52
0 66
0 63
1 54
0 67
1 63
1 52
0 68
0 56
1 101
0 53
1 65
0 76
1 62
0 63
0 52
1 52
1 66
0 48
1 53
0 72
1 51
1 61
1 54
0 54
0 52
0 60
1 52
0 69
1 56
0 61
1 51
1 54
0 55
1 71
0 51
0 57
0 60
0 50
0 54
0 54
1 53
1 59
1 55
0 65
1 69
1 61
0 61
0 54
0 55
0 52
0 58
1 50
1 55
0 53
1 66
0 64
0 54
0 57
1 54
1 73
1 66
1 54
0 54
0 NA
0 75
0 61
0 54
0 75
0 71
1 52
1 62
0 53
0 61
1 60
1 61
1 88
0 53
0 52
1 53
1 53
1 55
1 64
0 63
0 59
0 69
1 71
1 75
0 59
1 105
1 51
1 55
0 60
1 61
0 56
0 53
0 70
1 75
0 54
0 60
0 52
1 53
0 49
1 88
0 54
0 52
0 52
0 53
1 64
0 66
1 56
1 61
1 51
0 55
1 61
0 48
0 54
1 72
0 56
0 53
1 52
0 56
0 52
0 51
1 49
1 57
1 57
1 50
1 61
1 54
1 50
1 52
0 61
0 52
1 48
0 54
1 50
1 53
0 50
1 59
1 100
1 53
1 48
1 57
0 54
1 49
1 52
1 54
0 54
1 75
1 50
1 75
0 54
1 59
1 53
1 55
1 53
0 55
1 62
1 54
1 60
1 53
0 53
1 53
1 58
0 54
0 65
1 54
0 62
0 61
0 55
1 54
0 54
0 52
0 50
0 71
1 54
1 54
1 56
0 52
0 53
0 51
1 52
0 52
1 53
1 68
0 73
0 55
1 52
1 54
0 68
0 63
1 55
0 54
1 52
1 71
1 52
1 54
0 62
1 54
1 63
0 63
1 53
0 52
1 54
0 53
0 51
1 49
1 67
1 94
0 49
1 53
1 52
1 54
0 52
0 58
0 63
0 61
1 68
1 75
0 56
0 56
0 66
1 50
1 50
1 56
0 49
0 52
1 59
0 51
0 52
1 54
0 56
0 76
1 61
0 60
1 56
1 53
0 62
1 61
1 61
1 76
0 64
0 52
1 77
1 53
0 68
0 52
1 63
0 52
1 52
1 54
0 54
0 61
1 49
0 53
0 61
0 88
0 53
1 63
0 52
0 53
1 54
1 57
0 53
0 55
1 54
1 101
1 54
1 49
0 53
1 88
0 53
1 50
1 66
0 76
0 48
1 63
0 70
0 52
1 52
1 66
0 62
1 67
0 55
1 49
1 50
0 53
0 63
0 62
0 56
0 67
0 60
1 54
0 62
0 52
1 53
1 61
0 54
0 53
0 50
0 52
0 50
1 74
0 49
0 52
0 52
1 48
1 54
1 50
1 54
0 48
1 54
0 54
0 68
1 55
1 62
0 59
1 53
0 62
0 64
0 69
1 62
0 51
0 56
0 52
1 55
1 65
1 52
0 62
0 55
0 53
0 56
0 53
0 54
1 50
0 75
0 54
0 63
1 54
1 70
0 73
0 50
1 55
0 71
1 61
0 57
1 66
0 68
0 63
1 98
0 52
1 68
0 61
1 56
1 51
1 54
0 59
0 84
0 53
0 63
0 98
1 56
1 57
1 54
0 54
0 54
0 62
0 63
0 53
0 52
1 57
0 53
1 52
0 53
1 53
1 52
1 56
0 54
1 54
1 58
1 52
0 61
1 57
1 52
0 53
1 57
0 61
0 49
1 76
0 68
1 52
0 62
1 NA
0 50
1 71
0 68
0 88
1 56
0 67
1 60
1 54
0 54
0 52
1 57
1 48
0 98
0 49
1 73
1 52
0 52
0 70
0 54
1 53
1 59
1 90
1 63
0 67
1 53
1 59
1 NA
0 69
0 49
0 69
0 48
0 50
0 54
0 54
0 73
1 60
0 53
0 53
1 54
0 101
0 74
1 63
1 57
1 59
0 66
0 55
1 61
1 54
0 56
1 75
1 69
0 53
0 54
1 53
0 63
0 56
0 62
0 54
0 60
0 54
0 78
1 53
0 61
1 52
0 68
0 55
1 53
1 62
0 74
0 54
1 63
0 100
1 53
1 64
0 63
1 68
0 55
1 61
1 51
1 53
0 75
0 59
1 54
1 61
0 68
1 55
0 54
1 66
0 73
1 61
0 58
1 68
0 50
1 49
1 55
0 52
0 52
1 53
0 61
1 62
0 52
1 62
0 61
1 56
0 55
0 57
0 54
1 74
1 53
1 98
1 62
1 54
0 54
0 54
1 60
1 65
1 54
1 54
0 49
0 59
0 49
1 56
0 50
1 54
1 75
1 54
1 62
0 49
0 53
1 50
0 78
1 58
1 62
0 52
1 56
1 67
1 53
0 53
1 67
0 75
0 53
0 53
0 53
1 64
1 55
1 63
1 61
0 51
0 50
0 61
1 53
1 101
0 75
0 64
0 54
0 54
1 54
1 70
1 55
0 57
0 66
0 51
1 66
0 52
