sex cpp.age
0 47
0 47
1 51
1 50
0 55
0 47
1 53
0 47
1 48
0 58
0 55
1 58
1 48
1 55
1 50
0 54
1 47
0 58
1 54
1 52
0 55
1 48
0 50
1 57
1 57
0 50
1 49
0 48
1 55
0 51
0 53
0 54
1 52
1 49
1 53
0 58
1 48
1 53
0 52
0 58
0 63
0 46
0 50
1 54
0 48
1 66
1 49
0 57
1 62
1 53
0 48
0 53
1 57
1 47
0 47
0 49
0 47
1 48
0 50
1 47
0 47
1 57
1 47
0 50
0 49
0 47
1 49
0 48
1 55
0 47
1 50
1 49
1 58
0 53
0 50
1 50
1 54
0 57
1 52
0 52
0 50
1 54
0 49
1 50
1 47
1 55
1 49
0 51
0 49
0 62
1 54
0 53
1 63
1 48
0 45
1 47
0 57
1 50
1 48
0 50
1 49
0 57
0 54
1 52
1 47
0 48
1 47
0 50
1 49
0 55
0 53
0 49
1 48
0 48
1 58
1 47
1 46
0 47
1 50
0 47
0 47
0 47
0 49
1 54
0 47
0 52
1 48
1 58
1 51
0 47
0 58
1 47
1 53
1 47
0 57
1 50
1 53
1 48
1 53
0 54
0 70
1 61
1 53
1 63
1 52
0 53
0 54
1 52
0 54
0 52
0 57
1 52
1 55
1 68
1 61
1 50
1 54
1 76
1 61
0 54
1 53
0 50
1 48
0 53
0 68
0 78
1 65
0 66
1 57
1 54
0 54
1 59
1 54
1 59
1 56
0 75
0 52
1 75
0 52
1 51
0 53
1 54
1 53
0 76
0 53
1 35
0 46
1 52
0 61
1 66
0 55
1 57
0 55
1 46
0 61
1 67
0 54
0 65
1 54
0 61
0 67
0 50
0 55
0 52
1 71
0 73
0 53
0 53
1 63
1 62
0 50
0 54
1 54
1 61
1 57
0 43
1 77
0 54
1 52
0 62
1 68
1 53
1 58
0 70
1 61
1 68
0 54
1 53
0 60
0 53
0 62
1 61
1 52
1 53
1 61
1 50
0 94
1 49
0 75
1 60
0 52
0 61
1 69
0 54
0 52
0 58
1 45
1 47
1 58
0 48
1 49
0 48
1 57
0 57
0 49
0 54
1 55
0 49
0 49
0 51
1 55
0 53
1 47
1 47
1 49
0 58
1 48
1 58
1 53
1 50
0 66
0 48
0 50
1 51
1 53
1 47
1 57
0 49
0 48
0 57
0 55
1 58
0 52
1 47
0 47
1 52
0 47
1 58
0 54
0 49
0 49
1 65
1 53
0 63
1 101
0 53
0 60
0 50
1 75
1 75
1 61
0 61
1 50
0 55
1 59
0 63
1 75
0 70
0 54
1 62
1 45
0 98
0 55
0 56
0 53
0 73
0 53
1 66
0 61
0 51
1 66
0 63
0 54
0 52
1 53
0 51
0 67
0 68
1 55
1 55
0 67
1 54
0 50
0 61
0 50
0 56
0 50
1 56
0 69
1 52
0 52
0 75
