sex cpp.age
1 49
1 53
0 47
1 54
1 57
0 58
0 55
0 53
1 58
0 58
1 55
0 50
1 50
0 49
1 48
1 50
1 57
0 49
0 49
0 57
0 49
0 48
0 53
0 48
1 53
0 52
0 58
1 49
1 50
0 47
0 57
1 49
0 49
1 47
1 50
1 49
0 54
0 47
1 53
0 48
1 51
0 47
0 54
1 55
1 55
1 58
0 52
0 47
1 49
1 54
1 47
0 62
0 51
0 47
1 47
0 48
0 48
0 48
1 50
1 57
1 54
0 54
0 57
1 52
1 57
1 66
0 47
0 50
0 57
1 48
1 50
0 53
1 48
0 49
1 47
0 63
1 48
1 47
1 48
1 49
0 47
1 55
0 47
1 57
1 57
1 48
0 45
0 66
0 53
1 48
0 52
1 48
0 50
1 47
1 47
0 53
1 57
1 47
1 49
1 50
1 50
1 46
1 47
0 52
1 55
1 45
1 51
0 50
1 48
0 47
0 58
1 52
1 47
1 47
0 47
0 57
0 49
1 47
0 51
1 54
0 47
1 52
0 47
0 55
0 49
0 50
0 49
1 53
0 58
0 54
1 58
0 46
1 47
1 53
0 51
1 52
1 52
0 47
0 51
1 60
0 51
0 68
1 50
0 53
0 60
1 60
1 53
0 76
0 58
1 55
0 66
0 68
0 55
0 57
1 57
1 55
0 60
0 52
1 52
1 75
0 69
0 52
1 50
0 54
0 53
0 72
1 54
0 60
1 71
0 52
1 55
1 57
0 62
1 67
0 51
1 55
0 53
0 52
1 60
1 59
0 92
0 52
1 54
0 77
1 52
1 54
1 77
0 54
0 54
1 54
0 56
1 50
1 54
0 58
0 54
1 54
0 63
0 78
0 54
1 52
1 54
0 73
1 88
0 53
0 61
0 48
1 61
0 43
0 63
1 63
1 54
1 89
0 61
1 55
1 54
1 53
0 52
1 53
0 53
0 55
1 66
1 44
0 58
1 58
0 54
0 61
0 70
1 54
1 69
1 68
1 59
1 62
1 62
0 54
1 51
1 53
0 76
0 54
1 53
0 54
0 62
1 88
0 54
0 52
0 50
0 58
0 50
1 55
0 50
0 55
1 49
1 58
0 48
0 47
1 47
1 53
0 47
1 53
0 49
1 47
1 53
1 49
0 50
1 49
1 58
0 54
1 51
0 49
0 57
0 48
1 48
1 50
1 63
1 47
0 48
1 58
1 58
0 53
0 50
0 57
0 52
0 49
0 58
1 54
1 58
0 52
0 48
1 48
0 55
0 55
1 54
0 52
1 62
0 57
