sex cpp.age
1 53
0 50
1 53
0 47
1 57
1 58
1 47
1 55
0 49
0 47
1 54
0 52
1 47
0 49
1 63
0 50
1 58
1 53
0 54
0 47
1 57
0 51
1 62
1 57
1 52
1 55
1 66
1 50
1 50
1 50
0 47
0 54
0 58
1 49
1 47
1 49
1 52
1 55
1 49
1 50
0 49
0 52
0 48
0 57
1 49
0 58
1 55
0 47
0 48
0 47
0 49
1 47
0 49
0 54
1 58
0 50
0 58
0 58
1 57
0 47
1 53
1 47
0 50
0 54
0 49
0 47
1 48
0 47
1 48
0 48
1 49
1 48
1 50
1 53
0 58
0 49
0 57
1 54
0 55
1 47
1 48
0 49
1 48
1 51
0 50
0 55
1 47
1 48
1 47
0 52
0 53
0 57
0 57
0 53
1 47
1 53
1 47
0 51
1 52
1 50
1 49
0 55
1 48
0 51
1 58
0 53
0 58
0 47
0 57
1 49
0 47
0 62
1 47
1 55
1 49
0 49
1 47
0 57
1 47
0 47
0 58
0 48
1 54
0 47
1 57
1 50
1 46
0 50
1 47
0 54
1 47
1 55
1 54
0 50
1 48
0 48
0 63
0 48
1 54
0 53
1 52
0 61
0 50
0 54
0 53
0 63
1 55
1 52
0 67
0 62
0 52
0 53
0 54
0 51
1 63
1 54
1 53
1 54
1 52
1 43
0 63
0 68
0 53
1 69
1 54
1 53
0 61
0 53
1 51
1 92
1 55
1 62
0 60
1 48
1 48
0 78
0 60
1 57
1 53
1 88
0 55
0 62
0 56
1 NA
0 54
0 49
1 77
0 55
0 68
0 53
1 55
0 53
0 54
0 49
1 52
1 49
0 54
0 54
1 50
1 66
1 59
0 55
1 64
0 61
0 50
0 54
0 53
1 58
0 52
0 53
1 52
0 52
1 56
0 62
0 54
0 56
0 58
0 64
1 56
0 53
0 NA
0 54
0 51
1 54
0 67
1 62
1 62
1 75
1 98
1 52
0 52
0 75
0 50
1 67
0 98
0 55
0 49
1 67
0 62
1 50
1 45
1 54
1 60
0 51
0 47
1 57
0 66
1 53
0 57
0 52
0 49
0 55
0 53
0 50
0 48
0 53
1 48
1 51
0 50
1 52
1 57
1 58
1 50
1 49
0 48
1 54
1 54
0 63
1 58
0 48
1 58
0 46
0 48
1 51
0 47
0 50
0 49
1 48
0 52
0 47
1 47
0 55
0 49
0 45
1 49
1 73
1 48
1 53
1 45
1 50
1 58
0 61
0 53
1 54
0 78
1 49
1 67
1 73
0 53
0 61
1 35
0 52
0 56
1 67
1 46
0 55
1 53
1 63
0 52
0 53
1 49
1 53
0 72
1 51
1 53
1 48
0 54
1 58
0 61
0 68
0 62
0 54
0 53
1 50
0 53
0 58
1 54
1 52
0 54
1 54
0 54
1 61
0 61
1 55
1 52
1 53
0 68
0 63
1 60
0 57
1 61
1 56
0 53
0 54
1 54
0 90
0 76
1 53
1 58
0 NA
0 54
1 53
1 63
0 61
1 53
1 68
0 59
1 51
1 94
0 53
1 56
0 73
1 75
0 54
0 50
1 61
1 52
0 77
1 45
1 54
1 63
0 49
1 50
0 52
0 68
0 66
1 48
1 64
1 50
1 52
1 52
0 49
0 55
0 56
0 52
0 75
1 51
0 66
1 53
1 55
1 50
1 62
1 52
1 54
0 53
0 55
1 61
1 54
1 74
1 84
0 52
1 53
0 77
0 68
0 50
1 52
0 88
1 73
1 69
0 53
0 51
1 60
1 54
1 65
1 57
1 52
1 53
1 61
1 52
1 59
0 35
0 53
1 52
1 49
1 52
0 56
1 52
0 54
0 64
0 57
1 70
0 52
0 63
1 53
0 53
1 54
1 69
0 100
0 53
0 45
0 89
0 66
0 57
1 63
1 60
1 54
0 53
0 61
1 56
1 54
0 45
1 59
1 63
1 56
0 56
1 57
1 53
0 75
0 75
1 54
1 60
0 53
1 60
1 52
1 59
0 49
1 63
1 66
1 60
0 59
0 53
0 53
0 98
0 62
1 53
0 52
0 60
1 61
1 55
0 53
1 57
1 54
1 74
1 101
1 52
0 54
0 69
0 66
0 54
0 59
0 52
0 68
0 46
0 61
0 61
0 53
0 53
1 69
0 56
1 49
1 63
0 54
0 61
0 52
1 61
0 56
1 52
1 54
1 59
1 40
1 74
0 53
1 60
0 63
0 67
0 50
0 53
1 51
0 54
0 62
0 51
1 54
0 53
0 54
1 53
1 77
0 68
1 56
1 61
0 54
0 52
1 55
1 66
0 69
0 54
0 84
0 69
1 53
0 54
1 50
1 63
1 66
0 52
0 76
0 75
0 52
1 53
0 55
1 70
1 53
0 50
1 55
1 50
1 54
0 56
1 54
1 68
0 61
1 50
0 57
1 50
1 62
1 52
0 53
0 53
1 52
0 75
1 55
1 53
1 49
0 62
0 66
0 71
0 54
0 61
0 54
1 88
1 51
1 65
0 52
1 52
0 60
1 50
0 75
1 57
0 54
0 46
0 47
1 52
1 66
1 NA
1 54
0 52
1 49
0 50
0 61
1 72
0 59
1 53
0 54
1 52
1 62
0 59
1 55
1 61
1 61
1 50
1 53
0 60
1 54
1 51
0 70
1 53
1 63
0 74
0 50
0 53
0 52
0 54
0 63
1 52
1 89
1 55
0 92
1 49
1 54
1 58
0 66
1 56
1 61
0 61
0 74
0 60
0 73
0 73
1 59
1 61
1 88
0 52
0 71
1 53
0 53
0 57
0 54
0 48
1 63
0 69
0 68
0 59
0 53
0 57
0 51
1 46
0 49
1 71
0 62
0 61
1 52
1 62
1 67
1 63
1 54
0 49
1 59
1 50
1 61
1 52
0 59
1 66
0 70
1 54
1 56
1 62
1 73
1 58
0 63
0 54
1 50
1 54
0 52
1 52
1 90
0 55
0 56
0 55
0 53
1 60
1 52
1 59
1 50
0 53
1 75
1 70
0 54
1 54
0 69
1 54
0 48
1 56
1 67
1 53
0 67
0 55
1 52
1 61
0 50
0 53
1 61
1 62
0 51
0 57
0 46
1 57
0 60
0 61
1 75
1 53
0 60
1 63
1 74
1 54
0 54
0 52
1 48
1 52
0 62
1 54
1 61
1 57
0 52
1 53
0 53
0 66
0 71
1 52
1 54
1 55
1 53
0 62
0 50
0 50
1 48
1 76
0 67
1 63
0 65
0 68
1 52
0 66
0 52
1 57
0 54
0 61
1 54
0 63
1 54
0 63
0 53
0 54
0 52
1 51
0 50
1 39
0 64
0 50
0 74
0 54
0 54
0 68
0 68
0 67
0 72
1 53
1 68
1 50
1 52
1 54
1 52
1 61
1 64
1 54
0 55
1 67
0 60
0 56
0 51
1 63
1 50
1 57
0 60
0 59
0 67
1 52
0 49
0 52
0 98
0 73
0 53
1 54
0 65
0 54
0 58
1 71
1 56
1 76
0 54
1 101
0 52
1 62
0 55
1 50
0 52
1 70
1 45
1 54
0 50
1 75
0 69
1 62
1 53
0 50
1 60
1 54
1 57
1 53
1 52
0 50
0 63
1 71
0 49
0 53
1 105
0 54
1 51
0 50
0 70
1 44
0 55
0 52
1 48
1 55
1 53
1 53
0 53
0 63
0 57
0 54
0 70
0 50
0 54
0 48
1 62
0 63
0 57
1 49
1 68
1 61
0 53
0 58
1 55
0 55
0 76
1 66
0 52
0 52
0 55
0 54
1 54
0 71
1 51
1 53
0 53
1 52
1 69
0 66
1 60
0 75
1 53
0 67
0 44
1 84
1 98
1 71
0 61
1 57
1 54
0 63
0 56
0 54
0 54
0 62
0 57
0 54
0 54
1 53
1 55
0 52
0 55
1 53
1 54
0 101
0 55
1 56
0 61
1 66
0 53
1 69
0 53
1 53
1 68
1 66
0 55
1 NA
0 54
1 60
1 55
0 75
1 62
0 52
1 68
0 48
1 51
1 66
1 54
1 53
1 61
0 58
1 54
1 53
1 54
0 53
0 56
1 63
0 49
1 53
1 52
0 60
0 54
1 65
1 68
1 55
0 45
1 62
0 57
1 61
0 54
1 52
1 54
1 52
1 54
0 55
1 66
1 64
0 62
0 52
0 48
1 56
0 55
0 94
1 55
1 75
1 53
0 52
0 54
0 73
1 58
1 56
1 48
1 101
0 52
0 69
1 53
1 53
1 49
1 54
0 52
0 61
0 54
0 57
0 62
1 77
0 61
1 61
1 53
0 48
1 57
0 52
1 54
0 52
0 53
0 64
1 54
0 52
1 55
0 68
0 56
1 49
0 54
0 54
0 49
0 59
0 54
1 63
0 64
1 53
1 62
1 46
0 84
0 52
0 62
1 53
0 66
1 50
1 76
1 56
1 53
1 54
1 54
1 63
0 52
1 63
0 63
1 78
1 53
1 72
1 68
0 63
0 58
1 57
1 66
1 61
1 49
0 55
1 62
1 52
0 101
0 50
0 61
1 73
0 70
0 53
1 49
1 75
0 51
0 88
1 54
0 52
1 69
0 56
1 66
0 63
0 52
1 62
0 62
1 68
1 63
0 54
0 57
1 53
0 66
1 50
1 53
1 53
0 65
0 63
0 53
0 49
1 75
1 100
1 56
0 63
1 59
1 50
0 53
0 78
0 43
1 48
0 51
1 53
1 63
0 59
1 64
1 61
0 53
0 48
0 56
1 53
1 54
1 57
1 61
1 98
0 53
1 75
0 61
0 66
0 53
0 48
0 54
1 52
0 49
0 56
1 61
0 52
1 59
1 54
0 60
1 56
0 54
0 52
1 51
0 68
0 48
0 54
1 54
1 88
0 53
0 63
0 73
1 52
1 66
0 40
0 62
1 49
1 52
