sex cpp.age
1 58
0 53
1 49
0 50
1 47
0 48
1 48
1 54
1 57
0 50
0 58
0 47
0 49
0 47
1 47
0 47
0 57
0 47
0 52
1 53
0 63
1 55
0 47
1 54
0 53
1 49
1 47
0 49
1 53
1 47
1 50
1 49
1 54
1 48
0 50
1 62
0 54
0 51
0 57
1 53
1 48
0 54
1 52
0 55
0 49
1 50
1 47
0 47
0 48
0 51
1 50
1 48
1 54
1 54
1 47
0 49
1 47
0 52
0 47
0 52
1 47
0 55
0 47
1 58
1 49
0 48
1 47
1 57
0 47
1 52
1 51
1 55
1 47
1 54
0 49
0 58
0 49
0 54
1 50
1 50
0 52
0 48
0 50
1 58
0 49
1 55
1 50
1 53
1 49
0 58
1 49
1 57
0 58
1 48
1 58
0 47
0 50
1 58
1 57
0 50
0 47
1 50
1 49
0 48
1 47
0 50
1 48
0 57
0 55
1 47
1 58
0 54
1 58
0 47
0 49
1 49
1 50
1 48
0 49
0 47
0 47
1 47
1 49
0 48
0 51
0 48
1 58
0 50
0 47
1 48
0 57
1 47
0 49
0 55
1 57
0 62
0 54
1 54
1 53
0 49
1 63
1 53
0 61
1 55
0 52
1 57
0 54
1 62
1 89
0 53
0 61
0 50
0 67
1 50
1 53
1 NA
1 63
1 74
1 73
0 70
0 54
1 53
0 61
1 52
1 75
1 52
1 49
0 68
1 70
0 53
1 67
1 52
1 62
1 63
0 69
0 53
1 67
0 65
0 50
0 50
0 54
0 52
1 60
1 52
0 54
0 60
0 61
0 55
1 NA
0 61
1 61
1 54
0 57
0 53
0 54
1 62
1 54
1 55
0 66
0 54
0 76
0 52
0 57
1 98
1 56
1 55
1 55
0 53
1 54
1 64
1 49
1 54
1 55
0 61
0 53
1 51
1 75
1 62
0 68
1 56
1 53
0 55
0 52
0 54
1 53
1 58
0 58
0 68
0 73
0 53
0 69
1 54
1 53
0 62
0 52
0 53
0 67
0 58
1 48
1 48
0 49
1 53
0 55
1 52
0 54
1 49
1 55
1 53
1 51
1 55
0 55
0 50
1 57
0 48
1 47
1 51
0 57
0 57
0 47
1 55
1 57
0 48
1 48
0 53
0 49
1 47
0 58
0 58
1 63
1 53
0 66
0 53
1 66
1 50
0 53
0 62
1 52
0 47
0 53
0 52
0 57
0 48
1 53
1 66
0 55
1 53
1 75
1 57
0 61
0 52
0 52
1 61
0 61
1 54
1 88
0 63
1 52
0 52
0 62
1 57
1 65
0 60
1 54
1 54
0 60
1 52
1 63
0 63
1 75
1 61
0 51
0 53
0 77
1 69
1 65
0 54
1 48
1 69
0 54
1 63
0 61
0 53
1 77
1 57
1 52
0 53
0 88
0 67
1 52
1 53
0 54
0 55
0 52
1 54
1 48
1 49
0 68
1 50
0 54
0 75
0 53
0 69
0 68
1 52
0 63
1 53
1 50
1 60
0 55
1 63
0 75
1 48
0 52
1 53
0 54
0 89
0 63
0 68
0 54
0 59
1 54
0 60
1 61
1 63
1 51
0 52
1 55
0 53
1 98
0 54
0 61
0 58
1 61
0 54
1 61
0 53
1 54
1 54
0 62
0 56
1 52
0 51
0 48
0 54
1 55
1 61
0 51
0 54
1 50
1 66
1 NA
1 59
1 55
0 84
1 56
0 68
1 68
0 59
1 49
1 49
0 54
0 49
0 61
1 53
1 67
1 100
1 73
1 63
1 52
1 101
0 53
1 64
0 54
0 64
1 61
1 56
1 66
0 53
0 73
1 61
1 54
1 56
1 63
1 54
1 53
0 63
0 50
0 62
1 61
1 73
0 98
0 56
0 53
0 53
1 56
1 52
1 53
1 52
1 50
1 54
1 53
0 68
0 63
1 48
0 50
1 68
1 57
1 52
1 63
1 59
1 64
1 70
1 52
0 54
0 55
0 53
0 59
0 NA
1 62
0 59
0 53
1 62
1 54
1 54
0 60
1 62
0 52
1 63
1 55
0 55
1 54
1 92
0 54
0 53
0 49
0 52
0 53
0 54
1 57
1 53
1 57
0 53
0 73
0 62
0 54
1 50
1 53
0 54
1 56
1 52
0 58
1 57
1 62
1 53
0 61
0 59
0 69
0 48
0 54
0 61
0 57
1 54
1 53
0 52
1 53
1 55
0 54
0 56
0 54
0 53
0 55
1 60
0 71
0 55
1 58
1 53
1 52
0 59
1 54
1 53
1 69
0 56
0 70
0 53
0 53
1 48
0 55
1 52
0 52
0 90
0 52
1 59
0 63
1 52
0 75
1 60
0 69
0 67
1 61
1 61
1 53
0 51
