sex cpp.age
0 57
1 48
1 62
0 58
1 47
0 49
0 47
1 54
1 48
0 50
0 48
1 49
1 55
0 52
1 52
1 58
1 57
1 58
0 58
1 58
1 47
1 58
1 53
0 66
0 48
0 58
0 52
1 58
0 57
1 50
1 48
0 54
1 49
1 52
1 52
1 47
0 55
0 47
1 47
0 49
1 57
0 48
1 49
0 47
1 47
1 50
0 49
1 50
1 53
1 52
0 52
1 48
1 50
0 50
0 50
0 47
0 58
1 53
0 49
1 55
0 58
0 47
0 58
0 55
0 48
1 57
1 49
1 54
0 49
0 54
0 47
1 58
1 47
1 55
1 48
1 57
1 51
1 50
1 53
1 47
0 48
1 63
1 57
1 55
0 51
0 55
0 57
0 52
0 49
1 49
1 53
1 47
1 47
1 54
1 48
1 48
1 48
0 50
0 51
0 48
0 48
0 54
0 50
0 50
1 53
0 57
0 47
0 47
1 53
0 58
0 52
0 50
0 48
1 57
0 50
0 55
0 53
1 49
1 54
1 50
1 48
0 47
0 62
1 58
0 48
1 55
0 53
1 50
0 47
0 50
0 57
1 54
1 47
0 70
0 53
1 63
1 48
1 63
1 54
0 60
0 54
1 63
0 52
1 53
1 55
0 62
1 55
1 88
1 53
0 49
0 55
1 55
1 60
1 56
1 67
1 50
1 54
0 52
1 51
1 49
0 54
0 68
0 100
1 50
0 52
1 54
0 53
0 53
0 66
1 52
0 56
1 53
1 64
0 64
0 52
1 63
1 66
0 84
0 52
1 68
1 NA
0 98
1 60
1 55
0 53
1 56
1 62
0 52
1 72
1 52
0 66
0 51
0 68
1 54
1 73
1 61
1 61
1 51
0 61
1 53
1 58
0 62
0 50
1 62
0 55
1 56
1 66
0 54
0 67
0 57
1 51
1 54
1 51
1 73
1 54
1 54
1 52
1 61
1 75
1 105
0 61
1 49
1 52
0 48
0 58
0 53
0 52
0 58
0 54
0 60
0 61
0 50
1 52
0 49
1 59
0 53
0 69
0 49
1 50
1 47
0 54
1 57
1 47
1 51
0 57
0 49
0 53
0 47
0 47
0 49
1 48
0 49
0 55
0 49
1 49
1 66
1 49
1 47
0 49
1 47
0 51
0 57
0 47
1 51
1 49
1 55
0 53
0 54
0 63
0 47
0 48
1 47
0 47
1 58
1 54
1 47
0 47
1 53
0 50
0 50
0 47
1 49
1 50
1 54
1 49
1 54
1 60
1 53
0 52
1 54
1 75
0 54
0 63
1 60
1 59
0 53
1 48
1 53
0 53
1 56
1 55
0 59
1 59
1 54
1 63
0 55
0 61
1 94
0 53
1 50
0 58
0 53
1 54
0 62
0 67
1 57
1 63
1 101
1 62
0 54
1 50
0 62
1 62
0 63
0 55
0 54
0 68
0 53
1 75
0 52
1 50
1 53
1 52
1 61
1 68
1 50
0 64
0 52
0 59
1 54
0 53
1 71
0 50
1 48
1 54
1 51
1 54
1 62
1 54
1 58
1 70
1 55
0 53
0 58
1 66
1 51
0 62
0 64
1 54
0 64
1 52
1 50
1 50
1 61
0 54
1 62
1 53
0 68
1 67
1 51
1 51
1 67
1 57
1 63
0 51
1 67
1 53
1 52
0 63
0 55
1 53
0 50
0 52
0 54
1 54
1 61
0 71
0 68
1 77
0 72
0 53
1 65
0 61
1 72
1 54
0 54
0 54
0 48
1 57
0 54
1 48
0 66
1 101
1 76
1 54
1 52
1 53
0 61
0 53
1 53
0 51
1 54
1 49
0 51
0 66
1 75
1 70
1 63
1 64
0 48
0 53
1 63
1 92
0 61
1 54
0 55
0 53
0 73
0 56
0 53
1 53
0 54
1 NA
1 57
0 49
0 59
0 51
1 49
0 63
0 54
1 74
1 52
0 56
0 52
0 67
1 57
1 54
0 59
0 52
1 62
1 54
1 56
1 64
0 53
1 61
1 54
0 54
1 49
1 58
0 61
0 53
1 69
0 50
0 54
1 54
1 61
0 53
1 68
0 54
0 68
0 50
0 62
1 68
1 52
1 63
1 54
0 57
0 63
0 61
0 56
0 54
0 54
0 75
1 65
1 52
0 75
1 88
0 54
0 61
1 61
1 73
1 63
0 60
0 50
1 52
0 69
0 52
1 69
1 62
1 54
1 53
0 54
1 54
0 55
0 60
1 57
0 66
0 53
1 53
0 66
0 68
1 53
0 71
0 53
1 51
0 69
0 51
1 52
1 89
0 54
0 53
1 63
1 48
0 61
0 54
1 52
1 53
0 54
0 54
1 53
1 53
0 56
1 59
0 61
0 54
1 63
1 53
1 52
1 70
0 56
0 53
0 68
0 53
0 75
0 61
1 54
0 53
0 50
0 49
1 55
1 54
0 56
1 62
1 57
1 56
1 62
0 52
1 49
0 56
0 56
0 50
1 53
0 70
0 57
0 63
0 50
0 53
0 48
1 57
1 48
0 50
0 68
1 53
0 52
0 73
0 53
0 54
1 53
1 54
1 55
0 54
0 55
1 57
0 73
1 52
1 68
0 55
1 53
1 54
0 69
1 60
1 49
1 61
1 66
0 52
0 59
0 57
0 52
0 56
1 84
1 54
0 69
1 56
0 68
0 60
0 73
1 52
0 53
0 53
0 78
1 76
0 52
1 69
1 54
1 75
1 54
1 67
0 50
0 70
0 52
1 61
1 53
0 52
1 50
1 52
0 66
1 54
1 56
0 75
1 61
1 52
1 55
0 53
1 68
0 65
0 53
1 52
1 63
0 101
0 63
0 53
0 67
0 75
0 92
1 55
0 54
0 68
1 50
1 52
0 61
1 75
0 54
1 48
0 52
1 54
0 61
1 49
1 69
1 66
0 61
1 50
0 62
0 74
1 55
0 54
0 54
1 75
1 67
0 63
1 56
0 62
0 60
1 54
1 55
0 49
1 54
1 90
1 52
0 62
0 52
0 54
0 55
0 52
0 61
1 88
1 53
0 49
0 50
1 75
0 67
1 61
1 61
1 59
0 52
0 53
0 63
0 67
1 52
1 53
1 55
0 55
0 61
0 60
1 52
0 53
0 76
0 77
0 54
0 55
1 50
1 49
0 55
1 54
0 70
1 53
0 52
1 61
1 53
1 52
1 NA
1 63
1 63
1 49
0 55
1 48
0 55
1 52
0 53
0 69
0 84
1 57
0 52
0 68
0 52
1 52
0 54
0 60
1 65
0 54
1 53
1 66
0 59
1 60
0 78
1 63
1 77
0 53
0 60
1 61
1 52
0 49
0 54
0 54
0 52
1 55
1 53
1 52
0 63
0 90
0 57
0 76
0 52
0 94
1 59
1 52
1 54
0 63
1 88
1 66
0 52
0 53
0 54
1 75
0 49
0 63
1 52
1 60
0 52
0 74
0 75
1 52
0 52
0 59
1 71
1 69
1 73
1 59
0 62
0 NA
0 57
1 71
1 53
1 57
1 53
0 52
1 53
0 73
0 54
0 51
1 52
0 50
1 53
1 62
0 54
1 52
1 63
1 54
0 54
1 54
0 49
0 52
0 52
0 65
0 53
1 53
0 75
1 58
0 53
0 54
1 69
1 48
1 52
0 55
1 74
1 61
0 49
1 57
1 66
0 62
0 55
0 63
0 50
1 53
1 54
0 57
0 50
1 67
1 69
1 84
1 52
0 54
1 62
1 55
1 71
0 65
1 57
0 60
0 48
1 48
0 58
0 55
0 101
0 54
0 58
0 62
1 62
1 59
1 61
1 54
0 72
1 52
1 50
0 56
0 53
1 61
0 57
1 98
1 51
0 75
1 52
0 54
1 53
1 64
1 53
1 50
0 66
0 53
1 49
0 52
1 56
0 63
1 53
0 57
0 51
0 52
0 51
0 50
1 54
0 54
0 76
1 56
1 56
0 57
1 56
1 70
1 54
0 63
0 48
0 54
1 61
1 50
0 52
0 54
0 57
1 61
1 52
0 61
0 54
0 74
0 53
0 49
1 54
0 78
1 54
1 55
0 89
0 56
1 101
0 54
0 53
1 54
0 61
0 66
1 55
0 56
1 57
0 68
1 66
1 53
0 48
0 75
1 62
1 59
1 53
0 60
0 66
0 61
1 53
0 52
1 63
0 NA
0 68
0 52
0 52
1 66
1 61
1 53
0 53
0 53
1 50
0 53
1 50
1 49
1 53
1 54
0 77
1 50
1 53
1 53
0 57
1 74
0 48
1 53
1 60
0 69
1 55
1 53
1 56
1 74
0 98
0 98
1 61
1 54
0 62
1 53
0 88
0 55
0 52
0 53
0 50
1 54
0 61
1 60
1 58
1 66
1 60
1 100
1 52
1 98
1 64
1 61
0 61
0 53
1 52
0 49
0 59
1 98
1 77
0 51
0 62
0 59
0 62
0 54
0 62
1 54
0 60
1 52
0 64
1 50
0 57
1 49
0 56
0 54
0 55
0 53
1 61
1 51
0 61
0 53
0 67
0 56
0 56
1 78
1 58
0 54
0 53
1 76
0 48
0 71
1 53
1 66
1 52
0 54
1 73
1 60
0 66
1 52
1 62
0 66
0 70
1 50
0 53
0 63
0 54
1 52
0 53
0 54
1 63
1 54
1 62
0 49
0 63
0 56
0 67
1 53
0 73
0 63
0 52
1 66
0 52
1 59
1 56
1 54
0 54
0 63
1 54
0 53
1 53
1 56
1 68
1 53
0 71
0 54
1 55
0 49
0 54
0 62
0 55
0 53
1 62
0 59
1 50
0 52
0 88
1 56
1 68
1 66
0 61
0 50
1 53
0 55
1 68
0 63
1 60
1 63
0 53
