sex cpp.age
1 54
0 49
0 55
1 48
0 49
1 53
0 45
0 50
0 52
1 49
1 58
1 55
0 52
1 57
0 48
0 51
1 52
0 47
0 47
0 47
1 58
1 52
0 51
1 57
1 48
0 54
0 66
1 50
1 53
1 49
0 50
1 50
0 55
1 47
1 48
1 49
1 47
1 47
1 47
0 47
0 49
0 58
1 54
1 47
0 47
0 48
1 58
0 57
0 47
1 57
1 54
0 48
1 55
1 62
0 58
1 47
1 58
0 49
0 52
0 55
0 48
1 48
0 46
0 57
1 48
1 50
0 57
0 49
1 52
0 51
1 53
1 48
1 48
1 45
1 55
0 50
1 47
1 49
1 55
0 55
0 47
0 58
1 57
1 50
0 54
0 52
0 62
0 53
1 48
1 47
1 47
1 57
0 58
0 48
0 53
0 53
1 47
1 53
1 53
0 47
1 57
1 47
0 47
0 49
0 57
0 49
1 50
0 54
1 53
1 49
1 58
0 58
1 58
0 50
0 50
1 58
1 47
0 49
1 52
1 47
1 63
0 50
1 46
1 54
0 48
1 66
0 49
1 47
0 53
0 57
1 55
0 63
0 47
0 50
1 54
1 51
1 56
1 51
1 48
1 69
0 68
0 69
1 69
1 60
0 61
1 49
0 50
0 66
1 60
1 90
1 62
0 61
0 55
1 63
1 54
1 50
0 75
1 53
0 54
1 57
1 54
0 74
1 63
0 55
0 57
0 98
1 49
0 84
0 55
0 NA
1 61
1 54
0 73
1 98
1 67
0 49
0 56
0 52
1 55
0 52
1 62
1 50
1 60
1 59
1 68
1 69
0 58
1 51
0 68
0 78
0 46
0 56
0 52
1 55
1 62
0 53
1 56
1 54
1 63
0 58
0 49
0 55
1 66
0 63
0 54
1 66
1 55
1 61
1 59
0 63
0 63
1 54
1 49
0 48
1 61
0 55
1 49
1 54
0 53
0 66
1 67
0 50
0 70
0 52
1 70
0 61
0 54
0 61
0 53
1 68
1 53
0 73
0 64
1 68
0 50
0 50
0 61
0 54
0 53
0 53
1 53
0 60
1 52
0 48
1 50
0 47
1 47
0 50
0 48
1 50
1 49
1 55
1 47
0 55
0 47
0 50
1 53
0 47
0 47
0 52
0 47
1 50
1 50
0 54
0 48
1 51
0 49
0 50
0 47
1 48
0 58
1 49
0 57
0 57
0 48
0 53
0 47
1 53
0 54
1 58
1 57
1 48
0 58
1 49
0 49
0 54
1 48
0 48
1 49
1 54
1 49
0 67
0 53
1 50
0 51
1 56
1 54
1 61
1 52
1 53
1 48
0 53
0 48
1 89
0 68
0 61
0 52
0 48
1 49
1 62
0 53
1 62
1 61
0 56
1 56
0 56
0 76
1 76
0 54
1 64
1 56
1 51
1 48
1 54
1 56
0 53
1 55
0 48
0 54
1 53
0 54
1 60
1 75
0 54
1 59
1 52
0 73
1 63
0 57
0 75
1 66
0 52
1 63
0 62
0 66
0 52
0 59
1 55
0 52
0 56
1 54
0 54
1 50
1 51
1 52
0 48
0 61
1 53
1 61
0 69
0 52
0 62
1 54
0 63
1 52
1 46
0 61
0 66
0 52
0 71
1 57
1 54
0 52
0 64
1 54
1 52
0 52
1 53
1 55
0 45
0 101
0 51
1 53
0 94
1 53
1 53
1 59
1 62
0 54
1 65
0 66
1 55
0 53
1 101
0 53
0 53
0 61
0 59
1 55
0 52
0 64
0 53
1 55
1 100
1 57
1 54
1 54
0 68
1 54
0 50
1 75
0 52
0 60
1 49
0 54
1 51
1 53
0 55
1 69
0 62
0 59
1 58
0 61
0 56
0 78
0 61
0 49
1 52
0 75
0 54
0 54
0 54
0 54
0 52
0 54
1 57
0 51
1 50
1 62
1 68
0 60
0 54
1 63
0 52
1 62
0 77
1 52
1 67
0 68
1 55
1 50
1 46
0 53
1 56
0 52
1 49
1 75
0 90
0 73
0 66
1 69
1 48
0 53
0 75
1 64
0 52
0 53
1 53
0 53
1 73
1 92
0 44
0 49
1 54
0 52
0 70
1 53
0 52
1 59
0 66
0 54
0 62
1 53
0 63
1 62
1 52
1 62
1 54
0 61
1 54
1 70
1 49
0 63
1 53
0 63
1 63
1 50
1 75
0 57
0 55
0 55
0 75
1 52
1 54
1 64
0 61
1 61
1 53
1 52
0 54
0 68
1 40
1 54
1 48
1 62
1 88
1 51
1 53
1 53
0 49
1 57
1 53
0 54
1 66
0 52
0 52
1 51
0 52
0 77
1 54
0 54
1 76
0 70
1 52
0 68
1 60
0 57
0 50
0 50
0 61
1 50
0 58
1 61
1 74
1 58
0 53
0 54
1 53
0 63
1 54
0 61
1 66
0 50
1 98
0 59
0 70
1 58
0 48
1 57
0 53
1 53
0 54
1 61
1 74
1 60
0 52
1 54
1 62
0 65
1 52
1 63
0 69
0 50
1 52
1 56
1 54
1 52
1 61
1 54
0 53
1 55
0 55
1 NA
0 61
1 66
0 61
1 74
0 49
1 70
0 66
0 54
0 60
1 46
0 54
1 45
0 89
0 61
0 62
0 52
1 75
0 56
1 60
0 52
1 52
1 48
0 54
1 49
1 53
0 62
0 52
1 NA
1 53
1 67
0 50
0 75
0 55
1 67
0 53
0 52
0 62
0 54
1 54
1 52
0 57
0 53
0 54
0 69
0 52
1 63
1 56
1 55
1 73
1 50
1 78
0 88
0 53
1 44
1 88
1 50
0 50
1 54
0 54
0 52
1 61
1 61
0 52
1 52
0 54
1 53
1 57
0 59
0 49
0 54
0 49
1 52
1 50
0 54
0 62
1 63
0 49
0 62
0 53
1 56
1 52
1 52
0 62
1 52
1 52
0 NA
1 61
1 53
1 53
1 50
1 58
0 73
0 53
0 61
1 56
1 56
1 54
0 55
1 57
0 54
1 70
1 60
1 50
1 59
0 51
1 61
0 56
0 54
1 63
0 50
0 63
1 60
0 46
0 62
1 52
1 62
0 73
0 55
1 72
0 59
0 53
1 54
0 52
0 56
1 61
1 60
0 98
1 50
1 52
0 53
1 50
0 54
0 54
0 51
0 68
0 53
1 54
0 50
0 57
0 61
0 54
0 55
1 53
0 56
1 49
0 78
0 50
1 84
0 54
1 84
1 55
1 67
1 59
1 51
1 94
1 58
0 67
1 53
1 48
1 52
1 52
0 49
0 63
0 54
1 53
1 50
0 59
1 68
1 54
0 55
1 54
0 67
1 75
1 52
0 84
0 53
0 63
1 73
1 61
0 53
0 53
0 52
1 74
0 53
0 49
1 64
0 55
0 63
1 105
1 48
0 63
1 50
1 77
0 53
0 56
1 61
0 70
0 101
0 52
1 73
0 66
1 54
0 55
0 53
0 54
1 77
1 69
