sex cpp.age
0 49
0 47
1 55
0 57
1 49
0 66
0 57
0 47
1 47
1 51
1 49
1 47
1 55
1 66
1 49
0 53
1 50
1 57
0 49
1 58
0 47
0 53
0 50
0 48
0 50
0 58
1 55
1 47
1 53
0 57
0 52
1 48
0 58
1 50
0 53
0 47
0 57
1 47
0 47
1 54
0 57
0 47
0 54
1 58
1 57
0 48
0 51
1 57
0 47
1 48
1 48
1 49
1 55
1 53
1 48
0 55
1 47
0 52
0 47
1 46
1 57
0 47
0 49
1 54
1 49
0 58
1 63
1 47
0 48
0 51
1 47
1 55
0 49
0 47
1 53
0 46
0 50
1 50
0 49
0 47
1 48
1 54
1 50
1 53
0 55
1 47
0 52
1 47
1 48
0 48
0 54
1 50
0 47
1 53
0 50
0 47
1 47
0 49
1 52
0 48
0 49
0 53
1 48
0 53
0 58
0 53
1 47
1 50
1 50
1 47
0 47
0 54
0 55
1 58
0 47
0 48
0 50
0 58
0 50
1 48
1 55
0 50
1 49
1 54
0 49
0 58
1 62
1 49
0 49
0 54
1 58
0 50
0 55
1 51
0 47
0 62
0 52
0 51
1 53
1 71
1 52
1 53
0 54
0 52
1 61
0 52
1 57
1 59
0 54
1 52
1 65
0 58
0 50
0 54
1 84
0 66
0 56
0 54
0 61
1 69
0 53
1 54
0 61
0 54
0 72
0 54
0 53
0 53
0 60
1 62
1 69
0 52
0 49
0 60
1 59
1 52
1 54
1 52
1 56
1 69
0 63
1 100
1 66
1 60
0 54
0 68
0 70
1 55
1 46
1 58
0 54
0 54
0 75
1 61
1 55
0 52
1 53
1 53
0 48
0 53
0 61
0 61
0 59
1 62
1 55
1 54
0 51
1 63
1 62
0 63
0 49
1 50
0 49
1 57
1 52
0 57
1 53
1 52
0 61
1 51
1 61
0 75
0 77
1 57
0 52
0 52
0 49
0 63
0 49
0 46
1 74
1 55
0 64
0 50
0 48
1 59
1 63
0 61
0 55
0 56
0 62
0 53
1 53
1 52
0 57
1 52
1 48
1 52
0 45
1 54
1 47
1 57
0 63
1 50
1 53
1 47
0 55
1 48
1 57
0 54
0 57
0 48
0 50
0 49
1 45
1 48
0 48
0 49
1 53
0 52
1 57
1 50
1 49
0 47
0 48
1 58
0 58
0 50
1 47
0 52
1 58
1 47
1 49
1 54
1 58
0 50
1 49
0 49
1 53
0 48
1 52
0 65
1 58
0 56
0 54
0 52
1 52
0 59
0 84
0 53
1 46
0 53
1 65
0 65
1 60
0 63
1 60
1 49
0 55
1 52
1 50
1 92
0 54
0 59
1 73
1 88
0 67
1 64
0 52
1 63
1 52
1 105
1 53
1 NA
0 52
1 60
0 53
0 54
1 52
1 75
0 73
0 50
0 55
1 49
1 54
1 52
1 53
0 56
0 58
1 50
0 54
0 52
0 67
0 51
1 54
0 64
0 61
0 62
1 56
1 62
1 51
0 67
0 55
0 68
0 60
0 62
1 54
1 67
1 54
1 63
0 53
0 63
1 68
0 53
1 52
1 53
0 62
0 53
1 51
0 51
1 52
0 50
0 53
1 53
1 56
1 50
1 62
0 62
0 55
0 53
1 54
1 62
1 66
0 54
1 53
1 53
0 55
0 53
0 54
0 73
0 52
0 63
0 54
0 57
1 57
1 63
0 54
1 49
0 64
1 53
0 67
0 50
1 61
0 54
0 61
1 49
0 53
0 55
0 76
0 71
0 56
0 60
0 70
1 53
1 88
1 54
1 60
1 101
0 54
1 54
1 84
0 58
1 52
1 39
1 64
1 53
1 63
0 45
1 63
1 54
1 53
0 61
1 54
1 75
1 52
0 68
1 69
1 59
1 55
0 78
1 54
1 52
0 49
1 53
0 53
1 63
1 55
0 53
1 48
1 57
1 61
0 53
1 48
1 52
0 44
0 52
0 62
1 61
0 54
0 72
1 49
0 52
1 59
1 75
1 43
1 62
0 63
1 54
0 59
0 55
0 52
1 72
0 52
0 98
0 49
1 53
1 60
0 51
0 53
1 61
0 52
0 52
0 61
0 68
0 53
0 63
0 52
0 63
1 56
0 68
0 52
1 52
0 70
0 53
1 53
1 63
1 53
1 53
1 46
0 56
1 54
1 50
0 55
1 58
0 64
0 50
1 63
1 62
1 63
1 89
0 66
1 66
1 51
1 53
1 53
0 66
1 74
0 88
1 45
0 52
1 53
