sex cpp.age
1 49
0 50
1 54
1 57
1 54
1 48
1 47
1 55
1 58
0 52
0 49
1 47
0 47
0 47
1 48
1 53
0 47
0 51
1 47
1 48
1 47
0 47
0 58
1 57
0 48
0 51
1 48
0 57
1 58
1 66
1 54
0 47
1 47
1 50
1 54
0 58
0 47
0 49
1 57
1 58
1 48
1 47
1 57
0 51
0 53
1 49
0 50
0 46
0 48
1 50
0 47
1 55
0 48
1 47
1 53
0 48
1 47
0 48
0 55
1 51
1 57
1 47
0 53
1 57
0 57
1 49
0 48
0 50
0 55
1 49
0 52
1 50
1 49
0 50
1 48
0 49
1 55
1 58
1 49
0 47
0 53
1 50
1 47
0 50
0 47
1 48
0 49
0 47
1 58
1 49
0 47
1 50
0 48
0 54
0 55
0 49
0 49
1 53
1 62
0 50
1 54
1 47
0 54
1 47
0 62
0 53
1 47
0 48
1 50
1 50
1 47
0 58
1 47
0 48
0 52
1 45
0 53
1 52
0 47
0 49
0 49
1 53
0 55
1 47
0 58
1 49
1 49
0 52
0 49
0 47
1 57
1 50
1 53
0 54
1 52
0 57
0 66
1 55
0 54
1 62
1 48
1 52
1 55
0 48
1 54
0 62
0 54
0 56
1 105
0 61
1 51
1 52
0 52
1 69
1 58
0 90
1 49
0 56
1 62
1 62
0 66
1 63
0 49
0 69
1 65
1 58
0 49
1 52
0 53
0 58
1 52
1 52
1 67
0 53
1 61
1 50
1 50
1 61
1 55
1 53
1 61
1 60
1 55
1 53
0 64
0 53
0 35
1 56
1 55
1 57
1 52
1 75
0 52
0 60
0 57
1 53
0 68
0 60
1 61
1 71
0 67
1 63
1 53
1 88
0 55
0 58
0 49
1 94
0 52
1 53
1 54
1 61
0 54
1 45
1 48
0 61
1 56
1 53
1 54
1 62
1 51
1 68
1 NA
0 52
1 77
1 52
1 57
0 63
1 60
1 50
0 59
0 98
0 63
0 63
1 65
1 53
1 50
1 76
0 61
1 62
0 53
0 54
0 52
0 56
0 50
1 51
0 57
0 53
1 49
1 46
0 49
1 48
0 47
1 58
1 53
0 47
1 58
1 55
0 49
0 52
1 52
0 50
0 58
0 58
0 49
1 48
1 48
0 66
0 57
0 50
0 50
1 55
1 58
1 50
1 54
0 47
0 47
0 57
0 55
1 52
0 58
0 54
1 63
1 53
0 57
0 52
0 48
1 48
0 54
1 51
0 63
0 54
1 53
1 NA
1 75
1 66
0 49
1 77
0 64
1 61
0 49
0 59
0 52
0 68
1 59
1 52
0 66
0 52
0 54
0 66
0 54
1 43
0 62
1 50
0 55
0 70
1 101
1 53
0 53
1 50
0 57
1 67
0 73
1 60
0 54
0 89
0 52
0 64
1 50
0 57
0 61
1 55
0 53
0 57
0 54
0 52
0 68
0 59
1 54
0 48
0 60
1 66
0 54
1 53
1 60
0 49
1 60
1 56
0 61
1 54
1 52
0 61
0 53
1 63
0 46
0 51
0 52
1 67
0 53
0 48
0 55
1 60
1 53
0 63
0 56
1 59
0 53
0 52
1 88
0 54
1 73
1 52
1 59
0 75
0 59
1 49
1 63
1 50
0 66
0 63
1 90
1 98
1 45
0 59
1 53
0 58
0 50
0 72
0 52
1 61
0 53
1 63
1 59
0 55
1 55
1 63
0 54
0 58
1 55
1 52
1 48
0 54
1 52
1 50
1 54
1 63
0 69
1 61
0 60
1 62
0 76
1 57
0 53
1 62
1 52
1 52
1 62
1 71
1 52
0 53
1 51
1 61
0 65
1 84
1 61
0 55
0 53
1 68
1 52
1 52
1 49
1 52
0 52
1 68
1 52
0 65
1 59
1 35
0 49
0 54
1 62
0 54
0 44
1 45
1 48
0 53
1 53
0 55
1 54
1 53
0 55
0 54
0 50
0 54
0 53
1 62
1 67
0 52
1 61
